,G,c1,c2,count,p1,p2,post,pre
124,False,0,1,4,0.11,0.46,4,4.0
125,False,0,1,4,0.11,0.46,4,4.0
126,False,0,1,4,0.11,0.46,4,4.0
127,True,0,0,3,0.11,0.46,3,3.5700000000000003
128,False,0,1,4,0.11,0.46,4,4.0
129,True,0,0,3,0.11,0.46,3,3.5700000000000003
130,True,0,0,3,0.11,0.46,3,3.5700000000000003
131,False,0,1,4,0.11,0.46,4,4.0
132,True,0,0,3,0.11,0.46,3,3.5700000000000003
133,True,0,0,3,0.11,0.46,3,3.5700000000000003
134,False,0,1,4,0.11,0.46,4,4.0
135,False,0,1,4,0.11,0.46,4,4.0
136,True,0,0,3,0.11,0.46,3,3.5700000000000003
137,False,0,1,4,0.11,0.46,4,4.0
138,False,0,1,4,0.11,0.46,4,4.0
139,False,1,0,4,0.11,0.46,4,4.0
140,False,0,1,4,0.11,0.46,4,4.0
141,True,0,0,3,0.11,0.46,3,3.5700000000000003
142,False,0,1,4,0.11,0.46,4,4.0
143,False,0,1,4,0.11,0.46,4,4.0
144,True,0,0,3,0.11,0.46,3,3.5700000000000003
145,False,1,1,5,0.11,0.46,5,5.0
146,True,0,0,3,0.11,0.46,3,3.5700000000000003
147,False,0,1,4,0.11,0.46,4,4.0
148,True,0,0,3,0.11,0.46,3,3.5700000000000003
149,True,0,0,3,0.11,0.46,3,3.5700000000000003
150,False,0,1,4,0.11,0.46,4,4.0
151,True,0,0,3,0.11,0.46,3,3.5700000000000003
152,True,0,0,3,0.11,0.46,3,3.5700000000000003
153,False,0,1,4,0.11,0.46,4,4.0
154,False,0,1,4,0.11,0.46,4,4.0
155,False,0,1,4,0.11,0.46,4,4.0
156,False,0,1,4,0.11,0.46,4,4.0
157,False,1,0,4,0.11,0.46,4,4.0
158,True,0,0,3,0.11,0.46,3,3.5700000000000003
159,False,0,1,4,0.11,0.46,4,4.0
160,False,0,1,4,0.11,0.46,4,4.0
161,False,0,1,4,0.11,0.46,4,4.0
162,True,0,0,3,0.11,0.46,3,3.5700000000000003
163,True,0,0,3,0.11,0.46,3,3.5700000000000003
164,True,0,0,3,0.11,0.46,3,3.5700000000000003
165,True,0,0,3,0.11,0.46,3,3.5700000000000003
166,True,0,0,3,0.11,0.46,3,3.5700000000000003
167,False,0,1,4,0.11,0.46,4,4.0
168,True,0,0,3,0.11,0.46,3,3.5700000000000003
169,False,0,1,4,0.11,0.46,4,4.0
170,True,0,0,3,0.11,0.46,3,3.5700000000000003
171,False,0,1,4,0.11,0.46,4,4.0
172,False,0,1,4,0.11,0.46,4,4.0
173,True,0,0,3,0.11,0.46,3,3.5700000000000003
174,False,0,1,4,0.11,0.46,4,4.0
175,True,0,0,3,0.11,0.46,3,3.5700000000000003
176,False,1,1,5,0.11,0.46,5,5.0
177,False,0,1,4,0.11,0.46,4,4.0
178,False,0,1,4,0.11,0.46,4,4.0
179,True,0,0,3,0.11,0.46,3,3.5700000000000003
180,False,0,1,4,0.11,0.46,4,4.0
181,False,0,1,4,0.11,0.46,4,4.0
182,False,0,1,4,0.11,0.46,4,4.0
183,True,0,0,3,0.11,0.46,3,3.5700000000000003
184,False,0,1,4,0.11,0.46,4,4.0
185,False,1,1,5,0.11,0.46,5,5.0
186,False,0,1,4,0.11,0.46,4,4.0
187,True,0,0,3,0.11,0.46,3,3.5700000000000003
188,True,0,0,3,0.11,0.46,3,3.5700000000000003
189,True,0,0,3,0.11,0.46,3,3.5700000000000003
190,True,0,0,3,0.11,0.46,3,3.5700000000000003
191,True,0,0,3,0.11,0.46,3,3.5700000000000003
192,True,0,0,3,0.11,0.46,3,3.5700000000000003
193,False,1,0,4,0.11,0.46,4,4.0
194,False,0,1,4,0.11,0.46,4,4.0
195,True,0,0,3,0.11,0.46,3,3.5700000000000003
196,False,0,1,4,0.11,0.46,4,4.0
197,True,0,0,3,0.11,0.46,3,3.5700000000000003
198,True,0,0,3,0.11,0.46,3,3.5700000000000003
199,False,0,1,4,0.11,0.46,4,4.0
200,True,0,0,3,0.11,0.46,3,3.5700000000000003
201,False,0,1,4,0.11,0.46,4,4.0
202,True,0,0,3,0.11,0.46,3,3.5700000000000003
203,True,0,0,3,0.11,0.46,3,3.5700000000000003
204,True,0,0,3,0.11,0.46,3,3.5700000000000003
205,False,0,1,4,0.11,0.46,4,4.0
206,True,0,0,3,0.11,0.46,3,3.5700000000000003
207,True,0,0,3,0.11,0.46,3,3.5700000000000003
208,False,0,1,4,0.11,0.46,4,4.0
209,True,0,0,3,0.11,0.46,3,3.5700000000000003
210,True,0,0,3,0.11,0.46,3,3.5700000000000003
211,True,0,0,3,0.11,0.46,3,3.5700000000000003
212,False,0,1,4,0.11,0.46,4,4.0
213,False,1,0,4,0.11,0.46,4,4.0
214,True,0,0,3,0.11,0.46,3,3.5700000000000003
215,True,0,0,3,0.11,0.46,3,3.5700000000000003
216,False,0,1,4,0.11,0.46,4,4.0
217,False,0,1,4,0.11,0.46,4,4.0
218,False,0,1,4,0.11,0.46,4,4.0
219,True,0,0,3,0.11,0.46,3,3.5700000000000003
220,False,0,1,4,0.11,0.46,4,4.0
221,True,0,0,3,0.11,0.46,3,3.5700000000000003
222,False,1,1,5,0.11,0.46,5,5.0
223,True,0,0,3,0.11,0.46,3,3.5700000000000003
224,True,0,0,3,0.11,0.46,3,3.5700000000000003
225,True,0,0,3,0.11,0.46,3,3.5700000000000003
226,False,0,1,4,0.11,0.46,4,4.0
227,True,0,0,3,0.11,0.46,3,3.5700000000000003
228,False,0,1,4,0.11,0.46,4,4.0
229,True,0,0,3,0.11,0.46,3,3.5700000000000003
230,False,1,0,4,0.11,0.46,4,4.0
231,False,1,0,4,0.11,0.46,4,4.0
232,True,0,0,3,0.11,0.46,3,3.5700000000000003
233,True,0,0,3,0.11,0.46,3,3.5700000000000003
234,True,0,0,3,0.11,0.46,3,3.5700000000000003
235,False,1,1,5,0.11,0.46,5,5.0
236,True,0,0,3,0.11,0.46,3,3.5700000000000003
237,True,0,0,3,0.11,0.46,3,3.5700000000000003
238,False,0,1,4,0.11,0.46,4,4.0
239,False,0,1,4,0.11,0.46,4,4.0
240,True,0,0,3,0.11,0.46,3,3.5700000000000003
241,False,0,1,4,0.11,0.46,4,4.0
242,True,0,0,3,0.11,0.46,3,3.5700000000000003
243,True,0,0,3,0.11,0.46,3,3.5700000000000003
244,True,0,0,3,0.11,0.46,3,3.5700000000000003
245,True,0,0,3,0.11,0.46,3,3.5700000000000003
246,True,0,0,3,0.11,0.46,3,3.5700000000000003
247,True,0,0,3,0.11,0.46,3,3.5700000000000003
248,False,0,1,4,0.11,0.46,4,4.0
249,False,1,1,5,0.11,0.46,5,5.0
250,False,1,1,5,0.11,0.46,5,5.0
251,False,0,1,4,0.11,0.46,4,4.0
252,False,0,1,4,0.11,0.46,4,4.0
253,True,0,0,3,0.11,0.46,3,3.5700000000000003
254,True,0,0,3,0.11,0.46,3,3.5700000000000003
255,False,1,0,4,0.11,0.46,4,4.0
256,True,0,0,3,0.11,0.46,3,3.5700000000000003
257,False,0,1,4,0.11,0.46,4,4.0
258,False,0,1,4,0.11,0.46,4,4.0
259,False,0,1,4,0.11,0.46,4,4.0
260,True,0,0,3,0.11,0.46,3,3.5700000000000003
261,False,0,1,4,0.11,0.46,4,4.0
262,True,0,0,3,0.11,0.46,3,3.5700000000000003
263,True,0,0,3,0.11,0.46,3,3.5700000000000003
264,False,0,1,4,0.11,0.46,4,4.0
265,True,0,0,3,0.11,0.46,3,3.5700000000000003
266,False,0,1,4,0.11,0.46,4,4.0
267,False,0,1,4,0.11,0.46,4,4.0
268,False,0,1,4,0.11,0.46,4,4.0
269,False,0,1,4,0.11,0.46,4,4.0
270,True,0,0,3,0.11,0.46,3,3.5700000000000003
271,False,0,1,4,0.11,0.46,4,4.0
272,True,0,0,3,0.11,0.46,3,3.5700000000000003
273,True,0,0,3,0.11,0.46,3,3.5700000000000003
274,False,0,1,4,0.11,0.46,4,4.0
275,False,0,1,4,0.11,0.46,4,4.0
276,True,0,0,3,0.11,0.46,3,3.5700000000000003
277,False,0,1,4,0.11,0.46,4,4.0
278,True,0,0,3,0.11,0.46,3,3.5700000000000003
279,False,0,1,4,0.11,0.46,4,4.0
280,False,0,1,4,0.11,0.46,4,4.0
281,False,1,1,5,0.11,0.46,5,5.0
282,False,1,1,5,0.11,0.46,5,5.0
283,True,0,0,3,0.11,0.46,3,3.5700000000000003
284,True,0,0,3,0.11,0.46,3,3.5700000000000003
285,False,1,0,4,0.11,0.46,4,4.0
286,True,0,0,3,0.11,0.46,3,3.5700000000000003
287,True,0,0,3,0.11,0.46,3,3.5700000000000003
288,True,0,0,3,0.11,0.46,3,3.5700000000000003
289,False,0,1,4,0.11,0.46,4,4.0
290,True,0,0,3,0.11,0.46,3,3.5700000000000003
291,False,1,1,5,0.11,0.46,5,5.0
292,True,0,0,3,0.11,0.46,3,3.5700000000000003
293,True,0,0,3,0.11,0.46,3,3.5700000000000003
294,False,0,1,4,0.11,0.46,4,4.0
295,True,0,0,3,0.11,0.46,3,3.5700000000000003
296,False,1,0,4,0.11,0.46,4,4.0
297,True,0,0,3,0.11,0.46,3,3.5700000000000003
298,True,0,0,3,0.11,0.46,3,3.5700000000000003
299,True,0,0,3,0.11,0.46,3,3.5700000000000003
300,False,1,0,4,0.11,0.46,4,4.0
301,True,0,0,3,0.11,0.46,3,3.5700000000000003
302,False,0,1,4,0.11,0.46,4,4.0
303,True,0,0,3,0.11,0.46,3,3.5700000000000003
304,False,1,0,4,0.11,0.46,4,4.0
305,False,1,0,4,0.11,0.46,4,4.0
306,True,0,0,3,0.11,0.46,3,3.5700000000000003
307,False,1,1,5,0.11,0.46,5,5.0
308,False,0,1,4,0.11,0.46,4,4.0
309,False,0,1,4,0.11,0.46,4,4.0
310,False,0,1,4,0.11,0.46,4,4.0
311,False,0,1,4,0.11,0.46,4,4.0
312,False,0,1,4,0.11,0.46,4,4.0
313,False,1,0,4,0.11,0.46,4,4.0
314,False,1,0,4,0.11,0.46,4,4.0
315,False,1,1,5,0.11,0.46,5,5.0
316,True,0,0,3,0.11,0.46,3,3.5700000000000003
317,True,0,0,3,0.11,0.46,3,3.5700000000000003
318,True,0,0,3,0.11,0.46,3,3.5700000000000003
319,True,0,0,3,0.11,0.46,3,3.5700000000000003
320,False,0,1,4,0.11,0.46,4,4.0
321,True,0,0,3,0.11,0.46,3,3.5700000000000003
322,True,0,0,3,0.11,0.46,3,3.5700000000000003
323,True,0,0,3,0.11,0.46,3,3.5700000000000003
324,False,1,0,4,0.11,0.46,4,4.0
325,True,0,0,3,0.11,0.46,3,3.5700000000000003
326,True,0,0,3,0.11,0.46,3,3.5700000000000003
327,False,0,1,4,0.11,0.46,4,4.0
328,False,0,1,4,0.11,0.46,4,4.0
329,True,0,0,3,0.11,0.46,3,3.5700000000000003
330,False,0,1,4,0.11,0.46,4,4.0
331,True,0,0,3,0.11,0.46,3,3.5700000000000003
332,True,0,0,3,0.11,0.46,3,3.5700000000000003
333,True,0,0,3,0.11,0.46,3,3.5700000000000003
334,False,0,1,4,0.11,0.46,4,4.0
335,True,0,0,3,0.11,0.46,3,3.5700000000000003
336,False,1,0,4,0.11,0.46,4,4.0
337,True,0,0,3,0.11,0.46,3,3.5700000000000003
338,False,0,1,4,0.11,0.46,4,4.0
339,True,0,0,3,0.11,0.46,3,3.5700000000000003
340,True,0,0,3,0.11,0.46,3,3.5700000000000003
341,False,0,1,4,0.11,0.46,4,4.0
342,False,0,1,4,0.11,0.46,4,4.0
343,True,0,0,3,0.11,0.46,3,3.5700000000000003
344,True,0,0,3,0.11,0.46,3,3.5700000000000003
345,True,0,0,3,0.11,0.46,3,3.5700000000000003
346,True,0,0,3,0.11,0.46,3,3.5700000000000003
347,True,0,0,3,0.11,0.46,3,3.5700000000000003
348,False,0,1,4,0.11,0.46,4,4.0
349,False,1,1,5,0.11,0.46,5,5.0
350,False,0,1,4,0.11,0.46,4,4.0
351,True,0,0,3,0.11,0.46,3,3.5700000000000003
352,True,0,0,3,0.11,0.46,3,3.5700000000000003
353,False,0,1,4,0.11,0.46,4,4.0
354,False,0,1,4,0.11,0.46,4,4.0
355,False,0,1,4,0.11,0.46,4,4.0
356,True,0,0,3,0.11,0.46,3,3.5700000000000003
357,True,0,0,3,0.11,0.46,3,3.5700000000000003
358,True,0,0,3,0.11,0.46,3,3.5700000000000003
359,False,0,1,4,0.11,0.46,4,4.0
360,True,0,0,3,0.11,0.46,3,3.5700000000000003
361,True,0,0,3,0.11,0.46,3,3.5700000000000003
362,False,0,1,4,0.11,0.46,4,4.0
363,False,0,1,4,0.11,0.46,4,4.0
364,False,0,1,4,0.11,0.46,4,4.0
365,False,1,0,4,0.11,0.46,4,4.0
366,False,0,1,4,0.11,0.46,4,4.0
367,False,0,1,4,0.11,0.46,4,4.0
368,True,0,0,3,0.11,0.46,3,3.5700000000000003
369,True,0,0,3,0.11,0.46,3,3.5700000000000003
370,True,0,0,3,0.11,0.46,3,3.5700000000000003
371,True,0,0,3,0.11,0.46,3,3.5700000000000003
372,False,0,1,4,0.11,0.46,4,4.0
373,False,0,1,4,0.11,0.46,4,4.0
374,False,1,0,4,0.11,0.46,4,4.0
375,True,0,0,3,0.11,0.46,3,3.5700000000000003
376,False,0,1,4,0.11,0.46,4,4.0
377,True,0,0,3,0.11,0.46,3,3.5700000000000003
378,False,0,1,4,0.11,0.46,4,4.0
379,True,0,0,3,0.11,0.46,3,3.5700000000000003
380,True,0,0,3,0.11,0.46,3,3.5700000000000003
381,False,1,1,5,0.11,0.46,5,5.0
382,False,0,1,4,0.11,0.46,4,4.0
383,False,0,1,4,0.11,0.46,4,4.0
384,False,0,1,4,0.11,0.46,4,4.0
385,True,0,0,3,0.11,0.46,3,3.5700000000000003
386,True,0,0,3,0.11,0.46,3,3.5700000000000003
387,True,0,0,3,0.11,0.46,3,3.5700000000000003
388,True,0,0,3,0.11,0.46,3,3.5700000000000003
389,False,0,1,4,0.11,0.46,4,4.0
390,True,0,0,3,0.11,0.46,3,3.5700000000000003
391,True,0,0,3,0.11,0.46,3,3.5700000000000003
392,True,0,0,3,0.11,0.46,3,3.5700000000000003
393,False,0,1,4,0.11,0.46,4,4.0
394,True,0,0,3,0.11,0.46,3,3.5700000000000003
395,False,1,0,4,0.11,0.46,4,4.0
396,False,0,1,4,0.11,0.46,4,4.0
397,True,0,0,3,0.11,0.46,3,3.5700000000000003
398,True,0,0,3,0.11,0.46,3,3.5700000000000003
399,False,0,1,4,0.11,0.46,4,4.0
400,True,0,0,3,0.11,0.46,3,3.5700000000000003
401,True,0,0,3,0.11,0.46,3,3.5700000000000003
402,False,0,1,4,0.11,0.46,4,4.0
403,True,0,0,3,0.11,0.46,3,3.5700000000000003
404,True,0,0,3,0.11,0.46,3,3.5700000000000003
405,True,0,0,3,0.11,0.46,3,3.5700000000000003
406,False,1,0,4,0.11,0.46,4,4.0
407,False,0,1,4,0.11,0.46,4,4.0
408,True,0,0,3,0.11,0.46,3,3.5700000000000003
409,False,0,1,4,0.11,0.46,4,4.0
410,True,0,0,3,0.11,0.46,3,3.5700000000000003
411,False,0,1,4,0.11,0.46,4,4.0
412,False,0,1,4,0.11,0.46,4,4.0
413,False,1,0,4,0.11,0.46,4,4.0
414,True,0,0,3,0.11,0.46,3,3.5700000000000003
415,True,0,0,3,0.11,0.46,3,3.5700000000000003
416,False,0,1,4,0.11,0.46,4,4.0
417,True,0,0,3,0.11,0.46,3,3.5700000000000003
418,False,1,1,5,0.11,0.46,5,5.0
419,True,0,0,3,0.11,0.46,3,3.5700000000000003
420,True,0,0,3,0.11,0.46,3,3.5700000000000003
421,False,0,1,4,0.11,0.46,4,4.0
422,True,0,0,3,0.11,0.46,3,3.5700000000000003
423,False,0,1,4,0.11,0.46,4,4.0
424,True,0,0,3,0.11,0.46,3,3.5700000000000003
425,True,0,0,3,0.11,0.46,3,3.5700000000000003
426,True,0,0,3,0.11,0.46,3,3.5700000000000003
427,False,0,1,4,0.11,0.46,4,4.0
428,True,0,0,3,0.11,0.46,3,3.5700000000000003
429,True,0,0,3,0.11,0.46,3,3.5700000000000003
430,True,0,0,3,0.11,0.46,3,3.5700000000000003
431,True,0,0,3,0.11,0.46,3,3.5700000000000003
432,True,0,0,3,0.11,0.46,3,3.5700000000000003
433,False,1,0,4,0.11,0.46,4,4.0
434,True,0,0,3,0.11,0.46,3,3.5700000000000003
435,True,0,0,3,0.11,0.46,3,3.5700000000000003
436,True,0,0,3,0.11,0.46,3,3.5700000000000003
437,False,0,1,4,0.11,0.46,4,4.0
438,False,0,1,4,0.11,0.46,4,4.0
439,False,1,1,5,0.11,0.46,5,5.0
440,True,0,0,3,0.11,0.46,3,3.5700000000000003
441,False,0,1,4,0.11,0.46,4,4.0
442,True,0,0,3,0.11,0.46,3,3.5700000000000003
443,True,0,0,3,0.11,0.46,3,3.5700000000000003
444,False,0,1,4,0.11,0.46,4,4.0
445,True,0,0,3,0.11,0.46,3,3.5700000000000003
446,True,0,0,3,0.11,0.46,3,3.5700000000000003
447,False,1,1,5,0.11,0.46,5,5.0
448,False,0,1,4,0.11,0.46,4,4.0
449,False,0,1,4,0.11,0.46,4,4.0
450,False,0,1,4,0.11,0.46,4,4.0
451,True,0,0,3,0.11,0.46,3,3.5700000000000003
452,True,0,0,3,0.11,0.46,3,3.5700000000000003
453,True,0,0,3,0.11,0.46,3,3.5700000000000003
454,True,0,0,3,0.11,0.46,3,3.5700000000000003
455,False,1,0,4,0.11,0.46,4,4.0
456,True,0,0,3,0.11,0.46,3,3.5700000000000003
457,False,0,1,4,0.11,0.46,4,4.0
458,True,0,0,3,0.11,0.46,3,3.5700000000000003
459,False,0,1,4,0.11,0.46,4,4.0
460,True,0,0,3,0.11,0.46,3,3.5700000000000003
461,True,0,0,3,0.11,0.46,3,3.5700000000000003
462,False,0,1,4,0.11,0.46,4,4.0
463,False,0,1,4,0.11,0.46,4,4.0
464,False,0,1,4,0.11,0.46,4,4.0
465,True,0,0,3,0.11,0.46,3,3.5700000000000003
466,True,0,0,3,0.11,0.46,3,3.5700000000000003
467,True,0,0,3,0.11,0.46,3,3.5700000000000003
468,False,0,1,4,0.11,0.46,4,4.0
469,False,1,0,4,0.11,0.46,4,4.0
470,False,1,1,5,0.11,0.46,5,5.0
471,True,0,0,3,0.11,0.46,3,3.5700000000000003
472,True,0,0,3,0.11,0.46,3,3.5700000000000003
473,False,0,1,4,0.11,0.46,4,4.0
474,False,0,1,4,0.11,0.46,4,4.0
475,False,0,1,4,0.11,0.46,4,4.0
476,False,0,1,4,0.11,0.46,4,4.0
477,True,0,0,3,0.11,0.46,3,3.5700000000000003
478,True,0,0,3,0.11,0.46,3,3.5700000000000003
479,False,1,1,5,0.11,0.46,5,5.0
480,True,0,0,3,0.11,0.46,3,3.5700000000000003
481,False,1,1,5,0.11,0.46,5,5.0
482,False,0,1,4,0.11,0.46,4,4.0
483,False,0,1,4,0.11,0.46,4,4.0
484,False,0,1,4,0.11,0.46,4,4.0
485,False,0,1,4,0.11,0.46,4,4.0
486,False,0,1,4,0.11,0.46,4,4.0
487,True,0,0,3,0.11,0.46,3,3.5700000000000003
488,True,0,0,3,0.11,0.46,3,3.5700000000000003
489,False,0,1,4,0.11,0.46,4,4.0
490,True,0,0,3,0.11,0.46,3,3.5700000000000003
491,False,0,1,4,0.11,0.46,4,4.0
492,True,0,0,3,0.11,0.46,3,3.5700000000000003
493,True,0,0,3,0.11,0.46,3,3.5700000000000003
494,False,0,1,4,0.11,0.46,4,4.0
495,True,0,0,3,0.11,0.46,3,3.5700000000000003
496,True,0,0,3,0.11,0.46,3,3.5700000000000003
497,False,0,1,4,0.11,0.46,4,4.0
498,False,0,1,4,0.11,0.46,4,4.0
499,True,0,0,3,0.11,0.46,3,3.5700000000000003
500,False,1,0,6,0.84,0.21,6,6.0
501,False,1,0,6,0.84,0.21,6,6.0
502,False,1,1,7,0.84,0.21,7,7.0
503,False,1,0,6,0.84,0.21,6,6.0
504,False,1,1,7,0.84,0.21,7,7.0
505,False,1,0,6,0.84,0.21,6,6.0
506,False,1,0,6,0.84,0.21,6,6.0
507,False,1,0,6,0.84,0.21,6,6.0
508,False,1,0,6,0.84,0.21,6,6.0
509,False,1,1,7,0.84,0.21,7,7.0
510,False,1,0,6,0.84,0.21,6,6.0
511,False,1,0,6,0.84,0.21,6,6.0
512,False,1,0,6,0.84,0.21,6,6.0
513,False,1,0,6,0.84,0.21,6,6.0
514,False,1,1,7,0.84,0.21,7,7.0
515,True,0,0,5,0.84,0.21,5,6.05
516,False,1,0,6,0.84,0.21,6,6.0
517,False,1,0,6,0.84,0.21,6,6.0
518,False,1,0,6,0.84,0.21,6,6.0
519,True,0,0,5,0.84,0.21,5,6.05
520,True,0,0,5,0.84,0.21,5,6.05
521,False,1,1,7,0.84,0.21,7,7.0
522,False,1,0,6,0.84,0.21,6,6.0
523,False,1,0,6,0.84,0.21,6,6.0
524,False,1,1,7,0.84,0.21,7,7.0
525,False,1,0,6,0.84,0.21,6,6.0
526,True,0,0,5,0.84,0.21,5,6.05
527,True,0,0,5,0.84,0.21,5,6.05
528,False,1,0,6,0.84,0.21,6,6.0
