,G,flip,p1,post,pre,x,z
183,True,0,0.19,5,5,7,5
184,True,0,0.19,17,17,15,17
185,True,0,0.12,13,13,13,13
186,True,0,0.55,10,10,11,10
187,True,0,0.88,5,5,19,5
188,True,0,0.09,6,6,19,6
189,True,0,0.56,13,13,12,13
190,True,0,0.23,2,2,7,2
191,True,0,0.73,8,8,3,8
192,True,0,0.09,19,19,4,19
193,True,0,0.09,2,2,8,2
194,True,0,0.61,16,16,6,16
195,True,0,0.78,13,13,17,13
196,True,0,0.39,13,13,7,13
197,True,0,0.78,1,1,12,1
198,True,0,0.53,15,15,1,15
199,True,0,0.41,2,2,9,2
200,True,0,0.73,15,15,11,15
201,True,0,0.8,9,9,20,9
202,True,0,0.31,7,7,18,7
203,True,0,0.57,7,7,6,7
204,True,0,0.92,19,19,4,19
205,True,0,0.71,18,18,17,18
206,True,0,0.63,16,16,5,16
207,True,0,0.68,8,8,16,8
208,True,0,0.53,15,15,3,15
209,True,0,0.09,14,14,5,14
210,True,0,0.55,15,15,6,15
211,True,0,0.78,6,6,1,6
212,True,0,0.19,16,16,20,16
213,True,0,0.63,4,4,10,4
214,True,0,0.17,19,19,4,19
215,True,0,0.69,0,0,10,0
216,True,0,0.09,9,9,4,9
217,True,0,0.81,7,7,6,7
218,True,0,0.63,11,11,16,11
219,True,0,0.34,3,3,6,3
220,True,0,0.79,15,15,9,15
221,True,0,0.5,15,15,15,15
222,True,0,0.15,15,15,16,15
223,True,0,0.64,0,0,19,0
224,True,0,0.08,7,7,13,7
225,True,0,0.86,8,8,6,8
226,True,0,0.51,7,7,14,7
227,True,0,0.53,4,4,8,4
228,True,0,0.63,13,13,5,13
229,True,0,0.14,14,14,16,14
230,True,0,0.94,0,0,9,0
231,True,0,0.57,17,17,8,17
232,True,0,0.84,18,18,0,18
233,True,0,0.64,11,11,17,11
234,True,0,0.44,17,17,20,17
235,True,0,0.29,0,0,5,0
236,True,0,0.79,9,9,13,9
237,True,0,0.85,17,17,4,17
238,True,0,0.93,5,5,11,5
239,True,0,0.3,16,16,4,16
240,True,0,0.59,12,12,5,12
241,True,0,0.61,8,8,7,8
242,True,0,0.06,4,4,4,4
243,True,0,0.67,1,1,11,1
244,True,0,0.57,13,13,13,13
