,G,flip,p1,post,pre,x,z
135,False,1,0.81,7,7,20,7
136,True,0,0.81,8,8,21,8
137,True,0,0.81,8,8,21,8
138,False,1,0.81,7,7,20,7
139,True,0,0.81,8,8,21,8
140,False,1,0.81,7,7,20,7
141,True,0,0.81,8,8,21,8
142,False,1,0.81,7,7,20,7
143,False,1,0.81,7,7,20,7
144,False,1,0.81,7,7,20,7
145,False,1,0.81,7,7,20,7
146,False,1,0.81,7,7,20,7
147,False,1,0.81,7,7,20,7
148,False,1,0.81,7,7,20,7
149,True,0,0.81,8,8,21,8
150,False,1,0.81,7,7,20,7
151,False,1,0.81,7,7,20,7
152,False,1,0.81,7,7,20,7
153,False,1,0.81,7,7,20,7
154,True,0,0.81,8,8,21,8
155,False,1,0.81,7,7,20,7
156,False,1,0.81,7,7,20,7
157,False,1,0.81,7,7,20,7
158,False,1,0.81,7,7,20,7
159,False,1,0.81,7,7,20,7
160,False,1,0.81,7,7,20,7
161,False,1,0.81,7,7,20,7
162,True,0,0.81,8,8,21,8
163,False,1,0.81,7,7,20,7
164,True,0,0.81,8,8,21,8
165,False,1,0.81,7,7,20,7
166,False,1,0.81,7,7,20,7
167,False,1,0.81,7,7,20,7
168,False,1,0.81,7,7,20,7
169,False,1,0.81,7,7,20,7
170,False,1,0.81,7,7,20,7
171,False,1,0.81,7,7,20,7
172,True,0,0.81,8,8,21,8
173,False,1,0.81,7,7,20,7
174,True,0,0.81,8,8,21,8
175,False,1,0.81,7,7,20,7
176,False,1,0.81,7,7,20,7
177,False,1,0.81,7,7,20,7
178,False,1,0.81,7,7,20,7
179,False,1,0.81,7,7,20,7
180,False,1,0.81,7,7,20,7
181,False,1,0.81,7,7,20,7
182,False,1,0.81,7,7,20,7
183,False,1,0.81,7,7,20,7
184,False,1,0.81,7,7,20,7
185,False,1,0.81,7,7,20,7
186,False,1,0.81,7,7,20,7
187,False,1,0.81,7,7,20,7
188,False,1,0.81,7,7,20,7
189,False,1,0.81,7,7,20,7
190,False,1,0.81,7,7,20,7
191,False,1,0.81,7,7,20,7
192,False,1,0.81,7,7,20,7
193,False,1,0.81,7,7,20,7
194,False,1,0.81,7,7,20,7
195,False,1,0.81,7,7,20,7
196,False,1,0.81,7,7,20,7
197,False,1,0.81,7,7,20,7
198,True,0,0.81,8,8,21,8
199,False,1,0.81,7,7,20,7
200,True,0,0.81,8,8,21,8
201,False,1,0.81,7,7,20,7
202,False,1,0.81,7,7,20,7
203,False,1,0.81,7,7,20,7
204,False,1,0.81,7,7,20,7
205,True,0,0.81,8,8,21,8
206,False,1,0.81,7,7,20,7
207,False,1,0.81,7,7,20,7
208,True,0,0.81,8,8,21,8
209,False,1,0.81,7,7,20,7
210,False,1,0.81,7,7,20,7
211,False,1,0.81,7,7,20,7
212,False,1,0.81,7,7,20,7
213,False,1,0.81,7,7,20,7
214,False,1,0.81,7,7,20,7
215,False,1,0.81,7,7,20,7
216,False,1,0.81,7,7,20,7
217,False,1,0.81,7,7,20,7
218,False,1,0.81,7,7,20,7
219,False,1,0.81,7,7,20,7
220,True,0,0.81,8,8,21,8
221,False,1,0.81,7,7,20,7
222,True,0,0.81,8,8,21,8
223,True,0,0.81,8,8,21,8
224,False,1,0.81,7,7,20,7
225,False,1,0.81,7,7,20,7
226,False,1,0.81,7,7,20,7
227,True,0,0.81,8,8,21,8
228,False,1,0.81,7,7,20,7
229,False,1,0.81,7,7,20,7
230,False,1,0.81,7,7,20,7
231,False,1,0.81,7,7,20,7
232,False,1,0.81,7,7,20,7
233,False,1,0.81,7,7,20,7
234,False,1,0.81,7,7,20,7
235,False,1,0.81,7,7,20,7
236,False,1,0.81,7,7,20,7
237,False,1,0.81,7,7,20,7
238,False,1,0.81,7,7,20,7
239,False,1,0.81,7,7,20,7
240,False,1,0.81,7,7,20,7
241,False,1,0.81,7,7,20,7
242,False,1,0.81,7,7,20,7
243,False,1,0.81,7,7,20,7
244,True,0,0.81,8,8,21,8
245,False,1,0.81,7,7,20,7
246,False,1,0.81,7,7,20,7
247,False,1,0.81,7,7,20,7
248,True,0,0.81,8,8,21,8
249,False,1,0.81,7,7,20,7
250,False,1,0.81,7,7,20,7
251,False,1,0.81,7,7,20,7
252,False,1,0.81,7,7,20,7
253,False,1,0.81,7,7,20,7
254,False,1,0.81,7,7,20,7
255,False,1,0.81,7,7,20,7
256,False,1,0.81,7,7,20,7
257,False,1,0.81,7,7,20,7
258,False,1,0.81,7,7,20,7
259,False,1,0.81,7,7,20,7
260,False,1,0.81,7,7,20,7
261,True,0,0.81,8,8,21,8
262,False,1,0.81,7,7,20,7
263,False,1,0.81,7,7,20,7
264,False,1,0.81,7,7,20,7
265,False,1,0.81,7,7,20,7
266,False,1,0.81,7,7,20,7
267,True,0,0.81,8,8,21,8
268,False,1,0.81,7,7,20,7
269,False,1,0.81,7,7,20,7
270,True,0,0.81,8,8,21,8
271,False,1,0.81,7,7,20,7
272,False,1,0.81,7,7,20,7
273,False,1,0.81,7,7,20,7
274,False,1,0.81,7,7,20,7
275,False,1,0.81,7,7,20,7
276,False,1,0.81,7,7,20,7
277,False,1,0.81,7,7,20,7
278,False,1,0.81,7,7,20,7
279,False,1,0.81,7,7,20,7
280,True,0,0.81,8,8,21,8
281,False,1,0.81,7,7,20,7
282,False,1,0.81,7,7,20,7
283,False,1,0.81,7,7,20,7
284,False,1,0.81,7,7,20,7
285,False,1,0.81,7,7,20,7
286,False,1,0.81,7,7,20,7
287,False,1,0.81,7,7,20,7
288,False,1,0.81,7,7,20,7
289,False,1,0.81,7,7,20,7
290,False,1,0.81,7,7,20,7
291,False,1,0.81,7,7,20,7
292,False,1,0.81,7,7,20,7
293,False,1,0.81,7,7,20,7
294,False,1,0.81,7,7,20,7
295,False,1,0.81,7,7,20,7
296,False,1,0.81,7,7,20,7
297,False,1,0.81,7,7,20,7
298,False,1,0.81,7,7,20,7
299,False,1,0.81,7,7,20,7
300,False,1,0.81,7,7,20,7
301,True,0,0.81,8,8,21,8
302,False,1,0.81,7,7,20,7
303,False,1,0.81,7,7,20,7
304,False,1,0.81,7,7,20,7
305,False,1,0.81,7,7,20,7
306,False,1,0.81,7,7,20,7
307,False,1,0.81,7,7,20,7
308,False,1,0.81,7,7,20,7
309,False,1,0.81,7,7,20,7
310,False,1,0.81,7,7,20,7
311,True,0,0.81,8,8,21,8
312,False,1,0.81,7,7,20,7
313,False,1,0.81,7,7,20,7
314,False,1,0.81,7,7,20,7
315,False,1,0.81,7,7,20,7
316,False,1,0.81,7,7,20,7
317,False,1,0.81,7,7,20,7
318,True,0,0.81,8,8,21,8
319,False,1,0.81,7,7,20,7
320,False,1,0.81,7,7,20,7
321,False,1,0.81,7,7,20,7
322,False,1,0.81,7,7,20,7
323,False,1,0.81,7,7,20,7
324,False,1,0.81,7,7,20,7
325,False,1,0.81,7,7,20,7
326,False,1,0.81,7,7,20,7
327,False,1,0.81,7,7,20,7
328,False,1,0.81,7,7,20,7
329,False,1,0.81,7,7,20,7
330,False,1,0.81,7,7,20,7
331,False,1,0.81,7,7,20,7
332,False,1,0.81,7,7,20,7
333,False,1,0.81,7,7,20,7
334,True,0,0.81,8,8,21,8
335,False,1,0.81,7,7,20,7
336,False,1,0.81,7,7,20,7
337,False,1,0.81,7,7,20,7
338,False,1,0.81,7,7,20,7
339,True,0,0.81,8,8,21,8
340,False,1,0.81,7,7,20,7
341,False,1,0.81,7,7,20,7
342,True,0,0.81,8,8,21,8
343,False,1,0.81,7,7,20,7
344,False,1,0.81,7,7,20,7
345,False,1,0.81,7,7,20,7
346,False,1,0.81,7,7,20,7
347,True,0,0.81,8,8,21,8
348,False,1,0.81,7,7,20,7
349,False,1,0.81,7,7,20,7
350,False,1,0.81,7,7,20,7
351,False,1,0.81,7,7,20,7
352,False,1,0.81,7,7,20,7
353,False,1,0.81,7,7,20,7
354,False,1,0.81,7,7,20,7
355,False,1,0.81,7,7,20,7
356,False,1,0.81,7,7,20,7
357,False,1,0.81,7,7,20,7
358,False,1,0.81,7,7,20,7
359,False,1,0.81,7,7,20,7
360,False,1,0.81,7,7,20,7
361,False,1,0.81,7,7,20,7
362,False,1,0.81,7,7,20,7
363,True,0,0.81,8,8,21,8
364,False,1,0.81,7,7,20,7
365,False,1,0.81,7,7,20,7
366,False,1,0.81,7,7,20,7
367,False,1,0.81,7,7,20,7
368,False,1,0.81,7,7,20,7
369,False,1,0.81,7,7,20,7
370,False,1,0.81,7,7,20,7
371,False,1,0.81,7,7,20,7
372,False,1,0.81,7,7,20,7
373,False,1,0.81,7,7,20,7
374,False,1,0.81,7,7,20,7
375,False,1,0.81,7,7,20,7
376,False,1,0.81,7,7,20,7
377,False,1,0.81,7,7,20,7
378,False,1,0.81,7,7,20,7
379,False,1,0.81,7,7,20,7
380,False,1,0.81,7,7,20,7
381,False,1,0.81,7,7,20,7
382,True,0,0.81,8,8,21,8
383,True,0,0.81,8,8,21,8
384,False,1,0.81,7,7,20,7
385,False,1,0.81,7,7,20,7
386,False,1,0.81,7,7,20,7
387,False,1,0.81,7,7,20,7
388,False,1,0.81,7,7,20,7
389,False,1,0.81,7,7,20,7
390,False,1,0.81,7,7,20,7
391,False,1,0.81,7,7,20,7
392,False,1,0.81,7,7,20,7
393,True,0,0.81,8,8,21,8
394,False,1,0.81,7,7,20,7
395,True,0,0.81,8,8,21,8
396,False,1,0.81,7,7,20,7
397,False,1,0.81,7,7,20,7
398,True,0,0.81,8,8,21,8
399,True,0,0.81,8,8,21,8
400,False,1,0.81,7,7,20,7
401,False,1,0.81,7,7,20,7
402,True,0,0.81,8,8,21,8
403,False,1,0.81,7,7,20,7
404,True,0,0.81,8,8,21,8
405,False,1,0.81,7,7,20,7
406,False,1,0.81,7,7,20,7
407,False,1,0.81,7,7,20,7
408,False,1,0.81,7,7,20,7
409,False,1,0.81,7,7,20,7
410,False,1,0.81,7,7,20,7
411,False,1,0.81,7,7,20,7
412,False,1,0.81,7,7,20,7
413,False,1,0.81,7,7,20,7
414,False,1,0.81,7,7,20,7
415,False,1,0.81,7,7,20,7
416,False,1,0.81,7,7,20,7
417,False,1,0.81,7,7,20,7
418,False,1,0.81,7,7,20,7
419,True,0,0.81,8,8,21,8
420,False,1,0.81,7,7,20,7
421,False,1,0.81,7,7,20,7
422,False,1,0.81,7,7,20,7
423,False,1,0.81,7,7,20,7
424,True,0,0.81,8,8,21,8
425,False,1,0.81,7,7,20,7
426,False,1,0.81,7,7,20,7
427,True,0,0.81,8,8,21,8
428,False,1,0.81,7,7,20,7
429,False,1,0.81,7,7,20,7
430,False,1,0.81,7,7,20,7
431,False,1,0.81,7,7,20,7
432,False,1,0.81,7,7,20,7
433,False,1,0.81,7,7,20,7
434,False,1,0.81,7,7,20,7
435,True,0,0.81,8,8,21,8
436,False,1,0.81,7,7,20,7
437,False,1,0.81,7,7,20,7
438,False,1,0.81,7,7,20,7
439,False,1,0.81,7,7,20,7
440,False,1,0.81,7,7,20,7
441,True,0,0.81,8,8,21,8
442,False,1,0.81,7,7,20,7
443,False,1,0.81,7,7,20,7
444,False,1,0.81,7,7,20,7
445,False,1,0.81,7,7,20,7
446,True,0,0.81,8,8,21,8
447,False,1,0.81,7,7,20,7
448,False,1,0.81,7,7,20,7
449,False,1,0.81,7,7,20,7
450,False,1,0.81,7,7,20,7
451,False,1,0.81,7,7,20,7
452,True,0,0.81,8,8,21,8
453,False,1,0.81,7,7,20,7
454,False,1,0.81,7,7,20,7
455,True,0,0.81,8,8,21,8
456,True,0,0.81,8,8,21,8
457,False,1,0.81,7,7,20,7
458,True,0,0.81,8,8,21,8
459,False,1,0.81,7,7,20,7
460,False,1,0.81,7,7,20,7
461,False,1,0.81,7,7,20,7
462,True,0,0.81,8,8,21,8
463,True,0,0.81,8,8,21,8
464,True,0,0.81,8,8,21,8
465,True,0,0.81,8,8,21,8
466,False,1,0.81,7,7,20,7
467,False,1,0.81,7,7,20,7
468,False,1,0.81,7,7,20,7
469,False,1,0.81,7,7,20,7
470,False,1,0.81,7,7,20,7
471,True,0,0.81,8,8,21,8
472,False,1,0.81,7,7,20,7
473,True,0,0.81,8,8,21,8
474,False,1,0.81,7,7,20,7
475,False,1,0.81,7,7,20,7
476,True,0,0.81,8,8,21,8
477,False,1,0.81,7,7,20,7
478,True,0,0.81,8,8,21,8
479,False,1,0.81,7,7,20,7
480,True,0,0.81,8,8,21,8
481,False,1,0.81,7,7,20,7
482,False,1,0.81,7,7,20,7
483,False,1,0.81,7,7,20,7
484,False,1,0.81,7,7,20,7
485,True,0,0.81,8,8,21,8
486,False,1,0.81,7,7,20,7
487,False,1,0.81,7,7,20,7
488,False,1,0.81,7,7,20,7
489,False,1,0.81,7,7,20,7
490,True,0,0.81,8,8,21,8
491,False,1,0.81,7,7,20,7
492,False,1,0.81,7,7,20,7
493,False,1,0.81,7,7,20,7
494,False,1,0.81,7,7,20,7
495,False,1,0.81,7,7,20,7
496,False,1,0.81,7,7,20,7
497,True,0,0.81,8,8,21,8
498,False,1,0.81,7,7,20,7
499,False,1,0.81,7,7,20,7
500,True,0,0.76,14,14,4,14
501,False,1,0.76,13,13,3,13
502,False,1,0.76,13,13,3,13
503,False,1,0.76,13,13,3,13
504,False,1,0.76,13,13,3,13
505,False,1,0.76,13,13,3,13
506,False,1,0.76,13,13,3,13
507,False,1,0.76,13,13,3,13
508,False,1,0.76,13,13,3,13
509,False,1,0.76,13,13,3,13
510,True,0,0.76,14,14,4,14
511,True,0,0.76,14,14,4,14
512,True,0,0.76,14,14,4,14
513,False,1,0.76,13,13,3,13
514,True,0,0.76,14,14,4,14
515,False,1,0.76,13,13,3,13
516,True,0,0.76,14,14,4,14
517,False,1,0.76,13,13,3,13
518,False,1,0.76,13,13,3,13
519,False,1,0.76,13,13,3,13
520,True,0,0.76,14,14,4,14
521,False,1,0.76,13,13,3,13
522,False,1,0.76,13,13,3,13
523,False,1,0.76,13,13,3,13
524,False,1,0.76,13,13,3,13
525,False,1,0.76,13,13,3,13
526,False,1,0.76,13,13,3,13
527,True,0,0.76,14,14,4,14
528,False,1,0.76,13,13,3,13
529,False,1,0.76,13,13,3,13
530,True,0,0.76,14,14,4,14
531,False,1,0.76,13,13,3,13
532,False,1,0.76,13,13,3,13
533,False,1,0.76,13,13,3,13
534,False,1,0.76,13,13,3,13
535,False,1,0.76,13,13,3,13
536,False,1,0.76,13,13,3,13
537,False,1,0.76,13,13,3,13
538,False,1,0.76,13,13,3,13
539,False,1,0.76,13,13,3,13
540,False,1,0.76,13,13,3,13
541,False,1,0.76,13,13,3,13
542,False,1,0.76,13,13,3,13
543,False,1,0.76,13,13,3,13
544,False,1,0.76,13,13,3,13
545,False,1,0.76,13,13,3,13
546,False,1,0.76,13,13,3,13
547,False,1,0.76,13,13,3,13
548,False,1,0.76,13,13,3,13
549,False,1,0.76,13,13,3,13
550,False,1,0.76,13,13,3,13
551,False,1,0.76,13,13,3,13
552,False,1,0.76,13,13,3,13
553,True,0,0.76,14,14,4,14
554,True,0,0.76,14,14,4,14
555,False,1,0.76,13,13,3,13
556,True,0,0.76,14,14,4,14
557,True,0,0.76,14,14,4,14
558,False,1,0.76,13,13,3,13
559,False,1,0.76,13,13,3,13
560,False,1,0.76,13,13,3,13
561,True,0,0.76,14,14,4,14
562,False,1,0.76,13,13,3,13
563,False,1,0.76,13,13,3,13
564,True,0,0.76,14,14,4,14
565,False,1,0.76,13,13,3,13
566,False,1,0.76,13,13,3,13
567,False,1,0.76,13,13,3,13
568,True,0,0.76,14,14,4,14
569,False,1,0.76,13,13,3,13
570,True,0,0.76,14,14,4,14
571,True,0,0.76,14,14,4,14
572,True,0,0.76,14,14,4,14
573,False,1,0.76,13,13,3,13
574,False,1,0.76,13,13,3,13
575,True,0,0.76,14,14,4,14
576,False,1,0.76,13,13,3,13
577,False,1,0.76,13,13,3,13
578,False,1,0.76,13,13,3,13
579,False,1,0.76,13,13,3,13
580,False,1,0.76,13,13,3,13
581,False,1,0.76,13,13,3,13
582,False,1,0.76,13,13,3,13
583,True,0,0.76,14,14,4,14
584,False,1,0.76,13,13,3,13
585,False,1,0.76,13,13,3,13
586,False,1,0.76,13,13,3,13
587,False,1,0.76,13,13,3,13
588,False,1,0.76,13,13,3,13
589,False,1,0.76,13,13,3,13
590,False,1,0.76,13,13,3,13
591,True,0,0.76,14,14,4,14
592,True,0,0.76,14,14,4,14
593,False,1,0.76,13,13,3,13
594,False,1,0.76,13,13,3,13
595,True,0,0.76,14,14,4,14
596,False,1,0.76,13,13,3,13
597,True,0,0.76,14,14,4,14
598,False,1,0.76,13,13,3,13
599,False,1,0.76,13,13,3,13
600,True,0,0.76,14,14,4,14
601,False,1,0.76,13,13,3,13
602,False,1,0.76,13,13,3,13
603,True,0,0.76,14,14,4,14
604,False,1,0.76,13,13,3,13
605,False,1,0.76,13,13,3,13
606,True,0,0.76,14,14,4,14
607,False,1,0.76,13,13,3,13
608,True,0,0.76,14,14,4,14
609,False,1,0.76,13,13,3,13
610,False,1,0.76,13,13,3,13
611,False,1,0.76,13,13,3,13
612,False,1,0.76,13,13,3,13
613,False,1,0.76,13,13,3,13
614,False,1,0.76,13,13,3,13
615,False,1,0.76,13,13,3,13
616,False,1,0.76,13,13,3,13
617,False,1,0.76,13,13,3,13
618,False,1,0.76,13,13,3,13
619,False,1,0.76,13,13,3,13
620,False,1,0.76,13,13,3,13
621,False,1,0.76,13,13,3,13
622,False,1,0.76,13,13,3,13
623,False,1,0.76,13,13,3,13
624,False,1,0.76,13,13,3,13
625,False,1,0.76,13,13,3,13
626,False,1,0.76,13,13,3,13
627,False,1,0.76,13,13,3,13
628,False,1,0.76,13,13,3,13
629,False,1,0.76,13,13,3,13
630,False,1,0.76,13,13,3,13
631,False,1,0.76,13,13,3,13
632,False,1,0.76,13,13,3,13
633,False,1,0.76,13,13,3,13
634,True,0,0.76,14,14,4,14
635,False,1,0.76,13,13,3,13
636,False,1,0.76,13,13,3,13
637,False,1,0.76,13,13,3,13
638,False,1,0.76,13,13,3,13
639,False,1,0.76,13,13,3,13
640,False,1,0.76,13,13,3,13
641,False,1,0.76,13,13,3,13
642,False,1,0.76,13,13,3,13
643,False,1,0.76,13,13,3,13
644,False,1,0.76,13,13,3,13
645,False,1,0.76,13,13,3,13
646,False,1,0.76,13,13,3,13
647,True,0,0.76,14,14,4,14
648,True,0,0.76,14,14,4,14
649,False,1,0.76,13,13,3,13
650,True,0,0.76,14,14,4,14
651,False,1,0.76,13,13,3,13
652,False,1,0.76,13,13,3,13
653,False,1,0.76,13,13,3,13
654,True,0,0.76,14,14,4,14
655,False,1,0.76,13,13,3,13
656,False,1,0.76,13,13,3,13
657,False,1,0.76,13,13,3,13
658,False,1,0.76,13,13,3,13
659,False,1,0.76,13,13,3,13
660,True,0,0.76,14,14,4,14
661,False,1,0.76,13,13,3,13
662,True,0,0.76,14,14,4,14
663,True,0,0.76,14,14,4,14
664,False,1,0.76,13,13,3,13
665,False,1,0.76,13,13,3,13
666,False,1,0.76,13,13,3,13
667,False,1,0.76,13,13,3,13
668,False,1,0.76,13,13,3,13
669,True,0,0.76,14,14,4,14
670,False,1,0.76,13,13,3,13
671,False,1,0.76,13,13,3,13
672,True,0,0.76,14,14,4,14
673,False,1,0.76,13,13,3,13
674,False,1,0.76,13,13,3,13
675,False,1,0.76,13,13,3,13
676,False,1,0.76,13,13,3,13
677,False,1,0.76,13,13,3,13
678,False,1,0.76,13,13,3,13
679,False,1,0.76,13,13,3,13
680,False,1,0.76,13,13,3,13
681,False,1,0.76,13,13,3,13
682,False,1,0.76,13,13,3,13
683,False,1,0.76,13,13,3,13
684,True,0,0.76,14,14,4,14
685,False,1,0.76,13,13,3,13
686,True,0,0.76,14,14,4,14
687,False,1,0.76,13,13,3,13
688,False,1,0.76,13,13,3,13
689,True,0,0.76,14,14,4,14
690,False,1,0.76,13,13,3,13
691,False,1,0.76,13,13,3,13
692,True,0,0.76,14,14,4,14
693,False,1,0.76,13,13,3,13
694,True,0,0.76,14,14,4,14
695,True,0,0.76,14,14,4,14
696,True,0,0.76,14,14,4,14
697,True,0,0.76,14,14,4,14
698,False,1,0.76,13,13,3,13
699,True,0,0.76,14,14,4,14
700,False,1,0.76,13,13,3,13
701,False,1,0.76,13,13,3,13
702,False,1,0.76,13,13,3,13
703,False,1,0.76,13,13,3,13
704,False,1,0.76,13,13,3,13
705,False,1,0.76,13,13,3,13
706,False,1,0.76,13,13,3,13
707,True,0,0.76,14,14,4,14
708,False,1,0.76,13,13,3,13
709,False,1,0.76,13,13,3,13
710,False,1,0.76,13,13,3,13
711,True,0,0.76,14,14,4,14
712,False,1,0.76,13,13,3,13
713,True,0,0.76,14,14,4,14
714,False,1,0.76,13,13,3,13
715,True,0,0.76,14,14,4,14
716,True,0,0.76,14,14,4,14
717,False,1,0.76,13,13,3,13
718,False,1,0.76,13,13,3,13
719,False,1,0.76,13,13,3,13
720,False,1,0.76,13,13,3,13
721,True,0,0.76,14,14,4,14
722,False,1,0.76,13,13,3,13
723,True,0,0.76,14,14,4,14
724,False,1,0.76,13,13,3,13
725,False,1,0.76,13,13,3,13
726,False,1,0.76,13,13,3,13
727,True,0,0.76,14,14,4,14
728,False,1,0.76,13,13,3,13
729,False,1,0.76,13,13,3,13
730,False,1,0.76,13,13,3,13
731,False,1,0.76,13,13,3,13
732,False,1,0.76,13,13,3,13
733,False,1,0.76,13,13,3,13
734,False,1,0.76,13,13,3,13
735,False,1,0.76,13,13,3,13
736,False,1,0.76,13,13,3,13
737,False,1,0.76,13,13,3,13
738,True,0,0.76,14,14,4,14
739,False,1,0.76,13,13,3,13
740,True,0,0.76,14,14,4,14
741,True,0,0.76,14,14,4,14
742,True,0,0.76,14,14,4,14
743,False,1,0.76,13,13,3,13
744,False,1,0.76,13,13,3,13
745,False,1,0.76,13,13,3,13
746,True,0,0.76,14,14,4,14
747,False,1,0.76,13,13,3,13
748,False,1,0.76,13,13,3,13
749,False,1,0.76,13,13,3,13
750,False,1,0.76,13,13,3,13
751,False,1,0.76,13,13,3,13
752,False,1,0.76,13,13,3,13
753,False,1,0.76,13,13,3,13
754,False,1,0.76,13,13,3,13
755,False,1,0.76,13,13,3,13
756,False,1,0.76,13,13,3,13
757,False,1,0.76,13,13,3,13
758,False,1,0.76,13,13,3,13
759,False,1,0.76,13,13,3,13
760,False,1,0.76,13,13,3,13
761,False,1,0.76,13,13,3,13
762,False,1,0.76,13,13,3,13
763,False,1,0.76,13,13,3,13
764,False,1,0.76,13,13,3,13
765,False,1,0.76,13,13,3,13
766,False,1,0.76,13,13,3,13
767,False,1,0.76,13,13,3,13
768,False,1,0.76,13,13,3,13
769,False,1,0.76,13,13,3,13
770,False,1,0.76,13,13,3,13
771,False,1,0.76,13,13,3,13
772,False,1,0.76,13,13,3,13
773,False,1,0.76,13,13,3,13
774,False,1,0.76,13,13,3,13
