,G,p,post,pre,x,y
125,True,0.09,0,0.5,0,0
126,True,0.09,0,0.5,0,0
127,True,0.09,0,0.5,0,0
128,True,0.09,0,0.5,0,0
129,True,0.09,0,0.5,0,0
130,True,0.09,0,0.5,0,0
131,True,0.09,0,0.5,0,0
132,False,0.09,1,0.0,1,0
133,True,0.09,0,0.5,0,0
134,True,0.09,0,0.5,0,0
135,True,0.09,0,0.5,0,0
136,True,0.09,0,0.5,0,0
137,True,0.09,0,0.5,0,0
138,True,0.09,0,0.5,0,0
139,True,0.09,0,0.5,0,0
140,True,0.09,0,0.5,0,0
141,False,0.09,0,0.0,0,1
142,True,0.09,0,0.5,0,0
143,False,0.09,1,0.0,1,0
144,True,0.09,0,0.5,0,0
145,True,0.09,0,0.5,0,0
146,True,0.09,0,0.5,0,0
147,True,0.09,0,0.5,0,0
148,True,0.09,0,0.5,0,0
149,True,0.09,0,0.5,0,0
150,True,0.09,0,0.5,0,0
151,True,0.09,0,0.5,0,0
152,True,0.09,1,0.5,1,1
153,True,0.09,0,0.5,0,0
154,False,0.09,1,0.0,1,0
155,True,0.09,0,0.5,0,0
156,True,0.09,0,0.5,0,0
157,True,0.09,0,0.5,0,0
158,True,0.09,0,0.5,0,0
159,True,0.09,0,0.5,0,0
160,True,0.09,0,0.5,0,0
161,True,0.09,0,0.5,0,0
162,True,0.09,0,0.5,0,0
163,True,0.09,1,0.5,1,1
164,True,0.09,0,0.5,0,0
165,True,0.09,0,0.5,0,0
166,True,0.09,0,0.5,0,0
167,True,0.09,0,0.5,0,0
168,True,0.09,0,0.5,0,0
169,True,0.09,0,0.5,0,0
170,True,0.09,0,0.5,0,0
171,True,0.09,0,0.5,0,0
172,True,0.09,0,0.5,0,0
173,True,0.09,0,0.5,0,0
174,True,0.09,0,0.5,0,0
175,False,0.09,1,0.0,1,0
176,True,0.09,0,0.5,0,0
177,True,0.09,0,0.5,0,0
178,False,0.09,0,0.0,0,1
179,True,0.09,0,0.5,0,0
180,True,0.09,0,0.5,0,0
181,True,0.09,0,0.5,0,0
182,True,0.09,0,0.5,0,0
183,True,0.09,0,0.5,0,0
184,True,0.09,0,0.5,0,0
185,True,0.09,0,0.5,0,0
186,False,0.09,0,0.0,0,1
187,True,0.09,0,0.5,0,0
188,True,0.09,0,0.5,0,0
189,True,0.09,0,0.5,0,0
190,True,0.09,0,0.5,0,0
191,True,0.09,0,0.5,0,0
192,True,0.09,0,0.5,0,0
193,True,0.09,0,0.5,0,0
194,True,0.09,0,0.5,0,0
195,True,0.09,0,0.5,0,0
196,False,0.09,0,0.0,0,1
197,True,0.09,0,0.5,0,0
198,False,0.09,0,0.0,0,1
199,True,0.09,0,0.5,0,0
200,True,0.09,0,0.5,0,0
201,True,0.09,0,0.5,0,0
202,True,0.09,0,0.5,0,0
203,True,0.09,0,0.5,0,0
204,True,0.09,0,0.5,0,0
205,True,0.09,0,0.5,0,0
206,True,0.09,0,0.5,0,0
207,True,0.09,0,0.5,0,0
208,False,0.09,1,0.0,1,0
209,True,0.09,0,0.5,0,0
210,False,0.09,1,0.0,1,0
211,True,0.09,0,0.5,0,0
212,True,0.09,0,0.5,0,0
213,False,0.09,0,0.0,0,1
214,True,0.09,0,0.5,0,0
215,False,0.09,1,0.0,1,0
216,True,0.09,0,0.5,0,0
217,True,0.09,0,0.5,0,0
218,True,0.09,0,0.5,0,0
219,True,0.09,0,0.5,0,0
220,False,0.09,0,0.0,0,1
221,True,0.09,0,0.5,0,0
222,True,0.09,0,0.5,0,0
223,False,0.09,1,0.0,1,0
224,True,0.09,0,0.5,0,0
225,True,0.09,0,0.5,0,0
226,True,0.09,0,0.5,0,0
227,True,0.09,0,0.5,0,0
228,True,0.09,0,0.5,0,0
229,True,0.09,0,0.5,0,0
230,True,0.09,0,0.5,0,0
231,True,0.09,0,0.5,0,0
232,True,0.09,0,0.5,0,0
233,True,0.09,0,0.5,0,0
234,True,0.09,0,0.5,0,0
235,True,0.09,0,0.5,0,0
236,True,0.09,0,0.5,0,0
237,True,0.09,0,0.5,0,0
238,True,0.09,0,0.5,0,0
239,True,0.09,0,0.5,0,0
240,False,0.09,1,0.0,1,0
241,True,0.09,1,0.5,1,1
242,True,0.09,0,0.5,0,0
243,True,0.09,0,0.5,0,0
244,True,0.09,0,0.5,0,0
245,True,0.09,0,0.5,0,0
246,True,0.09,0,0.5,0,0
247,True,0.09,0,0.5,0,0
248,True,0.09,0,0.5,0,0
249,True,0.09,0,0.5,0,0
250,True,0.09,0,0.5,0,0
251,True,0.09,0,0.5,0,0
252,True,0.09,0,0.5,0,0
253,True,0.09,0,0.5,0,0
254,False,0.09,1,0.0,1,0
255,True,0.09,0,0.5,0,0
256,True,0.09,0,0.5,0,0
257,False,0.09,0,0.0,0,1
258,True,0.09,0,0.5,0,0
259,True,0.09,0,0.5,0,0
260,True,0.09,0,0.5,0,0
261,True,0.09,0,0.5,0,0
262,True,0.09,0,0.5,0,0
263,True,0.09,0,0.5,0,0
264,True,0.09,0,0.5,0,0
265,False,0.09,0,0.0,0,1
266,True,0.09,0,0.5,0,0
267,True,0.09,0,0.5,0,0
268,True,0.09,0,0.5,0,0
269,True,0.09,0,0.5,0,0
270,True,0.09,0,0.5,0,0
271,True,0.09,0,0.5,0,0
272,True,0.09,0,0.5,0,0
273,True,0.09,0,0.5,0,0
274,True,0.09,0,0.5,0,0
275,True,0.09,1,0.5,1,1
276,True,0.09,0,0.5,0,0
277,True,0.09,0,0.5,0,0
278,True,0.09,0,0.5,0,0
279,True,0.09,0,0.5,0,0
280,True,0.09,0,0.5,0,0
281,True,0.09,0,0.5,0,0
282,True,0.09,0,0.5,0,0
283,True,0.09,0,0.5,0,0
284,True,0.09,0,0.5,0,0
285,True,0.09,0,0.5,0,0
286,False,0.09,1,0.0,1,0
287,True,0.09,0,0.5,0,0
288,True,0.09,0,0.5,0,0
289,True,0.09,0,0.5,0,0
290,True,0.09,0,0.5,0,0
291,True,0.09,0,0.5,0,0
292,True,0.09,0,0.5,0,0
293,False,0.09,0,0.0,0,1
294,True,0.09,0,0.5,0,0
295,False,0.09,0,0.0,0,1
296,True,0.09,0,0.5,0,0
297,False,0.09,1,0.0,1,0
298,True,0.09,0,0.5,0,0
299,True,0.09,0,0.5,0,0
300,False,0.09,1,0.0,1,0
301,True,0.09,0,0.5,0,0
302,True,0.09,0,0.5,0,0
303,True,0.09,0,0.5,0,0
304,False,0.09,0,0.0,0,1
305,True,0.09,0,0.5,0,0
306,True,0.09,0,0.5,0,0
307,True,0.09,0,0.5,0,0
308,True,0.09,0,0.5,0,0
309,True,0.09,0,0.5,0,0
310,True,0.09,0,0.5,0,0
311,True,0.09,0,0.5,0,0
312,True,0.09,0,0.5,0,0
313,True,0.09,0,0.5,0,0
314,False,0.09,1,0.0,1,0
315,True,0.09,0,0.5,0,0
316,True,0.09,0,0.5,0,0
317,True,0.09,0,0.5,0,0
318,True,0.09,0,0.5,0,0
319,True,0.09,0,0.5,0,0
320,True,0.09,0,0.5,0,0
321,True,0.09,0,0.5,0,0
322,True,0.09,0,0.5,0,0
323,True,0.09,0,0.5,0,0
324,True,0.09,0,0.5,0,0
325,True,0.09,0,0.5,0,0
326,True,0.09,0,0.5,0,0
327,False,0.09,1,0.0,1,0
328,True,0.09,0,0.5,0,0
329,False,0.09,0,0.0,0,1
330,True,0.09,0,0.5,0,0
331,True,0.09,0,0.5,0,0
332,True,0.09,0,0.5,0,0
333,True,0.09,0,0.5,0,0
334,True,0.09,0,0.5,0,0
335,True,0.09,0,0.5,0,0
336,True,0.09,0,0.5,0,0
337,True,0.09,0,0.5,0,0
338,True,0.09,0,0.5,0,0
339,True,0.09,0,0.5,0,0
340,True,0.09,0,0.5,0,0
341,False,0.09,0,0.0,0,1
342,False,0.09,0,0.0,0,1
343,True,0.09,0,0.5,0,0
344,False,0.09,0,0.0,0,1
345,True,0.09,0,0.5,0,0
346,True,0.09,0,0.5,0,0
347,False,0.09,0,0.0,0,1
348,True,0.09,0,0.5,0,0
349,True,0.09,0,0.5,0,0
350,False,0.09,0,0.0,0,1
351,True,0.09,0,0.5,0,0
352,True,0.09,0,0.5,0,0
353,True,0.09,0,0.5,0,0
354,True,0.09,0,0.5,0,0
355,True,0.09,0,0.5,0,0
356,True,0.09,1,0.5,1,1
357,True,0.09,0,0.5,0,0
358,True,0.09,0,0.5,0,0
359,False,0.09,0,0.0,0,1
360,False,0.09,0,0.0,0,1
361,True,0.09,0,0.5,0,0
362,True,0.09,0,0.5,0,0
363,True,0.09,0,0.5,0,0
364,True,0.09,0,0.5,0,0
365,True,0.09,0,0.5,0,0
366,True,0.09,0,0.5,0,0
367,True,0.09,0,0.5,0,0
368,False,0.09,0,0.0,0,1
369,False,0.09,1,0.0,1,0
370,True,0.09,0,0.5,0,0
371,True,0.09,0,0.5,0,0
372,True,0.09,0,0.5,0,0
373,False,0.09,0,0.0,0,1
374,True,0.09,0,0.5,0,0
375,True,0.09,0,0.5,0,0
376,True,0.09,0,0.5,0,0
377,True,0.09,0,0.5,0,0
378,True,0.09,0,0.5,0,0
379,True,0.09,0,0.5,0,0
380,True,0.09,0,0.5,0,0
381,True,0.09,0,0.5,0,0
382,False,0.09,1,0.0,1,0
383,True,0.09,0,0.5,0,0
384,True,0.09,0,0.5,0,0
385,True,0.09,0,0.5,0,0
386,True,0.09,0,0.5,0,0
387,True,0.09,0,0.5,0,0
388,True,0.09,0,0.5,0,0
389,True,0.09,0,0.5,0,0
390,True,0.09,0,0.5,0,0
391,True,0.09,0,0.5,0,0
392,True,0.09,0,0.5,0,0
393,True,0.09,0,0.5,0,0
394,True,0.09,0,0.5,0,0
395,True,0.09,0,0.5,0,0
396,True,0.09,0,0.5,0,0
397,False,0.09,0,0.0,0,1
398,True,0.09,0,0.5,0,0
399,True,0.09,0,0.5,0,0
400,True,0.09,0,0.5,0,0
401,True,0.09,0,0.5,0,0
402,True,0.09,0,0.5,0,0
403,False,0.09,1,0.0,1,0
404,True,0.09,0,0.5,0,0
405,True,0.09,0,0.5,0,0
406,False,0.09,0,0.0,0,1
407,True,0.09,0,0.5,0,0
408,True,0.09,0,0.5,0,0
409,True,0.09,0,0.5,0,0
410,False,0.09,0,0.0,0,1
411,True,0.09,0,0.5,0,0
412,True,0.09,0,0.5,0,0
413,True,0.09,0,0.5,0,0
414,True,0.09,0,0.5,0,0
415,True,0.09,0,0.5,0,0
416,True,0.09,0,0.5,0,0
417,True,0.09,0,0.5,0,0
418,True,0.09,0,0.5,0,0
419,True,0.09,0,0.5,0,0
420,True,0.09,0,0.5,0,0
421,True,0.09,0,0.5,0,0
422,True,0.09,0,0.5,0,0
423,True,0.09,0,0.5,0,0
424,True,0.09,0,0.5,0,0
425,False,0.09,1,0.0,1,0
426,True,0.09,0,0.5,0,0
427,True,0.09,0,0.5,0,0
428,False,0.09,0,0.0,0,1
429,True,0.09,0,0.5,0,0
430,True,0.09,0,0.5,0,0
431,True,0.09,0,0.5,0,0
432,True,0.09,0,0.5,0,0
433,True,0.09,0,0.5,0,0
434,True,0.09,0,0.5,0,0
435,True,0.09,0,0.5,0,0
436,True,0.09,0,0.5,0,0
437,False,0.09,1,0.0,1,0
438,True,0.09,0,0.5,0,0
439,True,0.09,0,0.5,0,0
440,False,0.09,1,0.0,1,0
441,True,0.09,0,0.5,0,0
442,True,0.09,0,0.5,0,0
443,True,0.09,0,0.5,0,0
444,True,0.09,0,0.5,0,0
445,True,0.09,0,0.5,0,0
446,True,0.09,0,0.5,0,0
447,False,0.09,0,0.0,0,1
448,True,0.09,0,0.5,0,0
449,False,0.09,1,0.0,1,0
450,True,0.09,0,0.5,0,0
451,True,0.09,0,0.5,0,0
452,True,0.09,0,0.5,0,0
453,True,0.09,0,0.5,0,0
454,True,0.09,0,0.5,0,0
455,True,0.09,0,0.5,0,0
456,True,0.09,0,0.5,0,0
457,True,0.09,0,0.5,0,0
458,False,0.09,1,0.0,1,0
459,True,0.09,0,0.5,0,0
460,True,0.09,0,0.5,0,0
461,False,0.09,0,0.0,0,1
462,True,0.09,0,0.5,0,0
463,True,0.09,0,0.5,0,0
464,False,0.09,0,0.0,0,1
465,True,0.09,0,0.5,0,0
466,True,0.09,0,0.5,0,0
467,True,0.09,0,0.5,0,0
468,True,0.09,0,0.5,0,0
469,True,0.09,0,0.5,0,0
470,True,0.09,0,0.5,0,0
471,True,0.09,0,0.5,0,0
472,True,0.09,0,0.5,0,0
473,True,0.09,0,0.5,0,0
474,True,0.09,0,0.5,0,0
475,True,0.09,0,0.5,0,0
476,True,0.09,0,0.5,0,0
477,False,0.09,1,0.0,1,0
478,False,0.09,1,0.0,1,0
479,True,0.09,1,0.5,1,1
480,True,0.09,0,0.5,0,0
481,True,0.09,0,0.5,0,0
482,True,0.09,0,0.5,0,0
483,True,0.09,0,0.5,0,0
484,True,0.09,0,0.5,0,0
485,False,0.09,1,0.0,1,0
486,False,0.09,1,0.0,1,0
487,True,0.09,0,0.5,0,0
488,True,0.09,0,0.5,0,0
489,True,0.09,0,0.5,0,0
490,True,0.09,0,0.5,0,0
491,True,0.09,0,0.5,0,0
492,True,0.09,0,0.5,0,0
493,True,0.09,0,0.5,0,0
494,True,0.09,0,0.5,0,0
495,True,0.09,0,0.5,0,0
496,True,0.09,0,0.5,0,0
497,True,0.09,0,0.5,0,0
498,True,0.09,0,0.5,0,0
499,True,0.09,0,0.5,0,0
500,False,0.81,0,0.0,0,1
501,True,0.81,1,0.5,1,1
502,True,0.81,1,0.5,1,1
503,True,0.81,1,0.5,1,1
504,False,0.81,0,0.0,0,1
505,True,0.81,1,0.5,1,1
506,False,0.81,1,0.0,1,0
507,True,0.81,1,0.5,1,1
508,True,0.81,1,0.5,1,1
509,True,0.81,1,0.5,1,1
510,False,0.81,0,0.0,0,1
511,False,0.81,1,0.0,1,0
512,True,0.81,1,0.5,1,1
513,True,0.81,1,0.5,1,1
514,False,0.81,1,0.0,1,0
515,True,0.81,1,0.5,1,1
516,False,0.81,1,0.0,1,0
517,True,0.81,1,0.5,1,1
518,True,0.81,1,0.5,1,1
519,True,0.81,1,0.5,1,1
520,False,0.81,1,0.0,1,0
521,True,0.81,1,0.5,1,1
522,True,0.81,1,0.5,1,1
523,True,0.81,1,0.5,1,1
524,True,0.81,1,0.5,1,1
525,True,0.81,1,0.5,1,1
526,True,0.81,1,0.5,1,1
527,False,0.81,0,0.0,0,1
528,False,0.81,1,0.0,1,0
529,False,0.81,0,0.0,0,1
530,False,0.81,0,0.0,0,1
531,False,0.81,1,0.0,1,0
532,False,0.81,1,0.0,1,0
533,True,0.81,0,0.5,0,0
534,True,0.81,1,0.5,1,1
535,True,0.81,1,0.5,1,1
536,True,0.81,0,0.5,0,0
537,True,0.81,1,0.5,1,1
538,True,0.81,1,0.5,1,1
539,True,0.81,1,0.5,1,1
540,True,0.81,1,0.5,1,1
541,True,0.81,1,0.5,1,1
542,False,0.81,1,0.0,1,0
543,True,0.81,1,0.5,1,1
544,False,0.81,1,0.0,1,0
545,False,0.81,0,0.0,0,1
546,True,0.81,1,0.5,1,1
547,True,0.81,1,0.5,1,1
548,True,0.81,1,0.5,1,1
549,True,0.81,1,0.5,1,1
550,True,0.81,1,0.5,1,1
551,True,0.81,1,0.5,1,1
552,True,0.81,1,0.5,1,1
553,True,0.81,1,0.5,1,1
554,True,0.81,1,0.5,1,1
555,False,0.81,0,0.0,0,1
556,True,0.81,1,0.5,1,1
557,True,0.81,1,0.5,1,1
558,True,0.81,1,0.5,1,1
559,True,0.81,1,0.5,1,1
560,True,0.81,1,0.5,1,1
561,True,0.81,1,0.5,1,1
562,False,0.81,1,0.0,1,0
563,True,0.81,1,0.5,1,1
564,True,0.81,1,0.5,1,1
565,False,0.81,1,0.0,1,0
566,False,0.81,1,0.0,1,0
567,False,0.81,1,0.0,1,0
568,False,0.81,0,0.0,0,1
569,True,0.81,1,0.5,1,1
570,False,0.81,1,0.0,1,0
571,True,0.81,1,0.5,1,1
572,False,0.81,1,0.0,1,0
573,False,0.81,0,0.0,0,1
574,False,0.81,1,0.0,1,0
575,True,0.81,1,0.5,1,1
576,False,0.81,1,0.0,1,0
577,True,0.81,1,0.5,1,1
578,True,0.81,1,0.5,1,1
579,True,0.81,1,0.5,1,1
580,True,0.81,1,0.5,1,1
581,False,0.81,0,0.0,0,1
582,True,0.81,1,0.5,1,1
583,True,0.81,1,0.5,1,1
584,True,0.81,1,0.5,1,1
585,True,0.81,1,0.5,1,1
586,True,0.81,1,0.5,1,1
587,False,0.81,1,0.0,1,0
588,True,0.81,1,0.5,1,1
589,True,0.81,1,0.5,1,1
590,True,0.81,1,0.5,1,1
591,True,0.81,1,0.5,1,1
592,False,0.81,0,0.0,0,1
593,True,0.81,1,0.5,1,1
594,True,0.81,1,0.5,1,1
595,True,0.81,1,0.5,1,1
596,True,0.81,1,0.5,1,1
597,False,0.81,0,0.0,0,1
598,True,0.81,1,0.5,1,1
599,True,0.81,1,0.5,1,1
600,True,0.81,1,0.5,1,1
601,True,0.81,1,0.5,1,1
602,False,0.81,1,0.0,1,0
603,True,0.81,1,0.5,1,1
604,True,0.81,1,0.5,1,1
605,True,0.81,1,0.5,1,1
606,True,0.81,1,0.5,1,1
607,True,0.81,1,0.5,1,1
608,False,0.81,0,0.0,0,1
609,True,0.81,0,0.5,0,0
610,True,0.81,1,0.5,1,1
611,True,0.81,1,0.5,1,1
612,True,0.81,1,0.5,1,1
613,True,0.81,1,0.5,1,1
614,True,0.81,1,0.5,1,1
615,True,0.81,1,0.5,1,1
616,True,0.81,1,0.5,1,1
617,True,0.81,1,0.5,1,1
618,True,0.81,1,0.5,1,1
619,True,0.81,1,0.5,1,1
620,False,0.81,0,0.0,0,1
621,True,0.81,0,0.5,0,0
622,True,0.81,1,0.5,1,1
623,True,0.81,1,0.5,1,1
624,False,0.81,1,0.0,1,0
625,False,0.81,1,0.0,1,0
626,False,0.81,1,0.0,1,0
627,True,0.81,1,0.5,1,1
628,True,0.81,1,0.5,1,1
629,True,0.81,1,0.5,1,1
630,True,0.81,1,0.5,1,1
631,True,0.81,1,0.5,1,1
632,True,0.81,1,0.5,1,1
633,False,0.81,1,0.0,1,0
634,True,0.81,1,0.5,1,1
635,True,0.81,1,0.5,1,1
636,True,0.81,1,0.5,1,1
637,False,0.81,0,0.0,0,1
638,True,0.81,1,0.5,1,1
639,False,0.81,1,0.0,1,0
640,True,0.81,1,0.5,1,1
641,True,0.81,1,0.5,1,1
642,True,0.81,1,0.5,1,1
643,True,0.81,1,0.5,1,1
644,False,0.81,1,0.0,1,0
645,True,0.81,1,0.5,1,1
646,False,0.81,0,0.0,0,1
647,True,0.81,1,0.5,1,1
648,False,0.81,1,0.0,1,0
649,False,0.81,0,0.0,0,1
650,True,0.81,1,0.5,1,1
651,False,0.81,1,0.0,1,0
652,False,0.81,1,0.0,1,0
653,False,0.81,1,0.0,1,0
654,True,0.81,1,0.5,1,1
655,True,0.81,1,0.5,1,1
656,True,0.81,1,0.5,1,1
657,False,0.81,1,0.0,1,0
658,False,0.81,1,0.0,1,0
659,True,0.81,1,0.5,1,1
660,True,0.81,1,0.5,1,1
661,True,0.81,0,0.5,0,0
662,False,0.81,1,0.0,1,0
663,True,0.81,1,0.5,1,1
664,True,0.81,1,0.5,1,1
665,True,0.81,1,0.5,1,1
666,True,0.81,1,0.5,1,1
667,True,0.81,1,0.5,1,1
668,True,0.81,1,0.5,1,1
669,True,0.81,1,0.5,1,1
670,False,0.81,1,0.0,1,0
671,False,0.81,0,0.0,0,1
672,True,0.81,1,0.5,1,1
673,True,0.81,1,0.5,1,1
674,True,0.81,1,0.5,1,1
675,True,0.81,1,0.5,1,1
676,False,0.81,0,0.0,0,1
677,True,0.81,1,0.5,1,1
678,False,0.81,0,0.0,0,1
679,False,0.81,0,0.0,0,1
680,True,0.81,1,0.5,1,1
681,True,0.81,1,0.5,1,1
682,False,0.81,1,0.0,1,0
683,False,0.81,1,0.0,1,0
684,False,0.81,0,0.0,0,1
685,True,0.81,1,0.5,1,1
686,False,0.81,0,0.0,0,1
687,False,0.81,0,0.0,0,1
688,True,0.81,1,0.5,1,1
689,False,0.81,0,0.0,0,1
690,False,0.81,0,0.0,0,1
691,True,0.81,1,0.5,1,1
692,True,0.81,1,0.5,1,1
693,False,0.81,1,0.0,1,0
694,True,0.81,1,0.5,1,1
695,True,0.81,1,0.5,1,1
696,False,0.81,1,0.0,1,0
697,True,0.81,1,0.5,1,1
698,True,0.81,1,0.5,1,1
699,True,0.81,1,0.5,1,1
700,True,0.81,1,0.5,1,1
701,True,0.81,1,0.5,1,1
702,True,0.81,1,0.5,1,1
703,True,0.81,1,0.5,1,1
704,False,0.81,0,0.0,0,1
705,True,0.81,1,0.5,1,1
706,True,0.81,1,0.5,1,1
707,True,0.81,1,0.5,1,1
708,True,0.81,1,0.5,1,1
709,True,0.81,1,0.5,1,1
710,True,0.81,1,0.5,1,1
711,False,0.81,1,0.0,1,0
712,False,0.81,1,0.0,1,0
713,False,0.81,0,0.0,0,1
714,True,0.81,1,0.5,1,1
715,False,0.81,1,0.0,1,0
716,True,0.81,1,0.5,1,1
717,False,0.81,0,0.0,0,1
718,True,0.81,1,0.5,1,1
719,True,0.81,1,0.5,1,1
720,False,0.81,1,0.0,1,0
721,True,0.81,1,0.5,1,1
722,True,0.81,1,0.5,1,1
723,True,0.81,1,0.5,1,1
724,True,0.81,1,0.5,1,1
725,False,0.81,1,0.0,1,0
726,True,0.81,1,0.5,1,1
727,True,0.81,1,0.5,1,1
728,False,0.81,0,0.0,0,1
729,True,0.81,1,0.5,1,1
730,True,0.81,0,0.5,0,0
731,True,0.81,1,0.5,1,1
732,True,0.81,1,0.5,1,1
733,True,0.81,1,0.5,1,1
734,True,0.81,1,0.5,1,1
735,True,0.81,1,0.5,1,1
736,True,0.81,1,0.5,1,1
737,True,0.81,1,0.5,1,1
738,True,0.81,1,0.5,1,1
739,True,0.81,1,0.5,1,1
740,True,0.81,1,0.5,1,1
741,True,0.81,1,0.5,1,1
742,False,0.81,0,0.0,0,1
743,False,0.81,1,0.0,1,0
744,True,0.81,1,0.5,1,1
745,False,0.81,1,0.0,1,0
746,False,0.81,0,0.0,0,1
747,True,0.81,1,0.5,1,1
748,True,0.81,1,0.5,1,1
749,False,0.81,0,0.0,0,1
750,True,0.81,1,0.5,1,1
751,True,0.81,1,0.5,1,1
752,False,0.81,1,0.0,1,0
753,True,0.81,1,0.5,1,1
754,False,0.81,1,0.0,1,0
755,True,0.81,1,0.5,1,1
756,True,0.81,1,0.5,1,1
757,False,0.81,1,0.0,1,0
758,False,0.81,0,0.0,0,1
759,True,0.81,1,0.5,1,1
760,True,0.81,1,0.5,1,1
761,True,0.81,1,0.5,1,1
762,False,0.81,0,0.0,0,1
763,True,0.81,1,0.5,1,1
764,True,0.81,1,0.5,1,1
765,False,0.81,0,0.0,0,1
766,True,0.81,1,0.5,1,1
767,False,0.81,0,0.0,0,1
768,True,0.81,1,0.5,1,1
769,True,0.81,1,0.5,1,1
770,True,0.81,1,0.5,1,1
771,True,0.81,1,0.5,1,1
772,True,0.81,1,0.5,1,1
773,False,0.81,0,0.0,0,1
774,True,0.81,1,0.5,1,1
775,True,0.81,1,0.5,1,1
