,G,n,p,post,pre,x,y
229,True,16,0.51,8,55.04,8,6
230,True,7,0.47,8,33.97,8,7
231,True,15,0.13,3,224.85000000000002,3,17
232,True,7,0.78,4,31.719999999999995,4,18
233,True,11,0.79,9,25.169999999999998,9,7
234,True,11,0.81,10,51.79999999999999,10,20
235,True,17,0.58,0,0.0,0,0
236,True,13,0.08,8,175.44,8,14
237,True,12,0.69,13,20.44,13,2
238,True,6,0.47,5,5.0,5,0
239,True,12,0.43,9,111.60000000000001,9,15
240,True,16,0.92,3,22.19999999999999,3,15
241,True,1,0.31,17,23.9,17,10
242,True,13,0.9,15,38.4,15,18
243,True,9,0.51,0,70.56,0,16
244,True,15,0.07,0,125.55,0,9
245,True,17,0.12,19,138.68,19,8
246,True,5,0.88,1,8.8,1,13
247,True,13,0.48,14,128.92000000000002,14,17
248,True,8,0.38,8,17.92,8,2
249,True,9,0.36,8,77.12,8,12
250,True,4,0.49,0,14.280000000000001,0,7
251,True,15,0.56,13,65.8,13,8
252,True,19,0.93,9,12.989999999999998,9,3
253,True,2,0.24,20,48.879999999999995,20,19
254,True,4,0.65,16,41.2,16,18
255,True,5,0.76,5,17.0,5,10
256,True,14,0.49,18,25.14,18,1
257,True,10,0.52,19,71.8,19,11
258,True,9,0.15,20,50.599999999999994,20,4
259,True,7,0.09,13,32.11,13,3
260,True,2,0.83,17,20.740000000000002,17,11
261,True,2,0.77,17,25.28,17,18
262,True,3,0.31,13,27.49,13,7
263,True,13,0.41,9,47.35,9,5
264,True,7,0.82,7,17.080000000000002,7,8
265,True,20,0.58,10,127.60000000000001,10,14
266,True,20,0.59,4,159.8,4,19
267,True,14,0.34,14,97.15999999999998,14,9
268,True,17,0.73,5,9.59,5,1
269,True,19,0.24,7,295.8,7,20
270,True,7,0.57,6,30.080000000000002,6,8
271,True,10,0.07,17,137.89999999999998,17,13
272,True,10,0.34,4,136.0,4,20
273,True,5,0.55,8,30.5,8,10
274,True,1,0.66,12,13.02,12,3
275,True,6,0.78,12,31.799999999999997,12,15
276,True,4,0.53,3,16.16,3,7
277,True,17,0.95,14,24.20000000000001,14,12
278,True,20,0.32,13,53.8,13,3
279,True,2,0.1,9,23.4,9,8
280,True,4,0.82,18,32.400000000000006,18,20
281,True,8,0.54,10,10.0,10,0
282,True,18,0.6,11,47.0,11,5
283,True,14,0.08,11,242.84,11,18
284,True,4,0.9,15,16.6,15,4
285,True,18,0.51,7,59.92,7,6
286,True,11,0.17,1,28.389999999999997,1,3
287,True,11,0.77,6,18.65,6,5
288,True,2,0.77,8,12.6,8,10
289,True,6,0.42,4,70.12,4,19
290,True,11,0.38,0,20.46,0,3
291,True,13,0.22,2,12.14,2,1
292,True,7,0.08,17,17.0,17,0
293,True,4,0.53,5,42.599999999999994,5,20
294,True,20,0.47,12,160.40000000000003,12,14
295,True,9,0.51,20,42.05,20,5
296,True,17,0.43,14,139.97000000000003,14,13
297,True,18,0.45,18,126.9,18,11
298,True,14,0.66,15,91.16,15,16
299,True,2,0.31,14,36.08,14,16
300,True,6,0.93,0,7.559999999999995,0,18
301,True,20,0.3,9,219.0,9,15
302,True,11,0.64,15,46.68,15,8
303,True,20,0.81,6,74.39999999999998,6,18
304,True,14,0.5,4,4.0,4,0
305,True,19,0.14,5,299.12,5,18
306,True,10,0.87,7,30.400000000000002,7,18
307,True,15,0.62,12,69.0,12,10
308,True,11,0.27,14,14.0,14,0
309,True,6,0.1,10,69.4,10,11
310,True,7,0.41,19,47.910000000000004,19,7
311,True,7,0.62,15,62.88,15,18
312,True,12,0.74,14,54.56,14,13
313,True,5,0.81,18,19.9,18,2
314,True,17,0.06,5,132.83999999999997,5,8
315,True,18,0.86,10,40.24000000000001,10,12
316,True,6,0.1,19,73.0,19,10
317,True,20,0.76,13,17.8,13,1
318,True,17,0.3,13,60.599999999999994,13,4
319,True,18,0.27,3,3.0,3,0
320,True,12,0.45,5,11.600000000000001,5,1
321,True,3,0.54,14,33.32,14,14
322,True,8,0.53,0,63.919999999999995,0,17
323,True,11,0.21,14,187.8,14,20
324,True,17,0.21,9,277.6,9,20
325,True,9,0.48,5,61.16,5,12
326,True,20,0.34,2,28.4,2,2
327,True,15,0.85,19,50.50000000000001,19,14
328,True,10,0.66,7,54.599999999999994,7,14
329,True,12,0.92,20,34.39999999999999,20,15
330,True,6,0.46,8,69.56,8,19
331,True,12,0.72,17,47.24,17,9
332,True,1,0.19,1,1.81,1,1
333,True,13,0.33,8,86.38999999999999,8,9
334,True,13,0.44,16,59.68000000000001,16,6
335,True,8,0.34,7,65.07999999999998,7,11
336,True,19,0.22,19,241.3,19,15
337,True,18,0.36,0,195.84,0,17
338,True,8,0.33,10,47.519999999999996,10,7
339,True,18,0.81,2,2.0,2,0
340,True,16,0.92,19,21.56,19,2
341,True,4,0.22,6,46.56,6,13
342,True,10,0.37,20,89.3,20,11
343,True,2,0.73,14,19.94,14,11
344,True,5,0.61,18,55.050000000000004,18,19
345,True,14,0.08,3,93.16000000000001,3,7
346,True,17,0.19,6,116.16000000000001,6,8
347,True,13,0.1,19,171.10000000000002,19,13
348,True,14,0.85,4,37.60000000000001,4,16
349,True,5,0.16,17,88.4,17,17
350,True,4,0.32,12,60.959999999999994,12,18
351,True,12,0.26,17,123.55999999999999,17,12
352,True,9,0.39,9,113.31,9,19
353,True,13,0.87,18,48.42,18,18
354,True,9,0.62,14,82.4,14,20
355,True,11,0.83,8,11.740000000000002,8,2
356,True,12,0.87,3,13.92,3,7
357,True,8,0.61,1,19.72,1,6
358,True,16,0.24,10,58.64,10,4
359,True,6,0.51,16,65.97999999999999,16,17
360,True,4,0.44,20,26.72,20,3
361,True,4,0.72,12,26.560000000000002,12,13
362,True,4,0.51,9,28.6,9,10
363,True,4,0.65,0,11.2,0,8
364,True,12,0.72,18,78.48,18,18
365,True,18,0.17,20,303.86,20,19
366,True,11,0.46,2,91.10000000000001,2,15
367,True,12,0.22,15,71.16,15,6
368,True,15,0.43,12,29.1,12,2
369,True,4,0.07,7,10.719999999999999,7,1
370,True,2,0.82,4,7.600000000000001,4,10
371,True,8,0.81,3,6.039999999999999,3,2
372,True,8,0.51,4,11.84,4,2
373,True,16,0.53,0,37.599999999999994,0,5
374,True,5,0.5,7,49.5,7,17
375,True,14,0.88,5,5.0,5,0
376,True,9,0.9,19,24.4,19,6
377,True,17,0.61,2,48.41,2,7
378,True,7,0.85,7,14.350000000000001,7,7
379,True,11,0.74,11,56.760000000000005,11,16
380,True,15,0.88,4,7.6,4,2
381,True,2,0.61,13,26.259999999999998,13,17
382,True,20,0.81,2,70.39999999999998,2,18
383,True,15,0.39,16,189.85,16,19
384,True,7,0.62,19,37.620000000000005,19,7
385,True,10,0.82,7,7.0,7,0
386,True,16,0.93,5,9.479999999999997,5,4
387,True,4,0.72,6,17.200000000000003,6,10
388,True,6,0.21,7,21.22,7,3
389,True,14,0.36,18,62.800000000000004,18,5
390,True,15,0.39,17,163.4,17,16
391,True,17,0.49,3,115.71,3,13
392,True,4,0.38,7,41.72,7,14
393,True,4,0.65,7,30.799999999999997,7,17
394,True,12,0.78,9,61.8,9,20
395,True,16,0.7,1,68.20000000000002,1,14
396,True,20,0.25,1,31.0,1,2
397,True,1,0.69,9,13.65,9,15
398,True,9,0.7,18,20.7,18,1
399,True,18,0.28,2,248.23999999999998,2,19
400,True,6,0.87,2,15.26,2,17
401,True,10,0.64,0,53.99999999999999,0,15
402,True,13,0.1,7,241.00000000000003,7,20
403,True,15,0.58,6,132.0,6,20
404,True,16,0.09,6,151.6,6,10
405,True,17,0.59,4,87.64000000000001,4,12
406,True,20,0.18,20,134.8,20,7
407,True,3,0.78,4,16.54,4,19
408,True,11,0.19,6,6.0,6,0
409,True,19,0.58,20,20.0,20,0
410,True,11,0.61,16,20.29,16,1
411,True,19,0.71,1,100.18,1,18
412,True,9,0.79,15,43.349999999999994,15,15
413,True,13,0.09,4,51.32,4,4
414,True,4,0.71,20,21.16,20,1
415,True,5,0.82,12,12.0,12,0
416,True,11,0.62,7,27.9,7,5
417,True,12,0.81,7,50.319999999999986,7,19
418,True,8,0.92,12,23.519999999999996,12,18
419,True,10,0.35,18,37.5,18,3
420,True,4,0.84,8,18.880000000000003,8,17
421,True,15,0.65,9,93.0,9,16
422,True,18,0.08,1,199.72000000000003,1,12
423,True,20,0.51,6,55.0,6,5
424,True,2,0.16,3,24.84,3,13
425,True,19,0.65,13,92.8,13,12
426,True,3,0.18,16,16.0,16,0
427,True,13,0.7,3,6.9,3,1
428,True,5,0.08,12,25.8,12,3
429,True,2,0.88,7,7.24,7,1
430,True,19,0.15,17,194.64999999999998,17,11
431,True,13,0.69,1,61.45000000000002,1,15
432,True,9,0.42,6,63.42000000000001,6,11
433,True,15,0.49,14,29.3,14,2
434,True,19,0.81,16,34.05,16,5
435,True,14,0.09,20,211.1,20,15
436,True,8,0.22,7,69.4,7,10
437,True,3,0.82,17,20.240000000000002,17,6
438,True,2,0.85,1,1.9000000000000001,1,3
439,True,19,0.6,13,127.00000000000001,13,15
440,True,11,0.22,15,135.12,15,14
441,True,17,0.67,19,119.97999999999999,19,18
442,True,5,0.94,5,6.800000000000002,5,6
443,True,14,0.64,14,54.32,14,8
444,True,20,0.25,9,54.0,9,3
445,True,3,0.94,8,8.18,8,1
446,True,3,0.48,13,37.96,13,16
447,True,12,0.59,6,69.96000000000001,6,13
448,True,17,0.08,14,92.2,14,5
449,True,20,0.39,9,253.0,9,20
450,True,5,0.09,17,35.2,17,4
451,True,13,0.12,10,90.08,10,7
452,True,10,0.1,10,19.0,10,1
453,True,20,0.84,18,43.60000000000001,18,8
454,True,20,0.51,12,198.20000000000002,12,19
455,True,10,0.5,9,79.0,9,14
456,True,19,0.77,2,63.17999999999999,2,14
457,True,15,0.33,13,203.95,13,19
458,True,6,0.94,1,7.480000000000006,1,18
459,True,3,0.09,12,39.3,12,10
460,True,16,0.9,5,28.999999999999993,5,15
461,True,6,0.11,17,54.379999999999995,17,7
462,True,3,0.86,1,8.98,1,19
463,True,13,0.92,2,11.359999999999996,2,9
464,True,9,0.1,7,88.0,7,10
465,True,2,0.11,14,40.7,14,15
466,True,10,0.71,8,10.9,8,1
467,True,1,0.77,14,16.99,14,13
468,True,11,0.61,2,2.0,2,0
469,True,15,0.43,7,135.25,7,15
470,True,6,0.48,2,8.24,2,2
