,G,flip,p1,post,pre,x,z
121,True,0,0.49,10,10,5,10
122,False,1,0.49,9,9,4,9
123,True,0,0.49,10,10,5,10
124,False,1,0.49,9,9,4,9
125,False,1,0.49,9,9,4,9
126,False,1,0.49,9,9,4,9
127,True,0,0.49,10,10,5,10
128,True,0,0.49,10,10,5,10
129,False,1,0.49,9,9,4,9
130,False,1,0.49,9,9,4,9
131,True,0,0.49,10,10,5,10
132,False,1,0.49,9,9,4,9
133,False,1,0.49,9,9,4,9
134,True,0,0.49,10,10,5,10
135,False,1,0.49,9,9,4,9
136,True,0,0.49,10,10,5,10
137,False,1,0.49,9,9,4,9
138,True,0,0.49,10,10,5,10
139,False,1,0.49,9,9,4,9
140,False,1,0.49,9,9,4,9
141,False,1,0.49,9,9,4,9
142,True,0,0.49,10,10,5,10
143,False,1,0.49,9,9,4,9
144,True,0,0.49,10,10,5,10
145,False,1,0.49,9,9,4,9
146,False,1,0.49,9,9,4,9
147,False,1,0.49,9,9,4,9
148,False,1,0.49,9,9,4,9
149,False,1,0.49,9,9,4,9
150,False,1,0.49,9,9,4,9
151,True,0,0.49,10,10,5,10
152,True,0,0.49,10,10,5,10
153,True,0,0.49,10,10,5,10
154,True,0,0.49,10,10,5,10
155,True,0,0.49,10,10,5,10
156,False,1,0.49,9,9,4,9
157,True,0,0.49,10,10,5,10
158,True,0,0.49,10,10,5,10
159,False,1,0.49,9,9,4,9
160,False,1,0.49,9,9,4,9
161,False,1,0.49,9,9,4,9
162,True,0,0.49,10,10,5,10
163,False,1,0.49,9,9,4,9
164,True,0,0.49,10,10,5,10
165,False,1,0.49,9,9,4,9
166,False,1,0.49,9,9,4,9
167,True,0,0.49,10,10,5,10
168,True,0,0.49,10,10,5,10
169,False,1,0.49,9,9,4,9
170,False,1,0.49,9,9,4,9
171,True,0,0.49,10,10,5,10
172,True,0,0.49,10,10,5,10
173,False,1,0.49,9,9,4,9
174,False,1,0.49,9,9,4,9
175,False,1,0.49,9,9,4,9
176,False,1,0.49,9,9,4,9
177,True,0,0.49,10,10,5,10
178,True,0,0.49,10,10,5,10
179,True,0,0.49,10,10,5,10
180,True,0,0.49,10,10,5,10
181,True,0,0.49,10,10,5,10
182,True,0,0.49,10,10,5,10
183,False,1,0.49,9,9,4,9
184,True,0,0.49,10,10,5,10
185,False,1,0.49,9,9,4,9
186,False,1,0.49,9,9,4,9
187,False,1,0.49,9,9,4,9
188,False,1,0.49,9,9,4,9
189,False,1,0.49,9,9,4,9
190,False,1,0.49,9,9,4,9
191,False,1,0.49,9,9,4,9
192,True,0,0.49,10,10,5,10
193,False,1,0.49,9,9,4,9
194,False,1,0.49,9,9,4,9
195,True,0,0.49,10,10,5,10
196,True,0,0.49,10,10,5,10
197,True,0,0.49,10,10,5,10
198,False,1,0.49,9,9,4,9
199,False,1,0.49,9,9,4,9
200,True,0,0.49,10,10,5,10
201,False,1,0.49,9,9,4,9
202,True,0,0.49,10,10,5,10
203,False,1,0.49,9,9,4,9
204,False,1,0.49,9,9,4,9
205,False,1,0.49,9,9,4,9
206,False,1,0.49,9,9,4,9
207,True,0,0.49,10,10,5,10
208,True,0,0.49,10,10,5,10
209,False,1,0.49,9,9,4,9
210,True,0,0.49,10,10,5,10
211,True,0,0.49,10,10,5,10
212,True,0,0.49,10,10,5,10
213,True,0,0.49,10,10,5,10
214,True,0,0.49,10,10,5,10
215,False,1,0.49,9,9,4,9
216,False,1,0.49,9,9,4,9
217,False,1,0.49,9,9,4,9
218,True,0,0.49,10,10,5,10
219,True,0,0.49,10,10,5,10
220,True,0,0.49,10,10,5,10
221,False,1,0.49,9,9,4,9
222,True,0,0.49,10,10,5,10
223,False,1,0.49,9,9,4,9
224,True,0,0.49,10,10,5,10
225,True,0,0.49,10,10,5,10
226,False,1,0.49,9,9,4,9
227,True,0,0.49,10,10,5,10
228,True,0,0.49,10,10,5,10
229,False,1,0.49,9,9,4,9
230,True,0,0.49,10,10,5,10
231,True,0,0.49,10,10,5,10
232,False,1,0.49,9,9,4,9
233,False,1,0.49,9,9,4,9
234,True,0,0.49,10,10,5,10
235,False,1,0.49,9,9,4,9
236,False,1,0.49,9,9,4,9
237,False,1,0.49,9,9,4,9
238,True,0,0.49,10,10,5,10
239,False,1,0.49,9,9,4,9
240,False,1,0.49,9,9,4,9
241,False,1,0.49,9,9,4,9
242,False,1,0.49,9,9,4,9
243,False,1,0.49,9,9,4,9
244,True,0,0.49,10,10,5,10
245,False,1,0.49,9,9,4,9
246,False,1,0.49,9,9,4,9
247,False,1,0.49,9,9,4,9
248,True,0,0.49,10,10,5,10
249,False,1,0.49,9,9,4,9
250,True,0,0.49,10,10,5,10
251,False,1,0.49,9,9,4,9
252,True,0,0.49,10,10,5,10
253,False,1,0.49,9,9,4,9
254,False,1,0.49,9,9,4,9
255,False,1,0.49,9,9,4,9
256,False,1,0.49,9,9,4,9
257,False,1,0.49,9,9,4,9
258,True,0,0.49,10,10,5,10
259,True,0,0.49,10,10,5,10
260,False,1,0.49,9,9,4,9
261,True,0,0.49,10,10,5,10
262,False,1,0.49,9,9,4,9
263,True,0,0.49,10,10,5,10
264,False,1,0.49,9,9,4,9
265,False,1,0.49,9,9,4,9
266,True,0,0.49,10,10,5,10
267,True,0,0.49,10,10,5,10
268,True,0,0.49,10,10,5,10
269,False,1,0.49,9,9,4,9
270,False,1,0.49,9,9,4,9
271,False,1,0.49,9,9,4,9
272,True,0,0.49,10,10,5,10
273,True,0,0.49,10,10,5,10
274,False,1,0.49,9,9,4,9
275,True,0,0.49,10,10,5,10
276,False,1,0.49,9,9,4,9
277,False,1,0.49,9,9,4,9
278,False,1,0.49,9,9,4,9
279,False,1,0.49,9,9,4,9
280,True,0,0.49,10,10,5,10
281,False,1,0.49,9,9,4,9
282,False,1,0.49,9,9,4,9
283,True,0,0.49,10,10,5,10
284,True,0,0.49,10,10,5,10
285,True,0,0.49,10,10,5,10
286,False,1,0.49,9,9,4,9
287,True,0,0.49,10,10,5,10
288,False,1,0.49,9,9,4,9
289,True,0,0.49,10,10,5,10
290,False,1,0.49,9,9,4,9
291,False,1,0.49,9,9,4,9
292,False,1,0.49,9,9,4,9
293,True,0,0.49,10,10,5,10
294,True,0,0.49,10,10,5,10
295,True,0,0.49,10,10,5,10
296,True,0,0.49,10,10,5,10
297,True,0,0.49,10,10,5,10
298,False,1,0.49,9,9,4,9
299,True,0,0.49,10,10,5,10
300,True,0,0.49,10,10,5,10
301,True,0,0.49,10,10,5,10
302,True,0,0.49,10,10,5,10
303,True,0,0.49,10,10,5,10
304,False,1,0.49,9,9,4,9
305,True,0,0.49,10,10,5,10
306,True,0,0.49,10,10,5,10
307,True,0,0.49,10,10,5,10
308,False,1,0.49,9,9,4,9
309,False,1,0.49,9,9,4,9
310,True,0,0.49,10,10,5,10
311,True,0,0.49,10,10,5,10
312,False,1,0.49,9,9,4,9
313,True,0,0.49,10,10,5,10
314,False,1,0.49,9,9,4,9
315,True,0,0.49,10,10,5,10
316,False,1,0.49,9,9,4,9
317,True,0,0.49,10,10,5,10
318,True,0,0.49,10,10,5,10
319,False,1,0.49,9,9,4,9
320,False,1,0.49,9,9,4,9
321,True,0,0.49,10,10,5,10
322,False,1,0.49,9,9,4,9
323,True,0,0.49,10,10,5,10
324,False,1,0.49,9,9,4,9
325,False,1,0.49,9,9,4,9
326,True,0,0.49,10,10,5,10
327,True,0,0.49,10,10,5,10
328,True,0,0.49,10,10,5,10
329,False,1,0.49,9,9,4,9
330,False,1,0.49,9,9,4,9
331,False,1,0.49,9,9,4,9
332,True,0,0.49,10,10,5,10
333,True,0,0.49,10,10,5,10
334,True,0,0.49,10,10,5,10
335,False,1,0.49,9,9,4,9
336,False,1,0.49,9,9,4,9
337,False,1,0.49,9,9,4,9
338,True,0,0.49,10,10,5,10
339,False,1,0.49,9,9,4,9
340,True,0,0.49,10,10,5,10
341,False,1,0.49,9,9,4,9
342,True,0,0.49,10,10,5,10
343,False,1,0.49,9,9,4,9
344,True,0,0.49,10,10,5,10
345,False,1,0.49,9,9,4,9
346,False,1,0.49,9,9,4,9
347,True,0,0.49,10,10,5,10
348,False,1,0.49,9,9,4,9
349,False,1,0.49,9,9,4,9
350,True,0,0.49,10,10,5,10
351,False,1,0.49,9,9,4,9
352,True,0,0.49,10,10,5,10
353,False,1,0.49,9,9,4,9
354,True,0,0.49,10,10,5,10
355,False,1,0.49,9,9,4,9
356,False,1,0.49,9,9,4,9
357,False,1,0.49,9,9,4,9
358,True,0,0.49,10,10,5,10
359,False,1,0.49,9,9,4,9
360,False,1,0.49,9,9,4,9
361,True,0,0.49,10,10,5,10
362,True,0,0.49,10,10,5,10
363,True,0,0.49,10,10,5,10
364,False,1,0.49,9,9,4,9
365,False,1,0.49,9,9,4,9
366,False,1,0.49,9,9,4,9
367,False,1,0.49,9,9,4,9
368,True,0,0.49,10,10,5,10
369,True,0,0.49,10,10,5,10
370,True,0,0.49,10,10,5,10
371,False,1,0.49,9,9,4,9
372,True,0,0.49,10,10,5,10
373,False,1,0.49,9,9,4,9
374,False,1,0.49,9,9,4,9
375,False,1,0.49,9,9,4,9
376,True,0,0.49,10,10,5,10
377,True,0,0.49,10,10,5,10
378,True,0,0.49,10,10,5,10
379,True,0,0.49,10,10,5,10
380,False,1,0.49,9,9,4,9
381,True,0,0.49,10,10,5,10
382,True,0,0.49,10,10,5,10
383,True,0,0.49,10,10,5,10
384,False,1,0.49,9,9,4,9
385,True,0,0.49,10,10,5,10
386,True,0,0.49,10,10,5,10
387,False,1,0.49,9,9,4,9
388,True,0,0.49,10,10,5,10
389,False,1,0.49,9,9,4,9
390,False,1,0.49,9,9,4,9
391,True,0,0.49,10,10,5,10
392,False,1,0.49,9,9,4,9
393,False,1,0.49,9,9,4,9
394,False,1,0.49,9,9,4,9
395,False,1,0.49,9,9,4,9
396,True,0,0.49,10,10,5,10
397,False,1,0.49,9,9,4,9
398,True,0,0.49,10,10,5,10
399,True,0,0.49,10,10,5,10
400,True,0,0.49,10,10,5,10
401,True,0,0.49,10,10,5,10
402,True,0,0.49,10,10,5,10
403,True,0,0.49,10,10,5,10
404,False,1,0.49,9,9,4,9
405,False,1,0.49,9,9,4,9
406,True,0,0.49,10,10,5,10
407,True,0,0.49,10,10,5,10
408,False,1,0.49,9,9,4,9
409,False,1,0.49,9,9,4,9
410,True,0,0.49,10,10,5,10
411,False,1,0.49,9,9,4,9
412,True,0,0.49,10,10,5,10
413,True,0,0.49,10,10,5,10
414,True,0,0.49,10,10,5,10
415,True,0,0.49,10,10,5,10
416,True,0,0.49,10,10,5,10
417,True,0,0.49,10,10,5,10
418,False,1,0.49,9,9,4,9
419,True,0,0.49,10,10,5,10
420,True,0,0.49,10,10,5,10
421,False,1,0.49,9,9,4,9
422,False,1,0.49,9,9,4,9
423,True,0,0.49,10,10,5,10
424,False,1,0.49,9,9,4,9
425,True,0,0.49,10,10,5,10
426,True,0,0.49,10,10,5,10
427,False,1,0.49,9,9,4,9
428,False,1,0.49,9,9,4,9
429,True,0,0.49,10,10,5,10
430,False,1,0.49,9,9,4,9
431,False,1,0.49,9,9,4,9
432,False,1,0.49,9,9,4,9
433,True,0,0.49,10,10,5,10
434,False,1,0.49,9,9,4,9
435,True,0,0.49,10,10,5,10
436,False,1,0.49,9,9,4,9
437,False,1,0.49,9,9,4,9
438,True,0,0.49,10,10,5,10
439,True,0,0.49,10,10,5,10
440,True,0,0.49,10,10,5,10
441,False,1,0.49,9,9,4,9
442,False,1,0.49,9,9,4,9
443,False,1,0.49,9,9,4,9
444,True,0,0.49,10,10,5,10
445,True,0,0.49,10,10,5,10
446,True,0,0.49,10,10,5,10
447,True,0,0.49,10,10,5,10
448,True,0,0.49,10,10,5,10
449,True,0,0.49,10,10,5,10
450,True,0,0.49,10,10,5,10
451,False,1,0.49,9,9,4,9
452,True,0,0.49,10,10,5,10
453,True,0,0.49,10,10,5,10
454,True,0,0.49,10,10,5,10
455,True,0,0.49,10,10,5,10
456,True,0,0.49,10,10,5,10
457,False,1,0.49,9,9,4,9
458,True,0,0.49,10,10,5,10
459,True,0,0.49,10,10,5,10
460,False,1,0.49,9,9,4,9
461,False,1,0.49,9,9,4,9
462,False,1,0.49,9,9,4,9
463,True,0,0.49,10,10,5,10
464,True,0,0.49,10,10,5,10
465,True,0,0.49,10,10,5,10
466,True,0,0.49,10,10,5,10
467,True,0,0.49,10,10,5,10
468,False,1,0.49,9,9,4,9
469,False,1,0.49,9,9,4,9
470,True,0,0.49,10,10,5,10
471,True,0,0.49,10,10,5,10
472,True,0,0.49,10,10,5,10
473,True,0,0.49,10,10,5,10
474,True,0,0.49,10,10,5,10
475,False,1,0.49,9,9,4,9
476,True,0,0.49,10,10,5,10
477,False,1,0.49,9,9,4,9
478,True,0,0.49,10,10,5,10
479,False,1,0.49,9,9,4,9
480,True,0,0.49,10,10,5,10
481,False,1,0.49,9,9,4,9
482,True,0,0.49,10,10,5,10
483,False,1,0.49,9,9,4,9
484,False,1,0.49,9,9,4,9
485,True,0,0.49,10,10,5,10
486,False,1,0.49,9,9,4,9
487,True,0,0.49,10,10,5,10
488,True,0,0.49,10,10,5,10
489,True,0,0.49,10,10,5,10
490,False,1,0.49,9,9,4,9
491,True,0,0.49,10,10,5,10
492,True,0,0.49,10,10,5,10
493,True,0,0.49,10,10,5,10
494,True,0,0.49,10,10,5,10
495,False,1,0.49,9,9,4,9
496,False,1,0.49,9,9,4,9
497,False,1,0.49,9,9,4,9
498,True,0,0.49,10,10,5,10
499,False,1,0.49,9,9,4,9
500,False,1,0.82,17,17,7,17
501,False,1,0.82,17,17,7,17
502,False,1,0.82,17,17,7,17
503,False,1,0.82,17,17,7,17
504,False,1,0.82,17,17,7,17
505,False,1,0.82,17,17,7,17
506,False,1,0.82,17,17,7,17
507,False,1,0.82,17,17,7,17
508,False,1,0.82,17,17,7,17
509,False,1,0.82,17,17,7,17
510,False,1,0.82,17,17,7,17
511,False,1,0.82,17,17,7,17
512,False,1,0.82,17,17,7,17
513,False,1,0.82,17,17,7,17
514,False,1,0.82,17,17,7,17
515,False,1,0.82,17,17,7,17
516,False,1,0.82,17,17,7,17
517,False,1,0.82,17,17,7,17
518,False,1,0.82,17,17,7,17
519,False,1,0.82,17,17,7,17
520,False,1,0.82,17,17,7,17
521,True,0,0.82,18,18,8,18
522,False,1,0.82,17,17,7,17
523,False,1,0.82,17,17,7,17
524,False,1,0.82,17,17,7,17
525,False,1,0.82,17,17,7,17
526,False,1,0.82,17,17,7,17
527,False,1,0.82,17,17,7,17
528,False,1,0.82,17,17,7,17
529,False,1,0.82,17,17,7,17
530,True,0,0.82,18,18,8,18
531,False,1,0.82,17,17,7,17
532,False,1,0.82,17,17,7,17
533,False,1,0.82,17,17,7,17
534,False,1,0.82,17,17,7,17
535,False,1,0.82,17,17,7,17
536,False,1,0.82,17,17,7,17
537,False,1,0.82,17,17,7,17
538,False,1,0.82,17,17,7,17
539,False,1,0.82,17,17,7,17
540,False,1,0.82,17,17,7,17
541,False,1,0.82,17,17,7,17
542,False,1,0.82,17,17,7,17
543,False,1,0.82,17,17,7,17
544,False,1,0.82,17,17,7,17
545,False,1,0.82,17,17,7,17
546,False,1,0.82,17,17,7,17
547,False,1,0.82,17,17,7,17
548,True,0,0.82,18,18,8,18
549,False,1,0.82,17,17,7,17
550,False,1,0.82,17,17,7,17
551,False,1,0.82,17,17,7,17
552,False,1,0.82,17,17,7,17
553,False,1,0.82,17,17,7,17
554,False,1,0.82,17,17,7,17
555,False,1,0.82,17,17,7,17
556,False,1,0.82,17,17,7,17
557,True,0,0.82,18,18,8,18
558,False,1,0.82,17,17,7,17
559,True,0,0.82,18,18,8,18
560,False,1,0.82,17,17,7,17
561,False,1,0.82,17,17,7,17
562,True,0,0.82,18,18,8,18
563,False,1,0.82,17,17,7,17
564,False,1,0.82,17,17,7,17
565,False,1,0.82,17,17,7,17
566,False,1,0.82,17,17,7,17
567,False,1,0.82,17,17,7,17
568,False,1,0.82,17,17,7,17
569,False,1,0.82,17,17,7,17
570,False,1,0.82,17,17,7,17
571,True,0,0.82,18,18,8,18
572,False,1,0.82,17,17,7,17
573,False,1,0.82,17,17,7,17
574,False,1,0.82,17,17,7,17
575,False,1,0.82,17,17,7,17
576,False,1,0.82,17,17,7,17
577,False,1,0.82,17,17,7,17
578,False,1,0.82,17,17,7,17
579,False,1,0.82,17,17,7,17
580,False,1,0.82,17,17,7,17
581,False,1,0.82,17,17,7,17
582,False,1,0.82,17,17,7,17
583,False,1,0.82,17,17,7,17
584,False,1,0.82,17,17,7,17
585,False,1,0.82,17,17,7,17
586,False,1,0.82,17,17,7,17
587,False,1,0.82,17,17,7,17
588,True,0,0.82,18,18,8,18
589,False,1,0.82,17,17,7,17
590,False,1,0.82,17,17,7,17
591,False,1,0.82,17,17,7,17
592,False,1,0.82,17,17,7,17
593,False,1,0.82,17,17,7,17
594,False,1,0.82,17,17,7,17
595,False,1,0.82,17,17,7,17
596,True,0,0.82,18,18,8,18
597,False,1,0.82,17,17,7,17
598,False,1,0.82,17,17,7,17
599,False,1,0.82,17,17,7,17
600,False,1,0.82,17,17,7,17
601,False,1,0.82,17,17,7,17
602,False,1,0.82,17,17,7,17
603,False,1,0.82,17,17,7,17
604,False,1,0.82,17,17,7,17
605,True,0,0.82,18,18,8,18
606,False,1,0.82,17,17,7,17
607,False,1,0.82,17,17,7,17
608,False,1,0.82,17,17,7,17
609,False,1,0.82,17,17,7,17
610,False,1,0.82,17,17,7,17
611,False,1,0.82,17,17,7,17
612,False,1,0.82,17,17,7,17
613,False,1,0.82,17,17,7,17
614,False,1,0.82,17,17,7,17
615,False,1,0.82,17,17,7,17
616,False,1,0.82,17,17,7,17
617,True,0,0.82,18,18,8,18
618,False,1,0.82,17,17,7,17
619,True,0,0.82,18,18,8,18
620,True,0,0.82,18,18,8,18
621,False,1,0.82,17,17,7,17
622,True,0,0.82,18,18,8,18
623,False,1,0.82,17,17,7,17
624,False,1,0.82,17,17,7,17
625,False,1,0.82,17,17,7,17
626,True,0,0.82,18,18,8,18
627,False,1,0.82,17,17,7,17
628,False,1,0.82,17,17,7,17
629,False,1,0.82,17,17,7,17
630,True,0,0.82,18,18,8,18
631,True,0,0.82,18,18,8,18
632,True,0,0.82,18,18,8,18
633,False,1,0.82,17,17,7,17
634,True,0,0.82,18,18,8,18
635,False,1,0.82,17,17,7,17
636,False,1,0.82,17,17,7,17
637,True,0,0.82,18,18,8,18
638,False,1,0.82,17,17,7,17
639,False,1,0.82,17,17,7,17
640,False,1,0.82,17,17,7,17
641,False,1,0.82,17,17,7,17
642,False,1,0.82,17,17,7,17
643,False,1,0.82,17,17,7,17
644,False,1,0.82,17,17,7,17
645,False,1,0.82,17,17,7,17
646,False,1,0.82,17,17,7,17
647,True,0,0.82,18,18,8,18
648,False,1,0.82,17,17,7,17
649,False,1,0.82,17,17,7,17
650,False,1,0.82,17,17,7,17
651,False,1,0.82,17,17,7,17
652,False,1,0.82,17,17,7,17
653,False,1,0.82,17,17,7,17
654,False,1,0.82,17,17,7,17
655,False,1,0.82,17,17,7,17
656,False,1,0.82,17,17,7,17
657,False,1,0.82,17,17,7,17
658,True,0,0.82,18,18,8,18
659,False,1,0.82,17,17,7,17
660,False,1,0.82,17,17,7,17
661,False,1,0.82,17,17,7,17
662,False,1,0.82,17,17,7,17
663,True,0,0.82,18,18,8,18
664,False,1,0.82,17,17,7,17
665,False,1,0.82,17,17,7,17
666,False,1,0.82,17,17,7,17
667,False,1,0.82,17,17,7,17
668,False,1,0.82,17,17,7,17
669,False,1,0.82,17,17,7,17
670,False,1,0.82,17,17,7,17
671,False,1,0.82,17,17,7,17
672,False,1,0.82,17,17,7,17
673,False,1,0.82,17,17,7,17
674,False,1,0.82,17,17,7,17
675,True,0,0.82,18,18,8,18
676,False,1,0.82,17,17,7,17
677,False,1,0.82,17,17,7,17
678,True,0,0.82,18,18,8,18
679,False,1,0.82,17,17,7,17
680,False,1,0.82,17,17,7,17
681,False,1,0.82,17,17,7,17
682,False,1,0.82,17,17,7,17
683,True,0,0.82,18,18,8,18
684,False,1,0.82,17,17,7,17
685,False,1,0.82,17,17,7,17
686,False,1,0.82,17,17,7,17
687,False,1,0.82,17,17,7,17
688,False,1,0.82,17,17,7,17
689,False,1,0.82,17,17,7,17
690,False,1,0.82,17,17,7,17
691,False,1,0.82,17,17,7,17
692,False,1,0.82,17,17,7,17
693,False,1,0.82,17,17,7,17
694,True,0,0.82,18,18,8,18
695,True,0,0.82,18,18,8,18
696,False,1,0.82,17,17,7,17
697,False,1,0.82,17,17,7,17
698,False,1,0.82,17,17,7,17
699,False,1,0.82,17,17,7,17
700,False,1,0.82,17,17,7,17
701,False,1,0.82,17,17,7,17
702,False,1,0.82,17,17,7,17
703,True,0,0.82,18,18,8,18
704,False,1,0.82,17,17,7,17
705,False,1,0.82,17,17,7,17
706,False,1,0.82,17,17,7,17
707,False,1,0.82,17,17,7,17
708,False,1,0.82,17,17,7,17
709,False,1,0.82,17,17,7,17
710,False,1,0.82,17,17,7,17
711,False,1,0.82,17,17,7,17
712,False,1,0.82,17,17,7,17
713,False,1,0.82,17,17,7,17
714,False,1,0.82,17,17,7,17
715,True,0,0.82,18,18,8,18
716,True,0,0.82,18,18,8,18
717,True,0,0.82,18,18,8,18
718,True,0,0.82,18,18,8,18
719,False,1,0.82,17,17,7,17
720,False,1,0.82,17,17,7,17
721,False,1,0.82,17,17,7,17
722,True,0,0.82,18,18,8,18
723,False,1,0.82,17,17,7,17
724,False,1,0.82,17,17,7,17
725,False,1,0.82,17,17,7,17
726,False,1,0.82,17,17,7,17
727,True,0,0.82,18,18,8,18
728,False,1,0.82,17,17,7,17
729,False,1,0.82,17,17,7,17
730,False,1,0.82,17,17,7,17
731,False,1,0.82,17,17,7,17
732,False,1,0.82,17,17,7,17
733,False,1,0.82,17,17,7,17
734,False,1,0.82,17,17,7,17
735,False,1,0.82,17,17,7,17
736,False,1,0.82,17,17,7,17
737,False,1,0.82,17,17,7,17
738,False,1,0.82,17,17,7,17
739,False,1,0.82,17,17,7,17
740,False,1,0.82,17,17,7,17
741,False,1,0.82,17,17,7,17
742,False,1,0.82,17,17,7,17
743,False,1,0.82,17,17,7,17
744,False,1,0.82,17,17,7,17
745,True,0,0.82,18,18,8,18
746,False,1,0.82,17,17,7,17
747,False,1,0.82,17,17,7,17
748,False,1,0.82,17,17,7,17
749,True,0,0.82,18,18,8,18
750,False,1,0.82,17,17,7,17
751,False,1,0.82,17,17,7,17
752,False,1,0.82,17,17,7,17
753,False,1,0.82,17,17,7,17
754,False,1,0.82,17,17,7,17
755,False,1,0.82,17,17,7,17
756,False,1,0.82,17,17,7,17
757,False,1,0.82,17,17,7,17
758,False,1,0.82,17,17,7,17
759,False,1,0.82,17,17,7,17
760,False,1,0.82,17,17,7,17
761,False,1,0.82,17,17,7,17
762,False,1,0.82,17,17,7,17
763,False,1,0.82,17,17,7,17
764,False,1,0.82,17,17,7,17
765,False,1,0.82,17,17,7,17
766,False,1,0.82,17,17,7,17
767,False,1,0.82,17,17,7,17
768,False,1,0.82,17,17,7,17
769,False,1,0.82,17,17,7,17
770,False,1,0.82,17,17,7,17
771,False,1,0.82,17,17,7,17
772,False,1,0.82,17,17,7,17
773,False,1,0.82,17,17,7,17
774,False,1,0.82,17,17,7,17
