,G,c1,c2,count,p1,p2,post,pre
77,False,1,1,15,0.62,0.91,15,15.0
78,False,1,1,15,0.62,0.91,15,15.0
79,False,1,0,14,0.62,0.91,14,14.0
80,False,1,1,15,0.62,0.91,15,15.0
81,False,0,1,14,0.62,0.91,14,14.0
82,False,1,1,15,0.62,0.91,15,15.0
83,False,1,1,15,0.62,0.91,15,15.0
84,False,1,1,15,0.62,0.91,15,15.0
85,False,1,1,15,0.62,0.91,15,15.0
86,False,1,1,15,0.62,0.91,15,15.0
87,False,1,1,15,0.62,0.91,15,15.0
88,False,1,1,15,0.62,0.91,15,15.0
89,False,1,1,15,0.62,0.91,15,15.0
90,False,1,1,15,0.62,0.91,15,15.0
91,False,1,1,15,0.62,0.91,15,15.0
92,False,1,1,15,0.62,0.91,15,15.0
93,False,1,1,15,0.62,0.91,15,15.0
94,False,1,1,15,0.62,0.91,15,15.0
95,True,0,0,13,0.62,0.91,13,14.53
96,False,1,1,15,0.62,0.91,15,15.0
97,False,1,1,15,0.62,0.91,15,15.0
98,False,1,1,15,0.62,0.91,15,15.0
99,False,1,0,14,0.62,0.91,14,14.0
100,False,0,1,14,0.62,0.91,14,14.0
101,False,1,1,15,0.62,0.91,15,15.0
102,True,0,0,13,0.62,0.91,13,14.53
103,False,1,1,15,0.62,0.91,15,15.0
104,False,1,1,15,0.62,0.91,15,15.0
105,False,1,1,15,0.62,0.91,15,15.0
106,False,0,1,14,0.62,0.91,14,14.0
107,False,1,1,15,0.62,0.91,15,15.0
108,False,1,0,14,0.62,0.91,14,14.0
109,False,1,1,15,0.62,0.91,15,15.0
110,False,1,1,15,0.62,0.91,15,15.0
111,False,1,1,15,0.62,0.91,15,15.0
112,False,1,1,15,0.62,0.91,15,15.0
113,False,0,1,14,0.62,0.91,14,14.0
114,False,1,1,15,0.62,0.91,15,15.0
115,False,1,1,15,0.62,0.91,15,15.0
116,False,0,1,14,0.62,0.91,14,14.0
117,False,1,1,15,0.62,0.91,15,15.0
118,False,0,1,14,0.62,0.91,14,14.0
119,False,1,1,15,0.62,0.91,15,15.0
120,False,1,1,15,0.62,0.91,15,15.0
121,False,1,1,15,0.62,0.91,15,15.0
122,False,1,1,15,0.62,0.91,15,15.0
123,False,0,1,14,0.62,0.91,14,14.0
124,False,0,1,14,0.62,0.91,14,14.0
125,False,1,0,14,0.62,0.91,14,14.0
126,False,1,1,15,0.62,0.91,15,15.0
127,False,1,1,15,0.62,0.91,15,15.0
128,False,1,1,15,0.62,0.91,15,15.0
129,False,1,1,15,0.62,0.91,15,15.0
130,False,0,1,14,0.62,0.91,14,14.0
131,False,1,1,15,0.62,0.91,15,15.0
132,False,1,1,15,0.62,0.91,15,15.0
133,False,1,1,15,0.62,0.91,15,15.0
134,False,1,1,15,0.62,0.91,15,15.0
135,False,1,1,15,0.62,0.91,15,15.0
136,False,0,1,14,0.62,0.91,14,14.0
137,False,0,1,14,0.62,0.91,14,14.0
138,False,1,1,15,0.62,0.91,15,15.0
139,False,1,1,15,0.62,0.91,15,15.0
140,False,1,1,15,0.62,0.91,15,15.0
141,False,1,1,15,0.62,0.91,15,15.0
142,False,1,1,15,0.62,0.91,15,15.0
143,False,1,0,14,0.62,0.91,14,14.0
144,False,1,0,14,0.62,0.91,14,14.0
145,False,1,1,15,0.62,0.91,15,15.0
146,False,0,1,14,0.62,0.91,14,14.0
147,False,0,1,14,0.62,0.91,14,14.0
148,False,0,1,14,0.62,0.91,14,14.0
149,True,0,0,13,0.62,0.91,13,14.53
150,False,0,1,14,0.62,0.91,14,14.0
151,False,1,1,15,0.62,0.91,15,15.0
152,False,1,1,15,0.62,0.91,15,15.0
153,False,0,1,14,0.62,0.91,14,14.0
154,False,1,1,15,0.62,0.91,15,15.0
155,False,0,1,14,0.62,0.91,14,14.0
156,False,1,1,15,0.62,0.91,15,15.0
157,False,1,1,15,0.62,0.91,15,15.0
158,False,0,1,14,0.62,0.91,14,14.0
159,False,0,1,14,0.62,0.91,14,14.0
160,False,1,1,15,0.62,0.91,15,15.0
161,False,0,1,14,0.62,0.91,14,14.0
162,False,1,1,15,0.62,0.91,15,15.0
163,False,1,1,15,0.62,0.91,15,15.0
164,False,1,1,15,0.62,0.91,15,15.0
165,False,0,1,14,0.62,0.91,14,14.0
166,False,1,1,15,0.62,0.91,15,15.0
167,False,1,1,15,0.62,0.91,15,15.0
168,False,0,1,14,0.62,0.91,14,14.0
169,False,1,1,15,0.62,0.91,15,15.0
170,False,0,1,14,0.62,0.91,14,14.0
171,False,1,1,15,0.62,0.91,15,15.0
172,False,1,1,15,0.62,0.91,15,15.0
173,False,1,1,15,0.62,0.91,15,15.0
174,True,0,0,13,0.62,0.91,13,14.53
175,False,1,0,14,0.62,0.91,14,14.0
176,False,1,1,15,0.62,0.91,15,15.0
177,False,1,1,15,0.62,0.91,15,15.0
178,False,1,1,15,0.62,0.91,15,15.0
179,False,1,1,15,0.62,0.91,15,15.0
180,False,1,1,15,0.62,0.91,15,15.0
181,False,1,1,15,0.62,0.91,15,15.0
182,False,0,1,14,0.62,0.91,14,14.0
183,False,0,1,14,0.62,0.91,14,14.0
184,False,1,1,15,0.62,0.91,15,15.0
185,False,0,1,14,0.62,0.91,14,14.0
186,False,1,1,15,0.62,0.91,15,15.0
187,False,0,1,14,0.62,0.91,14,14.0
188,False,1,1,15,0.62,0.91,15,15.0
189,False,1,1,15,0.62,0.91,15,15.0
190,False,1,1,15,0.62,0.91,15,15.0
191,False,0,1,14,0.62,0.91,14,14.0
192,False,0,1,14,0.62,0.91,14,14.0
193,False,0,1,14,0.62,0.91,14,14.0
194,False,1,1,15,0.62,0.91,15,15.0
195,False,0,1,14,0.62,0.91,14,14.0
196,False,0,1,14,0.62,0.91,14,14.0
197,False,0,1,14,0.62,0.91,14,14.0
198,False,1,1,15,0.62,0.91,15,15.0
199,False,1,0,14,0.62,0.91,14,14.0
200,False,1,1,15,0.62,0.91,15,15.0
201,False,1,1,15,0.62,0.91,15,15.0
202,False,0,1,14,0.62,0.91,14,14.0
203,False,1,1,15,0.62,0.91,15,15.0
204,False,0,1,14,0.62,0.91,14,14.0
205,False,1,1,15,0.62,0.91,15,15.0
206,False,1,1,15,0.62,0.91,15,15.0
207,False,0,1,14,0.62,0.91,14,14.0
208,False,1,1,15,0.62,0.91,15,15.0
209,False,0,1,14,0.62,0.91,14,14.0
210,False,1,1,15,0.62,0.91,15,15.0
211,False,0,1,14,0.62,0.91,14,14.0
212,False,0,1,14,0.62,0.91,14,14.0
213,False,1,1,15,0.62,0.91,15,15.0
214,False,0,1,14,0.62,0.91,14,14.0
215,False,0,1,14,0.62,0.91,14,14.0
216,False,1,0,14,0.62,0.91,14,14.0
217,False,0,1,14,0.62,0.91,14,14.0
218,False,1,1,15,0.62,0.91,15,15.0
219,False,1,1,15,0.62,0.91,15,15.0
220,False,1,1,15,0.62,0.91,15,15.0
221,False,0,1,14,0.62,0.91,14,14.0
222,False,1,1,15,0.62,0.91,15,15.0
223,False,0,1,14,0.62,0.91,14,14.0
224,False,1,1,15,0.62,0.91,15,15.0
225,False,1,1,15,0.62,0.91,15,15.0
226,False,1,0,14,0.62,0.91,14,14.0
227,False,1,1,15,0.62,0.91,15,15.0
228,False,0,1,14,0.62,0.91,14,14.0
229,False,0,1,14,0.62,0.91,14,14.0
230,False,1,1,15,0.62,0.91,15,15.0
231,False,0,1,14,0.62,0.91,14,14.0
232,False,0,1,14,0.62,0.91,14,14.0
233,False,1,0,14,0.62,0.91,14,14.0
234,False,1,1,15,0.62,0.91,15,15.0
235,False,0,1,14,0.62,0.91,14,14.0
236,False,1,1,15,0.62,0.91,15,15.0
237,False,0,1,14,0.62,0.91,14,14.0
238,False,0,1,14,0.62,0.91,14,14.0
239,False,1,1,15,0.62,0.91,15,15.0
240,False,1,1,15,0.62,0.91,15,15.0
241,False,1,1,15,0.62,0.91,15,15.0
242,False,0,1,14,0.62,0.91,14,14.0
243,False,0,1,14,0.62,0.91,14,14.0
244,False,1,1,15,0.62,0.91,15,15.0
245,False,1,1,15,0.62,0.91,15,15.0
246,False,1,0,14,0.62,0.91,14,14.0
247,False,0,1,14,0.62,0.91,14,14.0
248,False,1,1,15,0.62,0.91,15,15.0
249,False,1,1,15,0.62,0.91,15,15.0
250,False,0,1,14,0.62,0.91,14,14.0
251,False,1,1,15,0.62,0.91,15,15.0
252,False,1,1,15,0.62,0.91,15,15.0
253,False,1,1,15,0.62,0.91,15,15.0
254,False,0,1,14,0.62,0.91,14,14.0
255,False,1,1,15,0.62,0.91,15,15.0
256,False,0,1,14,0.62,0.91,14,14.0
257,False,0,1,14,0.62,0.91,14,14.0
258,False,1,1,15,0.62,0.91,15,15.0
259,False,1,1,15,0.62,0.91,15,15.0
260,False,0,1,14,0.62,0.91,14,14.0
261,False,1,1,15,0.62,0.91,15,15.0
262,False,0,1,14,0.62,0.91,14,14.0
263,False,1,1,15,0.62,0.91,15,15.0
264,False,1,1,15,0.62,0.91,15,15.0
265,False,1,1,15,0.62,0.91,15,15.0
266,False,1,1,15,0.62,0.91,15,15.0
267,False,0,1,14,0.62,0.91,14,14.0
268,False,1,1,15,0.62,0.91,15,15.0
269,False,0,1,14,0.62,0.91,14,14.0
270,False,1,1,15,0.62,0.91,15,15.0
271,False,0,1,14,0.62,0.91,14,14.0
272,False,1,1,15,0.62,0.91,15,15.0
273,False,0,1,14,0.62,0.91,14,14.0
274,False,1,1,15,0.62,0.91,15,15.0
275,False,1,1,15,0.62,0.91,15,15.0
276,False,1,1,15,0.62,0.91,15,15.0
277,False,0,1,14,0.62,0.91,14,14.0
278,False,1,1,15,0.62,0.91,15,15.0
279,False,0,1,14,0.62,0.91,14,14.0
280,False,1,1,15,0.62,0.91,15,15.0
281,False,0,1,14,0.62,0.91,14,14.0
282,False,0,1,14,0.62,0.91,14,14.0
283,False,1,1,15,0.62,0.91,15,15.0
284,False,1,1,15,0.62,0.91,15,15.0
285,False,1,0,14,0.62,0.91,14,14.0
286,False,1,1,15,0.62,0.91,15,15.0
287,True,0,0,13,0.62,0.91,13,14.53
288,False,1,1,15,0.62,0.91,15,15.0
289,False,1,1,15,0.62,0.91,15,15.0
290,False,0,1,14,0.62,0.91,14,14.0
291,False,0,1,14,0.62,0.91,14,14.0
292,False,1,0,14,0.62,0.91,14,14.0
293,False,1,0,14,0.62,0.91,14,14.0
294,False,1,1,15,0.62,0.91,15,15.0
295,False,0,1,14,0.62,0.91,14,14.0
296,False,1,1,15,0.62,0.91,15,15.0
297,False,1,1,15,0.62,0.91,15,15.0
298,False,1,1,15,0.62,0.91,15,15.0
299,False,0,1,14,0.62,0.91,14,14.0
300,False,0,1,14,0.62,0.91,14,14.0
301,False,1,1,15,0.62,0.91,15,15.0
302,False,0,1,14,0.62,0.91,14,14.0
303,False,1,0,14,0.62,0.91,14,14.0
304,True,0,0,13,0.62,0.91,13,14.53
305,False,0,1,14,0.62,0.91,14,14.0
306,False,1,1,15,0.62,0.91,15,15.0
307,False,0,1,14,0.62,0.91,14,14.0
308,False,1,1,15,0.62,0.91,15,15.0
309,False,0,1,14,0.62,0.91,14,14.0
310,False,0,1,14,0.62,0.91,14,14.0
311,True,0,0,13,0.62,0.91,13,14.53
312,False,1,1,15,0.62,0.91,15,15.0
313,False,1,1,15,0.62,0.91,15,15.0
314,False,0,1,14,0.62,0.91,14,14.0
315,False,1,1,15,0.62,0.91,15,15.0
316,False,0,1,14,0.62,0.91,14,14.0
317,False,1,1,15,0.62,0.91,15,15.0
318,False,1,1,15,0.62,0.91,15,15.0
319,False,1,1,15,0.62,0.91,15,15.0
320,False,1,1,15,0.62,0.91,15,15.0
321,False,1,0,14,0.62,0.91,14,14.0
322,False,1,1,15,0.62,0.91,15,15.0
323,False,1,1,15,0.62,0.91,15,15.0
324,False,0,1,14,0.62,0.91,14,14.0
325,False,1,1,15,0.62,0.91,15,15.0
326,False,0,1,14,0.62,0.91,14,14.0
327,False,1,1,15,0.62,0.91,15,15.0
328,False,1,1,15,0.62,0.91,15,15.0
329,False,0,1,14,0.62,0.91,14,14.0
330,False,0,1,14,0.62,0.91,14,14.0
331,False,1,1,15,0.62,0.91,15,15.0
332,False,1,1,15,0.62,0.91,15,15.0
333,False,0,1,14,0.62,0.91,14,14.0
334,False,0,1,14,0.62,0.91,14,14.0
335,False,1,1,15,0.62,0.91,15,15.0
336,False,1,1,15,0.62,0.91,15,15.0
337,False,0,1,14,0.62,0.91,14,14.0
338,False,0,1,14,0.62,0.91,14,14.0
339,False,1,1,15,0.62,0.91,15,15.0
340,False,1,1,15,0.62,0.91,15,15.0
341,False,1,1,15,0.62,0.91,15,15.0
342,False,1,1,15,0.62,0.91,15,15.0
343,False,1,1,15,0.62,0.91,15,15.0
344,False,1,1,15,0.62,0.91,15,15.0
345,False,1,1,15,0.62,0.91,15,15.0
346,False,1,1,15,0.62,0.91,15,15.0
347,False,0,1,14,0.62,0.91,14,14.0
348,False,1,1,15,0.62,0.91,15,15.0
349,True,0,0,13,0.62,0.91,13,14.53
350,False,1,1,15,0.62,0.91,15,15.0
351,False,0,1,14,0.62,0.91,14,14.0
352,False,1,1,15,0.62,0.91,15,15.0
353,False,1,1,15,0.62,0.91,15,15.0
354,False,0,1,14,0.62,0.91,14,14.0
355,False,0,1,14,0.62,0.91,14,14.0
356,False,1,1,15,0.62,0.91,15,15.0
357,False,1,1,15,0.62,0.91,15,15.0
358,True,0,0,13,0.62,0.91,13,14.53
359,False,1,1,15,0.62,0.91,15,15.0
360,False,1,1,15,0.62,0.91,15,15.0
361,False,1,1,15,0.62,0.91,15,15.0
362,False,1,1,15,0.62,0.91,15,15.0
363,False,1,1,15,0.62,0.91,15,15.0
364,False,1,1,15,0.62,0.91,15,15.0
365,False,1,1,15,0.62,0.91,15,15.0
366,False,1,1,15,0.62,0.91,15,15.0
367,False,0,1,14,0.62,0.91,14,14.0
368,False,1,1,15,0.62,0.91,15,15.0
369,False,1,1,15,0.62,0.91,15,15.0
370,False,0,1,14,0.62,0.91,14,14.0
371,False,1,1,15,0.62,0.91,15,15.0
372,False,1,1,15,0.62,0.91,15,15.0
373,False,0,1,14,0.62,0.91,14,14.0
374,False,1,1,15,0.62,0.91,15,15.0
375,False,1,1,15,0.62,0.91,15,15.0
376,False,0,1,14,0.62,0.91,14,14.0
377,False,0,1,14,0.62,0.91,14,14.0
378,False,1,1,15,0.62,0.91,15,15.0
379,False,1,1,15,0.62,0.91,15,15.0
380,False,0,1,14,0.62,0.91,14,14.0
381,False,1,1,15,0.62,0.91,15,15.0
382,False,1,0,14,0.62,0.91,14,14.0
383,False,0,1,14,0.62,0.91,14,14.0
384,False,0,1,14,0.62,0.91,14,14.0
385,False,1,1,15,0.62,0.91,15,15.0
386,False,1,1,15,0.62,0.91,15,15.0
387,False,1,1,15,0.62,0.91,15,15.0
388,False,0,1,14,0.62,0.91,14,14.0
389,False,1,1,15,0.62,0.91,15,15.0
390,False,1,1,15,0.62,0.91,15,15.0
391,False,1,0,14,0.62,0.91,14,14.0
392,False,1,1,15,0.62,0.91,15,15.0
393,False,0,1,14,0.62,0.91,14,14.0
394,False,1,1,15,0.62,0.91,15,15.0
395,False,1,1,15,0.62,0.91,15,15.0
396,False,1,1,15,0.62,0.91,15,15.0
397,False,0,1,14,0.62,0.91,14,14.0
398,False,1,1,15,0.62,0.91,15,15.0
399,False,0,1,14,0.62,0.91,14,14.0
400,False,1,0,14,0.62,0.91,14,14.0
401,False,0,1,14,0.62,0.91,14,14.0
402,False,1,1,15,0.62,0.91,15,15.0
403,False,1,1,15,0.62,0.91,15,15.0
404,False,1,1,15,0.62,0.91,15,15.0
405,True,0,0,13,0.62,0.91,13,14.53
406,False,1,1,15,0.62,0.91,15,15.0
407,False,1,1,15,0.62,0.91,15,15.0
408,False,1,1,15,0.62,0.91,15,15.0
409,False,1,1,15,0.62,0.91,15,15.0
410,False,1,1,15,0.62,0.91,15,15.0
411,False,1,1,15,0.62,0.91,15,15.0
412,False,1,0,14,0.62,0.91,14,14.0
413,False,0,1,14,0.62,0.91,14,14.0
414,False,1,1,15,0.62,0.91,15,15.0
415,False,1,1,15,0.62,0.91,15,15.0
416,False,0,1,14,0.62,0.91,14,14.0
417,False,1,1,15,0.62,0.91,15,15.0
418,False,0,1,14,0.62,0.91,14,14.0
419,False,1,1,15,0.62,0.91,15,15.0
420,False,0,1,14,0.62,0.91,14,14.0
421,False,1,1,15,0.62,0.91,15,15.0
422,False,0,1,14,0.62,0.91,14,14.0
423,False,0,1,14,0.62,0.91,14,14.0
424,False,1,1,15,0.62,0.91,15,15.0
425,False,0,1,14,0.62,0.91,14,14.0
426,False,0,1,14,0.62,0.91,14,14.0
427,False,0,1,14,0.62,0.91,14,14.0
428,False,0,1,14,0.62,0.91,14,14.0
429,False,1,1,15,0.62,0.91,15,15.0
430,False,1,1,15,0.62,0.91,15,15.0
431,True,0,0,13,0.62,0.91,13,14.53
432,False,1,1,15,0.62,0.91,15,15.0
433,False,0,1,14,0.62,0.91,14,14.0
434,False,1,1,15,0.62,0.91,15,15.0
435,False,1,1,15,0.62,0.91,15,15.0
436,False,1,1,15,0.62,0.91,15,15.0
437,False,1,1,15,0.62,0.91,15,15.0
438,False,1,1,15,0.62,0.91,15,15.0
439,False,1,1,15,0.62,0.91,15,15.0
440,False,0,1,14,0.62,0.91,14,14.0
441,False,1,1,15,0.62,0.91,15,15.0
442,False,1,1,15,0.62,0.91,15,15.0
443,False,1,1,15,0.62,0.91,15,15.0
444,False,0,1,14,0.62,0.91,14,14.0
445,False,1,1,15,0.62,0.91,15,15.0
446,False,0,1,14,0.62,0.91,14,14.0
447,False,0,1,14,0.62,0.91,14,14.0
448,False,0,1,14,0.62,0.91,14,14.0
449,False,1,1,15,0.62,0.91,15,15.0
450,False,0,1,14,0.62,0.91,14,14.0
451,False,1,1,15,0.62,0.91,15,15.0
452,False,1,1,15,0.62,0.91,15,15.0
453,False,1,1,15,0.62,0.91,15,15.0
454,False,0,1,14,0.62,0.91,14,14.0
455,False,0,1,14,0.62,0.91,14,14.0
456,False,1,1,15,0.62,0.91,15,15.0
457,False,0,1,14,0.62,0.91,14,14.0
458,False,0,1,14,0.62,0.91,14,14.0
459,False,1,1,15,0.62,0.91,15,15.0
460,False,1,1,15,0.62,0.91,15,15.0
461,False,1,1,15,0.62,0.91,15,15.0
462,False,1,1,15,0.62,0.91,15,15.0
463,False,0,1,14,0.62,0.91,14,14.0
464,False,1,1,15,0.62,0.91,15,15.0
465,False,1,1,15,0.62,0.91,15,15.0
466,False,0,1,14,0.62,0.91,14,14.0
467,False,0,1,14,0.62,0.91,14,14.0
468,False,1,1,15,0.62,0.91,15,15.0
469,False,0,1,14,0.62,0.91,14,14.0
470,False,1,1,15,0.62,0.91,15,15.0
471,False,1,1,15,0.62,0.91,15,15.0
472,False,0,1,14,0.62,0.91,14,14.0
473,False,1,1,15,0.62,0.91,15,15.0
474,False,1,1,15,0.62,0.91,15,15.0
475,False,0,1,14,0.62,0.91,14,14.0
476,False,1,1,15,0.62,0.91,15,15.0
477,False,1,1,15,0.62,0.91,15,15.0
478,False,0,1,14,0.62,0.91,14,14.0
479,False,0,1,14,0.62,0.91,14,14.0
480,False,1,1,15,0.62,0.91,15,15.0
481,False,1,1,15,0.62,0.91,15,15.0
482,False,0,1,14,0.62,0.91,14,14.0
483,False,1,1,15,0.62,0.91,15,15.0
484,False,0,1,14,0.62,0.91,14,14.0
485,False,1,1,15,0.62,0.91,15,15.0
486,False,0,1,14,0.62,0.91,14,14.0
487,False,1,1,15,0.62,0.91,15,15.0
488,False,1,0,14,0.62,0.91,14,14.0
489,False,0,1,14,0.62,0.91,14,14.0
490,False,1,0,14,0.62,0.91,14,14.0
491,False,1,1,15,0.62,0.91,15,15.0
492,False,1,1,15,0.62,0.91,15,15.0
493,False,0,1,14,0.62,0.91,14,14.0
494,False,1,1,15,0.62,0.91,15,15.0
495,False,1,1,15,0.62,0.91,15,15.0
496,False,0,1,14,0.62,0.91,14,14.0
497,False,1,1,15,0.62,0.91,15,15.0
498,False,1,1,15,0.62,0.91,15,15.0
499,False,0,1,14,0.62,0.91,14,14.0
500,False,1,0,9,0.52,0.84,9,9.0
501,False,0,1,9,0.52,0.84,9,9.0
502,True,0,0,8,0.52,0.84,8,9.36
503,False,0,1,9,0.52,0.84,9,9.0
504,False,0,1,9,0.52,0.84,9,9.0
505,False,0,1,9,0.52,0.84,9,9.0
506,False,1,1,10,0.52,0.84,10,10.0
507,False,0,1,9,0.52,0.84,9,9.0
508,False,1,1,10,0.52,0.84,10,10.0
509,False,0,1,9,0.52,0.84,9,9.0
510,False,0,1,9,0.52,0.84,9,9.0
511,False,1,1,10,0.52,0.84,10,10.0
512,False,1,1,10,0.52,0.84,10,10.0
513,False,0,1,9,0.52,0.84,9,9.0
514,False,1,0,9,0.52,0.84,9,9.0
515,False,0,1,9,0.52,0.84,9,9.0
516,False,1,1,10,0.52,0.84,10,10.0
517,False,0,1,9,0.52,0.84,9,9.0
518,False,0,1,9,0.52,0.84,9,9.0
519,False,0,1,9,0.52,0.84,9,9.0
520,False,0,1,9,0.52,0.84,9,9.0
521,False,1,1,10,0.52,0.84,10,10.0
522,False,0,1,9,0.52,0.84,9,9.0
523,False,0,1,9,0.52,0.84,9,9.0
524,False,0,1,9,0.52,0.84,9,9.0
525,False,0,1,9,0.52,0.84,9,9.0
526,False,1,1,10,0.52,0.84,10,10.0
527,False,1,1,10,0.52,0.84,10,10.0
528,False,1,0,9,0.52,0.84,9,9.0
529,False,1,1,10,0.52,0.84,10,10.0
530,True,0,0,8,0.52,0.84,8,9.36
531,False,0,1,9,0.52,0.84,9,9.0
532,False,1,0,9,0.52,0.84,9,9.0
533,False,1,1,10,0.52,0.84,10,10.0
534,True,0,0,8,0.52,0.84,8,9.36
535,False,1,1,10,0.52,0.84,10,10.0
536,False,0,1,9,0.52,0.84,9,9.0
537,False,1,1,10,0.52,0.84,10,10.0
538,False,0,1,9,0.52,0.84,9,9.0
539,False,1,1,10,0.52,0.84,10,10.0
540,True,0,0,8,0.52,0.84,8,9.36
541,False,1,1,10,0.52,0.84,10,10.0
542,False,1,1,10,0.52,0.84,10,10.0
543,False,1,1,10,0.52,0.84,10,10.0
544,False,1,1,10,0.52,0.84,10,10.0
545,False,1,0,9,0.52,0.84,9,9.0
546,False,0,1,9,0.52,0.84,9,9.0
547,False,1,1,10,0.52,0.84,10,10.0
548,False,0,1,9,0.52,0.84,9,9.0
549,False,0,1,9,0.52,0.84,9,9.0
550,False,1,1,10,0.52,0.84,10,10.0
551,False,0,1,9,0.52,0.84,9,9.0
552,False,1,1,10,0.52,0.84,10,10.0
553,False,0,1,9,0.52,0.84,9,9.0
554,False,0,1,9,0.52,0.84,9,9.0
555,False,1,0,9,0.52,0.84,9,9.0
556,False,1,1,10,0.52,0.84,10,10.0
557,False,1,1,10,0.52,0.84,10,10.0
558,False,0,1,9,0.52,0.84,9,9.0
559,False,0,1,9,0.52,0.84,9,9.0
560,False,1,0,9,0.52,0.84,9,9.0
561,False,0,1,9,0.52,0.84,9,9.0
562,False,0,1,9,0.52,0.84,9,9.0
563,False,1,1,10,0.52,0.84,10,10.0
564,False,0,1,9,0.52,0.84,9,9.0
565,False,0,1,9,0.52,0.84,9,9.0
566,False,1,0,9,0.52,0.84,9,9.0
567,False,0,1,9,0.52,0.84,9,9.0
568,False,1,1,10,0.52,0.84,10,10.0
569,False,0,1,9,0.52,0.84,9,9.0
570,False,0,1,9,0.52,0.84,9,9.0
571,False,1,1,10,0.52,0.84,10,10.0
572,False,1,1,10,0.52,0.84,10,10.0
573,False,0,1,9,0.52,0.84,9,9.0
574,True,0,0,8,0.52,0.84,8,9.36
575,False,1,0,9,0.52,0.84,9,9.0
576,False,0,1,9,0.52,0.84,9,9.0
577,False,0,1,9,0.52,0.84,9,9.0
578,False,1,1,10,0.52,0.84,10,10.0
579,False,0,1,9,0.52,0.84,9,9.0
580,True,0,0,8,0.52,0.84,8,9.36
