,G,p,post,pre,x,y,z
178,True,0.09,10,10,10,4,1
179,True,0.09,10,10,10,4,1
180,True,0.09,10,10,10,4,1
181,True,0.09,10,10,10,4,1
182,True,0.09,10,10,10,4,1
183,True,0.09,10,10,10,4,1
184,True,0.09,10,10,10,4,1
185,True,0.09,10,10,10,4,1
186,True,0.09,10,10,10,4,1
187,True,0.09,10,10,10,4,1
188,True,0.09,10,10,10,4,1
189,True,0.09,10,10,10,4,1
190,True,0.09,10,10,10,4,1
191,True,0.09,10,10,10,4,1
192,True,0.09,10,10,10,4,1
193,True,0.09,10,10,10,4,1
194,True,0.09,10,10,10,4,1
195,True,0.09,10,10,10,4,1
196,True,0.09,10,10,10,4,1
197,True,0.09,10,10,10,4,1
198,False,0.09,6,6,6,4,0
199,True,0.09,10,10,10,4,1
200,True,0.09,10,10,10,4,1
201,False,0.09,6,6,6,4,0
202,True,0.09,10,10,10,4,1
203,True,0.09,10,10,10,4,1
204,True,0.09,10,10,10,4,1
205,True,0.09,10,10,10,4,1
206,True,0.09,10,10,10,4,1
207,True,0.09,10,10,10,4,1
208,True,0.09,10,10,10,4,1
209,True,0.09,10,10,10,4,1
210,True,0.09,10,10,10,4,1
211,True,0.09,10,10,10,4,1
212,True,0.09,10,10,10,4,1
213,True,0.09,10,10,10,4,1
214,True,0.09,10,10,10,4,1
215,True,0.09,10,10,10,4,1
216,True,0.09,10,10,10,4,1
217,True,0.09,10,10,10,4,1
218,True,0.09,10,10,10,4,1
219,True,0.09,10,10,10,4,1
220,True,0.09,10,10,10,4,1
221,True,0.09,10,10,10,4,1
222,True,0.09,10,10,10,4,1
223,True,0.09,10,10,10,4,1
224,True,0.09,10,10,10,4,1
225,True,0.09,10,10,10,4,1
226,True,0.09,10,10,10,4,1
227,True,0.09,10,10,10,4,1
228,True,0.09,10,10,10,4,1
229,True,0.09,10,10,10,4,1
230,True,0.09,10,10,10,4,1
231,False,0.09,6,6,6,4,0
232,True,0.09,10,10,10,4,1
233,True,0.09,10,10,10,4,1
234,True,0.09,10,10,10,4,1
235,True,0.09,10,10,10,4,1
236,True,0.09,10,10,10,4,1
237,True,0.09,10,10,10,4,1
238,True,0.09,10,10,10,4,1
239,True,0.09,10,10,10,4,1
240,True,0.09,10,10,10,4,1
241,True,0.09,10,10,10,4,1
242,True,0.09,10,10,10,4,1
243,True,0.09,10,10,10,4,1
244,True,0.09,10,10,10,4,1
245,True,0.09,10,10,10,4,1
246,True,0.09,10,10,10,4,1
247,True,0.09,10,10,10,4,1
248,True,0.09,10,10,10,4,1
249,True,0.09,10,10,10,4,1
250,True,0.09,10,10,10,4,1
251,True,0.09,10,10,10,4,1
252,True,0.09,10,10,10,4,1
253,True,0.09,10,10,10,4,1
254,True,0.09,10,10,10,4,1
255,True,0.09,10,10,10,4,1
256,True,0.09,10,10,10,4,1
257,True,0.09,10,10,10,4,1
258,True,0.09,10,10,10,4,1
259,True,0.09,10,10,10,4,1
260,True,0.09,10,10,10,4,1
261,True,0.09,10,10,10,4,1
262,True,0.09,10,10,10,4,1
263,True,0.09,10,10,10,4,1
264,False,0.09,6,6,6,4,0
265,True,0.09,10,10,10,4,1
266,False,0.09,6,6,6,4,0
267,True,0.09,10,10,10,4,1
268,True,0.09,10,10,10,4,1
269,True,0.09,10,10,10,4,1
270,True,0.09,10,10,10,4,1
271,True,0.09,10,10,10,4,1
272,True,0.09,10,10,10,4,1
273,True,0.09,10,10,10,4,1
274,True,0.09,10,10,10,4,1
275,True,0.09,10,10,10,4,1
276,True,0.09,10,10,10,4,1
277,False,0.09,6,6,6,4,0
278,True,0.09,10,10,10,4,1
279,True,0.09,10,10,10,4,1
280,False,0.09,6,6,6,4,0
281,True,0.09,10,10,10,4,1
282,True,0.09,10,10,10,4,1
283,True,0.09,10,10,10,4,1
284,True,0.09,10,10,10,4,1
285,True,0.09,10,10,10,4,1
286,True,0.09,10,10,10,4,1
287,True,0.09,10,10,10,4,1
288,True,0.09,10,10,10,4,1
289,True,0.09,10,10,10,4,1
290,True,0.09,10,10,10,4,1
291,True,0.09,10,10,10,4,1
292,True,0.09,10,10,10,4,1
293,True,0.09,10,10,10,4,1
294,False,0.09,6,6,6,4,0
295,True,0.09,10,10,10,4,1
296,True,0.09,10,10,10,4,1
297,True,0.09,10,10,10,4,1
298,False,0.09,6,6,6,4,0
299,True,0.09,10,10,10,4,1
300,True,0.09,10,10,10,4,1
301,True,0.09,10,10,10,4,1
302,True,0.09,10,10,10,4,1
303,True,0.09,10,10,10,4,1
304,True,0.09,10,10,10,4,1
305,False,0.09,6,6,6,4,0
306,True,0.09,10,10,10,4,1
307,False,0.09,6,6,6,4,0
308,True,0.09,10,10,10,4,1
309,True,0.09,10,10,10,4,1
310,True,0.09,10,10,10,4,1
311,True,0.09,10,10,10,4,1
312,True,0.09,10,10,10,4,1
313,False,0.09,6,6,6,4,0
314,False,0.09,6,6,6,4,0
315,True,0.09,10,10,10,4,1
316,True,0.09,10,10,10,4,1
317,True,0.09,10,10,10,4,1
318,True,0.09,10,10,10,4,1
319,True,0.09,10,10,10,4,1
320,True,0.09,10,10,10,4,1
321,True,0.09,10,10,10,4,1
322,True,0.09,10,10,10,4,1
323,True,0.09,10,10,10,4,1
324,True,0.09,10,10,10,4,1
325,True,0.09,10,10,10,4,1
326,True,0.09,10,10,10,4,1
327,True,0.09,10,10,10,4,1
328,True,0.09,10,10,10,4,1
329,True,0.09,10,10,10,4,1
330,True,0.09,10,10,10,4,1
331,True,0.09,10,10,10,4,1
332,True,0.09,10,10,10,4,1
333,True,0.09,10,10,10,4,1
334,False,0.09,6,6,6,4,0
335,True,0.09,10,10,10,4,1
336,True,0.09,10,10,10,4,1
337,True,0.09,10,10,10,4,1
338,True,0.09,10,10,10,4,1
339,True,0.09,10,10,10,4,1
340,True,0.09,10,10,10,4,1
341,True,0.09,10,10,10,4,1
342,True,0.09,10,10,10,4,1
343,True,0.09,10,10,10,4,1
344,False,0.09,6,6,6,4,0
345,True,0.09,10,10,10,4,1
346,True,0.09,10,10,10,4,1
347,True,0.09,10,10,10,4,1
348,True,0.09,10,10,10,4,1
349,True,0.09,10,10,10,4,1
350,True,0.09,10,10,10,4,1
351,True,0.09,10,10,10,4,1
352,True,0.09,10,10,10,4,1
353,True,0.09,10,10,10,4,1
354,True,0.09,10,10,10,4,1
355,True,0.09,10,10,10,4,1
356,True,0.09,10,10,10,4,1
357,True,0.09,10,10,10,4,1
358,True,0.09,10,10,10,4,1
359,False,0.09,6,6,6,4,0
360,True,0.09,10,10,10,4,1
361,True,0.09,10,10,10,4,1
362,True,0.09,10,10,10,4,1
363,True,0.09,10,10,10,4,1
364,False,0.09,6,6,6,4,0
365,True,0.09,10,10,10,4,1
366,True,0.09,10,10,10,4,1
367,True,0.09,10,10,10,4,1
368,True,0.09,10,10,10,4,1
369,True,0.09,10,10,10,4,1
370,True,0.09,10,10,10,4,1
371,True,0.09,10,10,10,4,1
372,True,0.09,10,10,10,4,1
373,False,0.09,6,6,6,4,0
374,True,0.09,10,10,10,4,1
375,True,0.09,10,10,10,4,1
376,True,0.09,10,10,10,4,1
377,True,0.09,10,10,10,4,1
378,True,0.09,10,10,10,4,1
379,True,0.09,10,10,10,4,1
380,False,0.09,6,6,6,4,0
381,False,0.09,6,6,6,4,0
382,True,0.09,10,10,10,4,1
383,True,0.09,10,10,10,4,1
384,True,0.09,10,10,10,4,1
385,True,0.09,10,10,10,4,1
386,True,0.09,10,10,10,4,1
387,True,0.09,10,10,10,4,1
388,True,0.09,10,10,10,4,1
389,True,0.09,10,10,10,4,1
390,True,0.09,10,10,10,4,1
391,True,0.09,10,10,10,4,1
392,True,0.09,10,10,10,4,1
393,True,0.09,10,10,10,4,1
394,True,0.09,10,10,10,4,1
395,True,0.09,10,10,10,4,1
396,True,0.09,10,10,10,4,1
397,True,0.09,10,10,10,4,1
398,True,0.09,10,10,10,4,1
399,True,0.09,10,10,10,4,1
400,True,0.09,10,10,10,4,1
401,True,0.09,10,10,10,4,1
402,True,0.09,10,10,10,4,1
403,True,0.09,10,10,10,4,1
404,False,0.09,6,6,6,4,0
405,False,0.09,6,6,6,4,0
406,True,0.09,10,10,10,4,1
407,True,0.09,10,10,10,4,1
408,True,0.09,10,10,10,4,1
409,True,0.09,10,10,10,4,1
410,True,0.09,10,10,10,4,1
411,True,0.09,10,10,10,4,1
412,True,0.09,10,10,10,4,1
413,True,0.09,10,10,10,4,1
414,True,0.09,10,10,10,4,1
415,True,0.09,10,10,10,4,1
416,True,0.09,10,10,10,4,1
417,True,0.09,10,10,10,4,1
418,True,0.09,10,10,10,4,1
419,True,0.09,10,10,10,4,1
420,True,0.09,10,10,10,4,1
421,True,0.09,10,10,10,4,1
422,False,0.09,6,6,6,4,0
423,True,0.09,10,10,10,4,1
424,True,0.09,10,10,10,4,1
425,True,0.09,10,10,10,4,1
426,True,0.09,10,10,10,4,1
427,True,0.09,10,10,10,4,1
428,True,0.09,10,10,10,4,1
429,True,0.09,10,10,10,4,1
430,True,0.09,10,10,10,4,1
431,False,0.09,6,6,6,4,0
432,True,0.09,10,10,10,4,1
433,True,0.09,10,10,10,4,1
434,True,0.09,10,10,10,4,1
435,True,0.09,10,10,10,4,1
436,True,0.09,10,10,10,4,1
437,True,0.09,10,10,10,4,1
438,True,0.09,10,10,10,4,1
439,False,0.09,6,6,6,4,0
440,True,0.09,10,10,10,4,1
441,True,0.09,10,10,10,4,1
442,True,0.09,10,10,10,4,1
443,True,0.09,10,10,10,4,1
444,True,0.09,10,10,10,4,1
445,True,0.09,10,10,10,4,1
446,True,0.09,10,10,10,4,1
447,True,0.09,10,10,10,4,1
448,True,0.09,10,10,10,4,1
449,True,0.09,10,10,10,4,1
450,True,0.09,10,10,10,4,1
451,True,0.09,10,10,10,4,1
452,True,0.09,10,10,10,4,1
453,True,0.09,10,10,10,4,1
454,True,0.09,10,10,10,4,1
455,True,0.09,10,10,10,4,1
456,True,0.09,10,10,10,4,1
457,True,0.09,10,10,10,4,1
458,True,0.09,10,10,10,4,1
459,True,0.09,10,10,10,4,1
460,True,0.09,10,10,10,4,1
461,True,0.09,10,10,10,4,1
462,True,0.09,10,10,10,4,1
463,True,0.09,10,10,10,4,1
464,False,0.09,6,6,6,4,0
465,False,0.09,6,6,6,4,0
466,True,0.09,10,10,10,4,1
467,True,0.09,10,10,10,4,1
468,True,0.09,10,10,10,4,1
469,True,0.09,10,10,10,4,1
470,True,0.09,10,10,10,4,1
471,True,0.09,10,10,10,4,1
472,True,0.09,10,10,10,4,1
473,True,0.09,10,10,10,4,1
474,True,0.09,10,10,10,4,1
475,True,0.09,10,10,10,4,1
476,False,0.09,6,6,6,4,0
477,True,0.09,10,10,10,4,1
478,True,0.09,10,10,10,4,1
479,True,0.09,10,10,10,4,1
480,True,0.09,10,10,10,4,1
481,True,0.09,10,10,10,4,1
482,True,0.09,10,10,10,4,1
483,True,0.09,10,10,10,4,1
484,True,0.09,10,10,10,4,1
485,True,0.09,10,10,10,4,1
486,True,0.09,10,10,10,4,1
487,True,0.09,10,10,10,4,1
488,True,0.09,10,10,10,4,1
489,True,0.09,10,10,10,4,1
490,True,0.09,10,10,10,4,1
491,True,0.09,10,10,10,4,1
492,True,0.09,10,10,10,4,1
493,False,0.09,6,6,6,4,0
494,True,0.09,10,10,10,4,1
495,True,0.09,10,10,10,4,1
496,True,0.09,10,10,10,4,1
497,False,0.09,6,6,6,4,0
498,True,0.09,10,10,10,4,1
499,True,0.09,10,10,10,4,1
500,False,0.82,9,9,9,6,0
501,False,0.82,9,9,9,6,0
502,True,0.82,15,15,15,6,1
503,False,0.82,9,9,9,6,0
504,False,0.82,9,9,9,6,0
505,True,0.82,15,15,15,6,1
506,False,0.82,9,9,9,6,0
507,False,0.82,9,9,9,6,0
508,False,0.82,9,9,9,6,0
509,False,0.82,9,9,9,6,0
510,True,0.82,15,15,15,6,1
511,False,0.82,9,9,9,6,0
512,False,0.82,9,9,9,6,0
513,False,0.82,9,9,9,6,0
514,False,0.82,9,9,9,6,0
515,False,0.82,9,9,9,6,0
516,True,0.82,15,15,15,6,1
517,False,0.82,9,9,9,6,0
518,False,0.82,9,9,9,6,0
519,True,0.82,15,15,15,6,1
520,True,0.82,15,15,15,6,1
521,False,0.82,9,9,9,6,0
522,False,0.82,9,9,9,6,0
523,False,0.82,9,9,9,6,0
524,False,0.82,9,9,9,6,0
525,False,0.82,9,9,9,6,0
526,False,0.82,9,9,9,6,0
527,False,0.82,9,9,9,6,0
528,False,0.82,9,9,9,6,0
529,False,0.82,9,9,9,6,0
530,False,0.82,9,9,9,6,0
531,False,0.82,9,9,9,6,0
532,False,0.82,9,9,9,6,0
533,True,0.82,15,15,15,6,1
534,False,0.82,9,9,9,6,0
535,False,0.82,9,9,9,6,0
536,False,0.82,9,9,9,6,0
537,False,0.82,9,9,9,6,0
538,False,0.82,9,9,9,6,0
539,False,0.82,9,9,9,6,0
540,False,0.82,9,9,9,6,0
541,False,0.82,9,9,9,6,0
542,False,0.82,9,9,9,6,0
543,False,0.82,9,9,9,6,0
544,False,0.82,9,9,9,6,0
545,False,0.82,9,9,9,6,0
546,False,0.82,9,9,9,6,0
547,False,0.82,9,9,9,6,0
548,False,0.82,9,9,9,6,0
549,False,0.82,9,9,9,6,0
550,False,0.82,9,9,9,6,0
551,False,0.82,9,9,9,6,0
552,True,0.82,15,15,15,6,1
553,False,0.82,9,9,9,6,0
554,True,0.82,15,15,15,6,1
555,False,0.82,9,9,9,6,0
556,False,0.82,9,9,9,6,0
557,False,0.82,9,9,9,6,0
558,False,0.82,9,9,9,6,0
559,True,0.82,15,15,15,6,1
560,False,0.82,9,9,9,6,0
561,False,0.82,9,9,9,6,0
562,False,0.82,9,9,9,6,0
563,False,0.82,9,9,9,6,0
564,False,0.82,9,9,9,6,0
565,True,0.82,15,15,15,6,1
566,False,0.82,9,9,9,6,0
567,False,0.82,9,9,9,6,0
568,False,0.82,9,9,9,6,0
569,False,0.82,9,9,9,6,0
570,False,0.82,9,9,9,6,0
571,False,0.82,9,9,9,6,0
572,False,0.82,9,9,9,6,0
573,False,0.82,9,9,9,6,0
574,False,0.82,9,9,9,6,0
575,False,0.82,9,9,9,6,0
576,False,0.82,9,9,9,6,0
577,False,0.82,9,9,9,6,0
578,False,0.82,9,9,9,6,0
579,False,0.82,9,9,9,6,0
580,False,0.82,9,9,9,6,0
581,False,0.82,9,9,9,6,0
582,False,0.82,9,9,9,6,0
583,False,0.82,9,9,9,6,0
584,False,0.82,9,9,9,6,0
585,False,0.82,9,9,9,6,0
586,False,0.82,9,9,9,6,0
587,False,0.82,9,9,9,6,0
588,True,0.82,15,15,15,6,1
589,False,0.82,9,9,9,6,0
590,False,0.82,9,9,9,6,0
591,False,0.82,9,9,9,6,0
592,False,0.82,9,9,9,6,0
593,False,0.82,9,9,9,6,0
594,False,0.82,9,9,9,6,0
595,False,0.82,9,9,9,6,0
596,False,0.82,9,9,9,6,0
597,False,0.82,9,9,9,6,0
598,True,0.82,15,15,15,6,1
599,False,0.82,9,9,9,6,0
600,False,0.82,9,9,9,6,0
601,True,0.82,15,15,15,6,1
602,False,0.82,9,9,9,6,0
603,True,0.82,15,15,15,6,1
604,False,0.82,9,9,9,6,0
605,False,0.82,9,9,9,6,0
606,False,0.82,9,9,9,6,0
607,True,0.82,15,15,15,6,1
608,True,0.82,15,15,15,6,1
609,True,0.82,15,15,15,6,1
610,True,0.82,15,15,15,6,1
611,False,0.82,9,9,9,6,0
612,False,0.82,9,9,9,6,0
613,False,0.82,9,9,9,6,0
614,True,0.82,15,15,15,6,1
615,False,0.82,9,9,9,6,0
616,False,0.82,9,9,9,6,0
617,False,0.82,9,9,9,6,0
618,False,0.82,9,9,9,6,0
619,False,0.82,9,9,9,6,0
620,False,0.82,9,9,9,6,0
621,False,0.82,9,9,9,6,0
622,False,0.82,9,9,9,6,0
623,False,0.82,9,9,9,6,0
624,True,0.82,15,15,15,6,1
625,True,0.82,15,15,15,6,1
626,False,0.82,9,9,9,6,0
627,False,0.82,9,9,9,6,0
628,False,0.82,9,9,9,6,0
629,False,0.82,9,9,9,6,0
630,False,0.82,9,9,9,6,0
631,False,0.82,9,9,9,6,0
632,False,0.82,9,9,9,6,0
633,False,0.82,9,9,9,6,0
634,False,0.82,9,9,9,6,0
635,False,0.82,9,9,9,6,0
636,False,0.82,9,9,9,6,0
637,False,0.82,9,9,9,6,0
638,False,0.82,9,9,9,6,0
639,False,0.82,9,9,9,6,0
640,True,0.82,15,15,15,6,1
641,False,0.82,9,9,9,6,0
642,False,0.82,9,9,9,6,0
643,False,0.82,9,9,9,6,0
644,False,0.82,9,9,9,6,0
645,True,0.82,15,15,15,6,1
646,False,0.82,9,9,9,6,0
647,False,0.82,9,9,9,6,0
648,False,0.82,9,9,9,6,0
649,True,0.82,15,15,15,6,1
650,False,0.82,9,9,9,6,0
651,False,0.82,9,9,9,6,0
652,False,0.82,9,9,9,6,0
653,False,0.82,9,9,9,6,0
654,False,0.82,9,9,9,6,0
655,False,0.82,9,9,9,6,0
656,False,0.82,9,9,9,6,0
657,False,0.82,9,9,9,6,0
658,True,0.82,15,15,15,6,1
659,True,0.82,15,15,15,6,1
660,False,0.82,9,9,9,6,0
661,False,0.82,9,9,9,6,0
662,False,0.82,9,9,9,6,0
663,False,0.82,9,9,9,6,0
664,False,0.82,9,9,9,6,0
665,False,0.82,9,9,9,6,0
666,False,0.82,9,9,9,6,0
667,False,0.82,9,9,9,6,0
668,True,0.82,15,15,15,6,1
669,False,0.82,9,9,9,6,0
670,True,0.82,15,15,15,6,1
671,False,0.82,9,9,9,6,0
672,False,0.82,9,9,9,6,0
673,False,0.82,9,9,9,6,0
674,False,0.82,9,9,9,6,0
675,False,0.82,9,9,9,6,0
676,False,0.82,9,9,9,6,0
677,True,0.82,15,15,15,6,1
678,False,0.82,9,9,9,6,0
679,False,0.82,9,9,9,6,0
680,False,0.82,9,9,9,6,0
681,False,0.82,9,9,9,6,0
682,False,0.82,9,9,9,6,0
683,True,0.82,15,15,15,6,1
684,False,0.82,9,9,9,6,0
685,False,0.82,9,9,9,6,0
686,False,0.82,9,9,9,6,0
687,False,0.82,9,9,9,6,0
688,False,0.82,9,9,9,6,0
689,False,0.82,9,9,9,6,0
690,False,0.82,9,9,9,6,0
691,False,0.82,9,9,9,6,0
692,False,0.82,9,9,9,6,0
693,False,0.82,9,9,9,6,0
694,False,0.82,9,9,9,6,0
695,False,0.82,9,9,9,6,0
696,True,0.82,15,15,15,6,1
697,True,0.82,15,15,15,6,1
698,False,0.82,9,9,9,6,0
699,False,0.82,9,9,9,6,0
700,False,0.82,9,9,9,6,0
701,False,0.82,9,9,9,6,0
702,False,0.82,9,9,9,6,0
703,False,0.82,9,9,9,6,0
704,False,0.82,9,9,9,6,0
705,False,0.82,9,9,9,6,0
706,False,0.82,9,9,9,6,0
707,False,0.82,9,9,9,6,0
708,False,0.82,9,9,9,6,0
709,False,0.82,9,9,9,6,0
710,False,0.82,9,9,9,6,0
711,False,0.82,9,9,9,6,0
712,False,0.82,9,9,9,6,0
713,True,0.82,15,15,15,6,1
714,False,0.82,9,9,9,6,0
715,False,0.82,9,9,9,6,0
716,False,0.82,9,9,9,6,0
717,True,0.82,15,15,15,6,1
718,False,0.82,9,9,9,6,0
719,False,0.82,9,9,9,6,0
720,False,0.82,9,9,9,6,0
721,False,0.82,9,9,9,6,0
722,False,0.82,9,9,9,6,0
723,True,0.82,15,15,15,6,1
724,False,0.82,9,9,9,6,0
725,False,0.82,9,9,9,6,0
726,True,0.82,15,15,15,6,1
727,False,0.82,9,9,9,6,0
728,True,0.82,15,15,15,6,1
729,False,0.82,9,9,9,6,0
730,False,0.82,9,9,9,6,0
731,False,0.82,9,9,9,6,0
732,False,0.82,9,9,9,6,0
733,False,0.82,9,9,9,6,0
734,False,0.82,9,9,9,6,0
735,False,0.82,9,9,9,6,0
736,False,0.82,9,9,9,6,0
737,False,0.82,9,9,9,6,0
738,False,0.82,9,9,9,6,0
739,False,0.82,9,9,9,6,0
740,False,0.82,9,9,9,6,0
741,False,0.82,9,9,9,6,0
742,False,0.82,9,9,9,6,0
743,False,0.82,9,9,9,6,0
744,False,0.82,9,9,9,6,0
745,False,0.82,9,9,9,6,0
746,False,0.82,9,9,9,6,0
747,False,0.82,9,9,9,6,0
748,True,0.82,15,15,15,6,1
749,False,0.82,9,9,9,6,0
750,False,0.82,9,9,9,6,0
751,False,0.82,9,9,9,6,0
752,False,0.82,9,9,9,6,0
753,True,0.82,15,15,15,6,1
754,False,0.82,9,9,9,6,0
755,True,0.82,15,15,15,6,1
756,False,0.82,9,9,9,6,0
757,False,0.82,9,9,9,6,0
758,False,0.82,9,9,9,6,0
759,False,0.82,9,9,9,6,0
760,False,0.82,9,9,9,6,0
761,False,0.82,9,9,9,6,0
762,False,0.82,9,9,9,6,0
763,True,0.82,15,15,15,6,1
764,True,0.82,15,15,15,6,1
765,False,0.82,9,9,9,6,0
766,False,0.82,9,9,9,6,0
767,False,0.82,9,9,9,6,0
768,False,0.82,9,9,9,6,0
769,False,0.82,9,9,9,6,0
770,False,0.82,9,9,9,6,0
771,False,0.82,9,9,9,6,0
772,False,0.82,9,9,9,6,0
773,False,0.82,9,9,9,6,0
774,True,0.82,15,15,15,6,1
775,False,0.82,9,9,9,6,0
