,G,post,pre,x,y,z
133,True,18,18,11,19,18
134,True,18,18,11,19,18
135,True,18,18,11,19,18
136,True,18,18,11,19,18
137,True,18,18,11,19,18
138,True,18,18,11,19,18
139,True,18,18,11,19,18
140,True,18,18,13,19,18
141,True,18,18,11,19,18
142,True,18,18,13,19,18
143,True,18,18,11,19,18
144,True,18,18,13,19,18
145,True,18,18,13,19,18
146,True,18,18,11,19,18
147,True,18,18,13,19,18
148,True,18,18,13,19,18
149,True,18,18,13,19,18
150,True,18,18,11,19,18
151,True,18,18,11,19,18
152,True,18,18,13,19,18
153,True,18,18,13,19,18
154,True,18,18,11,19,18
155,True,18,18,13,19,18
156,True,18,18,13,19,18
157,True,18,18,11,19,18
158,True,18,18,13,19,18
159,True,18,18,11,19,18
160,True,18,18,11,19,18
161,True,18,18,11,19,18
162,True,18,18,11,19,18
163,True,18,18,13,19,18
164,True,18,18,13,19,18
165,True,18,18,13,19,18
166,True,18,18,13,19,18
167,True,18,18,13,19,18
168,True,18,18,11,19,18
169,True,18,18,11,19,18
170,True,18,18,13,19,18
171,True,18,18,13,19,18
172,True,18,18,13,19,18
173,True,18,18,13,19,18
174,True,18,18,13,19,18
175,True,18,18,11,19,18
176,True,18,18,13,19,18
177,True,18,18,11,19,18
178,True,18,18,13,19,18
179,True,18,18,13,19,18
180,True,18,18,13,19,18
181,True,18,18,11,19,18
182,True,18,18,13,19,18
183,True,18,18,11,19,18
184,True,18,18,13,19,18
185,True,18,18,13,19,18
186,True,18,18,11,19,18
187,True,18,18,13,19,18
188,True,18,18,11,19,18
189,True,18,18,11,19,18
190,True,18,18,11,19,18
191,True,18,18,13,19,18
192,True,18,18,13,19,18
193,True,18,18,11,19,18
194,True,18,18,11,19,18
195,True,18,18,11,19,18
196,True,18,18,13,19,18
197,True,18,18,11,19,18
198,True,18,18,13,19,18
199,True,18,18,11,19,18
200,True,18,18,13,19,18
201,True,18,18,11,19,18
202,True,18,18,13,19,18
203,True,18,18,13,19,18
204,True,18,18,13,19,18
205,True,18,18,11,19,18
206,True,18,18,11,19,18
207,True,18,18,13,19,18
208,True,18,18,13,19,18
209,True,18,18,13,19,18
210,True,18,18,13,19,18
211,True,18,18,11,19,18
212,True,18,18,13,19,18
213,True,18,18,13,19,18
214,True,18,18,13,19,18
215,True,18,18,11,19,18
216,True,18,18,11,19,18
217,True,18,18,11,19,18
218,True,18,18,13,19,18
219,True,18,18,13,19,18
220,True,18,18,11,19,18
221,True,18,18,13,19,18
222,True,18,18,11,19,18
223,True,18,18,13,19,18
224,True,18,18,11,19,18
225,True,18,18,13,19,18
226,True,18,18,11,19,18
227,True,18,18,11,19,18
228,True,18,18,13,19,18
229,True,18,18,11,19,18
230,True,18,18,13,19,18
231,True,18,18,11,19,18
232,True,18,18,11,19,18
233,True,18,18,11,19,18
234,True,18,18,13,19,18
235,True,18,18,11,19,18
236,True,18,18,13,19,18
237,True,18,18,13,19,18
238,True,18,18,11,19,18
239,True,18,18,11,19,18
240,True,18,18,13,19,18
241,True,18,18,13,19,18
242,True,18,18,13,19,18
243,True,18,18,13,19,18
244,True,18,18,13,19,18
245,True,18,18,13,19,18
246,True,18,18,11,19,18
247,True,18,18,13,19,18
248,True,18,18,11,19,18
249,True,18,18,11,19,18
250,True,18,18,11,19,18
251,True,18,18,11,19,18
252,True,18,18,13,19,18
253,True,18,18,13,19,18
254,True,18,18,11,19,18
255,True,18,18,11,19,18
256,True,18,18,13,19,18
257,True,18,18,13,19,18
258,True,18,18,13,19,18
259,True,18,18,11,19,18
260,True,18,18,13,19,18
261,True,18,18,13,19,18
262,True,18,18,11,19,18
263,True,18,18,13,19,18
264,True,18,18,13,19,18
265,True,18,18,13,19,18
266,True,18,18,13,19,18
267,True,18,18,13,19,18
268,True,18,18,13,19,18
269,True,18,18,11,19,18
270,True,18,18,13,19,18
271,True,18,18,13,19,18
272,True,18,18,13,19,18
273,True,18,18,13,19,18
274,True,18,18,13,19,18
275,True,18,18,11,19,18
276,True,18,18,13,19,18
277,True,18,18,11,19,18
278,True,18,18,11,19,18
279,True,18,18,11,19,18
280,True,18,18,13,19,18
281,True,18,18,11,19,18
282,True,18,18,13,19,18
283,True,18,18,11,19,18
284,True,18,18,11,19,18
285,True,18,18,11,19,18
286,True,18,18,11,19,18
287,True,18,18,13,19,18
288,True,18,18,13,19,18
289,True,18,18,11,19,18
290,True,18,18,13,19,18
291,True,18,18,11,19,18
292,True,18,18,13,19,18
293,True,18,18,13,19,18
294,True,18,18,11,19,18
295,True,18,18,13,19,18
296,True,18,18,11,19,18
297,True,18,18,11,19,18
298,True,18,18,11,19,18
299,True,18,18,11,19,18
300,True,18,18,13,19,18
301,True,18,18,11,19,18
302,True,18,18,11,19,18
303,True,18,18,13,19,18
304,True,18,18,11,19,18
305,True,18,18,11,19,18
306,True,18,18,13,19,18
307,True,18,18,11,19,18
308,True,18,18,13,19,18
309,True,18,18,11,19,18
310,True,18,18,13,19,18
311,True,18,18,13,19,18
312,True,18,18,13,19,18
313,True,18,18,13,19,18
314,True,18,18,11,19,18
315,True,18,18,13,19,18
316,True,18,18,11,19,18
317,True,18,18,13,19,18
318,True,18,18,13,19,18
319,True,18,18,11,19,18
320,True,18,18,13,19,18
321,True,18,18,11,19,18
322,True,18,18,11,19,18
323,True,18,18,13,19,18
324,True,18,18,11,19,18
325,True,18,18,13,19,18
326,True,18,18,13,19,18
327,True,18,18,13,19,18
328,True,18,18,13,19,18
329,True,18,18,11,19,18
330,True,18,18,13,19,18
331,True,18,18,13,19,18
332,True,18,18,11,19,18
333,True,18,18,11,19,18
334,True,18,18,13,19,18
335,True,18,18,13,19,18
336,True,18,18,13,19,18
337,True,18,18,13,19,18
338,True,18,18,11,19,18
339,True,18,18,13,19,18
340,True,18,18,11,19,18
341,True,18,18,13,19,18
342,True,18,18,13,19,18
343,True,18,18,13,19,18
344,True,18,18,13,19,18
345,True,18,18,13,19,18
346,True,18,18,11,19,18
347,True,18,18,11,19,18
348,True,18,18,13,19,18
349,True,18,18,11,19,18
350,True,18,18,11,19,18
351,True,18,18,13,19,18
352,True,18,18,13,19,18
353,True,18,18,11,19,18
354,True,18,18,13,19,18
355,True,18,18,11,19,18
356,True,18,18,13,19,18
357,True,18,18,13,19,18
358,True,18,18,13,19,18
359,True,18,18,11,19,18
360,True,18,18,13,19,18
361,True,18,18,13,19,18
362,True,18,18,13,19,18
363,True,18,18,11,19,18
364,True,18,18,11,19,18
365,True,18,18,11,19,18
366,True,18,18,13,19,18
367,True,18,18,11,19,18
368,True,18,18,13,19,18
369,True,18,18,13,19,18
370,True,18,18,11,19,18
371,True,18,18,11,19,18
372,True,18,18,13,19,18
373,True,18,18,11,19,18
374,True,18,18,13,19,18
375,True,18,18,11,19,18
376,True,18,18,11,19,18
377,True,18,18,13,19,18
378,True,18,18,11,19,18
379,True,18,18,13,19,18
380,True,18,18,11,19,18
381,True,18,18,13,19,18
382,True,18,18,13,19,18
383,True,18,18,11,19,18
384,True,18,18,13,19,18
385,True,18,18,13,19,18
386,True,18,18,11,19,18
387,True,18,18,13,19,18
388,True,18,18,13,19,18
389,True,18,18,11,19,18
390,True,18,18,11,19,18
391,True,18,18,11,19,18
392,True,18,18,13,19,18
393,True,18,18,13,19,18
394,True,18,18,13,19,18
395,True,18,18,11,19,18
396,True,18,18,13,19,18
397,True,18,18,11,19,18
398,True,18,18,13,19,18
399,True,18,18,13,19,18
400,True,18,18,11,19,18
401,True,18,18,13,19,18
402,True,18,18,11,19,18
403,True,18,18,11,19,18
404,True,18,18,13,19,18
405,True,18,18,13,19,18
406,True,18,18,13,19,18
407,True,18,18,11,19,18
408,True,18,18,13,19,18
409,True,18,18,11,19,18
410,True,18,18,11,19,18
411,True,18,18,13,19,18
412,True,18,18,11,19,18
413,True,18,18,11,19,18
414,True,18,18,11,19,18
415,True,18,18,11,19,18
416,True,18,18,13,19,18
417,True,18,18,13,19,18
418,True,18,18,13,19,18
419,True,18,18,13,19,18
420,True,18,18,13,19,18
421,True,18,18,13,19,18
422,True,18,18,11,19,18
423,True,18,18,13,19,18
424,True,18,18,11,19,18
425,True,18,18,11,19,18
426,True,18,18,13,19,18
427,True,18,18,13,19,18
428,True,18,18,13,19,18
429,True,18,18,11,19,18
430,True,18,18,11,19,18
431,True,18,18,11,19,18
432,True,18,18,13,19,18
433,True,18,18,11,19,18
434,True,18,18,13,19,18
435,True,18,18,11,19,18
436,True,18,18,11,19,18
437,True,18,18,13,19,18
438,True,18,18,13,19,18
439,True,18,18,13,19,18
440,True,18,18,11,19,18
441,True,18,18,11,19,18
442,True,18,18,13,19,18
443,True,18,18,13,19,18
444,True,18,18,11,19,18
445,True,18,18,13,19,18
446,True,18,18,13,19,18
447,True,18,18,13,19,18
448,True,18,18,11,19,18
449,True,18,18,13,19,18
450,True,18,18,11,19,18
451,True,18,18,11,19,18
452,True,18,18,13,19,18
453,True,18,18,13,19,18
454,True,18,18,11,19,18
455,True,18,18,13,19,18
456,True,18,18,13,19,18
457,True,18,18,11,19,18
458,True,18,18,11,19,18
459,True,18,18,13,19,18
460,True,18,18,13,19,18
461,True,18,18,11,19,18
462,True,18,18,13,19,18
463,True,18,18,11,19,18
464,True,18,18,11,19,18
465,True,18,18,11,19,18
466,True,18,18,11,19,18
467,True,18,18,11,19,18
468,True,18,18,13,19,18
469,True,18,18,11,19,18
470,True,18,18,13,19,18
471,True,18,18,13,19,18
472,True,18,18,13,19,18
473,True,18,18,13,19,18
474,True,18,18,13,19,18
475,True,18,18,13,19,18
476,True,18,18,11,19,18
477,True,18,18,11,19,18
478,True,18,18,13,19,18
479,True,18,18,11,19,18
480,True,18,18,11,19,18
481,True,18,18,11,19,18
482,True,18,18,11,19,18
483,True,18,18,13,19,18
484,True,18,18,13,19,18
485,True,18,18,13,19,18
486,True,18,18,11,19,18
487,True,18,18,13,19,18
488,True,18,18,11,19,18
489,True,18,18,13,19,18
490,True,18,18,11,19,18
491,True,18,18,13,19,18
492,True,18,18,13,19,18
493,True,18,18,13,19,18
494,True,18,18,13,19,18
495,True,18,18,13,19,18
496,True,18,18,13,19,18
497,True,18,18,13,19,18
498,True,18,18,11,19,18
499,True,18,18,11,19,18
500,True,5,5,2,20,5
501,True,5,5,4,20,5
502,True,5,5,2,20,5
503,True,5,5,4,20,5
504,True,5,5,2,20,5
505,True,5,5,4,20,5
506,True,5,5,4,20,5
507,True,5,5,4,20,5
508,True,5,5,2,20,5
509,True,5,5,4,20,5
510,True,5,5,4,20,5
511,True,5,5,4,20,5
512,True,5,5,4,20,5
513,True,5,5,4,20,5
514,True,5,5,4,20,5
515,True,5,5,2,20,5
516,True,5,5,2,20,5
517,True,5,5,2,20,5
518,True,5,5,4,20,5
519,True,5,5,4,20,5
520,True,5,5,2,20,5
521,True,5,5,2,20,5
522,True,5,5,2,20,5
523,True,5,5,2,20,5
524,True,5,5,4,20,5
525,True,5,5,2,20,5
526,True,5,5,4,20,5
527,True,5,5,2,20,5
528,True,5,5,2,20,5
529,True,5,5,4,20,5
530,True,5,5,2,20,5
531,True,5,5,4,20,5
532,True,5,5,2,20,5
533,True,5,5,4,20,5
534,True,5,5,4,20,5
535,True,5,5,2,20,5
536,True,5,5,2,20,5
537,True,5,5,2,20,5
538,True,5,5,4,20,5
539,True,5,5,2,20,5
540,True,5,5,4,20,5
541,True,5,5,2,20,5
542,True,5,5,4,20,5
543,True,5,5,2,20,5
544,True,5,5,4,20,5
545,True,5,5,4,20,5
546,True,5,5,2,20,5
547,True,5,5,4,20,5
548,True,5,5,4,20,5
549,True,5,5,2,20,5
550,True,5,5,4,20,5
551,True,5,5,4,20,5
552,True,5,5,4,20,5
553,True,5,5,2,20,5
554,True,5,5,4,20,5
555,True,5,5,2,20,5
556,True,5,5,4,20,5
557,True,5,5,2,20,5
558,True,5,5,4,20,5
559,True,5,5,2,20,5
560,True,5,5,4,20,5
561,True,5,5,2,20,5
562,True,5,5,4,20,5
563,True,5,5,2,20,5
564,True,5,5,2,20,5
565,True,5,5,4,20,5
566,True,5,5,2,20,5
567,True,5,5,4,20,5
568,True,5,5,2,20,5
569,True,5,5,2,20,5
570,True,5,5,4,20,5
571,True,5,5,2,20,5
572,True,5,5,4,20,5
573,True,5,5,4,20,5
574,True,5,5,2,20,5
575,True,5,5,2,20,5
576,True,5,5,2,20,5
577,True,5,5,2,20,5
578,True,5,5,4,20,5
579,True,5,5,4,20,5
580,True,5,5,2,20,5
581,True,5,5,4,20,5
582,True,5,5,2,20,5
583,True,5,5,4,20,5
584,True,5,5,2,20,5
585,True,5,5,2,20,5
586,True,5,5,2,20,5
587,True,5,5,2,20,5
588,True,5,5,2,20,5
589,True,5,5,2,20,5
590,True,5,5,2,20,5
591,True,5,5,2,20,5
592,True,5,5,2,20,5
593,True,5,5,2,20,5
594,True,5,5,2,20,5
595,True,5,5,4,20,5
596,True,5,5,4,20,5
597,True,5,5,2,20,5
598,True,5,5,2,20,5
599,True,5,5,4,20,5
600,True,5,5,2,20,5
601,True,5,5,4,20,5
602,True,5,5,4,20,5
603,True,5,5,2,20,5
604,True,5,5,2,20,5
605,True,5,5,4,20,5
606,True,5,5,4,20,5
607,True,5,5,2,20,5
608,True,5,5,2,20,5
609,True,5,5,4,20,5
610,True,5,5,4,20,5
611,True,5,5,2,20,5
612,True,5,5,2,20,5
613,True,5,5,2,20,5
614,True,5,5,2,20,5
615,True,5,5,4,20,5
616,True,5,5,4,20,5
617,True,5,5,4,20,5
618,True,5,5,2,20,5
619,True,5,5,4,20,5
620,True,5,5,4,20,5
621,True,5,5,4,20,5
622,True,5,5,4,20,5
623,True,5,5,2,20,5
624,True,5,5,2,20,5
625,True,5,5,4,20,5
626,True,5,5,4,20,5
627,True,5,5,2,20,5
628,True,5,5,4,20,5
629,True,5,5,4,20,5
630,True,5,5,2,20,5
631,True,5,5,2,20,5
632,True,5,5,4,20,5
633,True,5,5,4,20,5
634,True,5,5,4,20,5
635,True,5,5,4,20,5
636,True,5,5,4,20,5
637,True,5,5,4,20,5
638,True,5,5,2,20,5
639,True,5,5,4,20,5
640,True,5,5,4,20,5
641,True,5,5,4,20,5
642,True,5,5,4,20,5
643,True,5,5,2,20,5
644,True,5,5,4,20,5
645,True,5,5,2,20,5
646,True,5,5,2,20,5
647,True,5,5,4,20,5
648,True,5,5,2,20,5
649,True,5,5,2,20,5
650,True,5,5,4,20,5
651,True,5,5,2,20,5
652,True,5,5,2,20,5
653,True,5,5,2,20,5
654,True,5,5,4,20,5
655,True,5,5,4,20,5
656,True,5,5,4,20,5
657,True,5,5,4,20,5
658,True,5,5,2,20,5
659,True,5,5,2,20,5
660,True,5,5,2,20,5
661,True,5,5,4,20,5
662,True,5,5,2,20,5
663,True,5,5,2,20,5
664,True,5,5,2,20,5
665,True,5,5,4,20,5
666,True,5,5,4,20,5
667,True,5,5,4,20,5
668,True,5,5,4,20,5
669,True,5,5,2,20,5
670,True,5,5,4,20,5
671,True,5,5,4,20,5
672,True,5,5,2,20,5
673,True,5,5,2,20,5
674,True,5,5,4,20,5
675,True,5,5,2,20,5
676,True,5,5,2,20,5
677,True,5,5,2,20,5
678,True,5,5,2,20,5
679,True,5,5,2,20,5
680,True,5,5,2,20,5
681,True,5,5,4,20,5
682,True,5,5,2,20,5
683,True,5,5,2,20,5
684,True,5,5,4,20,5
685,True,5,5,2,20,5
686,True,5,5,4,20,5
687,True,5,5,2,20,5
688,True,5,5,2,20,5
689,True,5,5,4,20,5
690,True,5,5,4,20,5
691,True,5,5,2,20,5
692,True,5,5,4,20,5
693,True,5,5,4,20,5
694,True,5,5,4,20,5
695,True,5,5,2,20,5
696,True,5,5,2,20,5
697,True,5,5,2,20,5
698,True,5,5,4,20,5
699,True,5,5,2,20,5
700,True,5,5,2,20,5
701,True,5,5,4,20,5
702,True,5,5,2,20,5
703,True,5,5,2,20,5
704,True,5,5,4,20,5
705,True,5,5,2,20,5
706,True,5,5,2,20,5
707,True,5,5,4,20,5
708,True,5,5,4,20,5
709,True,5,5,4,20,5
710,True,5,5,4,20,5
711,True,5,5,2,20,5
712,True,5,5,2,20,5
713,True,5,5,4,20,5
714,True,5,5,2,20,5
715,True,5,5,4,20,5
716,True,5,5,2,20,5
717,True,5,5,4,20,5
718,True,5,5,4,20,5
719,True,5,5,4,20,5
720,True,5,5,2,20,5
721,True,5,5,4,20,5
722,True,5,5,2,20,5
723,True,5,5,2,20,5
724,True,5,5,2,20,5
725,True,5,5,4,20,5
726,True,5,5,4,20,5
727,True,5,5,2,20,5
728,True,5,5,2,20,5
729,True,5,5,2,20,5
730,True,5,5,2,20,5
731,True,5,5,2,20,5
732,True,5,5,2,20,5
733,True,5,5,2,20,5
734,True,5,5,2,20,5
735,True,5,5,4,20,5
736,True,5,5,4,20,5
737,True,5,5,2,20,5
738,True,5,5,2,20,5
739,True,5,5,4,20,5
740,True,5,5,4,20,5
741,True,5,5,2,20,5
742,True,5,5,2,20,5
743,True,5,5,4,20,5
744,True,5,5,2,20,5
745,True,5,5,4,20,5
746,True,5,5,2,20,5
747,True,5,5,2,20,5
748,True,5,5,4,20,5
749,True,5,5,2,20,5
750,True,5,5,2,20,5
751,True,5,5,4,20,5
752,True,5,5,4,20,5
753,True,5,5,4,20,5
754,True,5,5,2,20,5
755,True,5,5,4,20,5
756,True,5,5,4,20,5
757,True,5,5,4,20,5
758,True,5,5,4,20,5
759,True,5,5,4,20,5
760,True,5,5,2,20,5
761,True,5,5,4,20,5
762,True,5,5,2,20,5
763,True,5,5,4,20,5
764,True,5,5,4,20,5
765,True,5,5,4,20,5
766,True,5,5,4,20,5
767,True,5,5,2,20,5
768,True,5,5,2,20,5
769,True,5,5,4,20,5
770,True,5,5,2,20,5
771,True,5,5,4,20,5
772,True,5,5,2,20,5
773,True,5,5,4,20,5
774,True,5,5,2,20,5
775,True,5,5,2,20,5
776,True,5,5,4,20,5
777,True,5,5,4,20,5
778,True,5,5,2,20,5
779,True,5,5,4,20,5
780,True,5,5,2,20,5
781,True,5,5,4,20,5
782,True,5,5,4,20,5
783,True,5,5,2,20,5
784,True,5,5,2,20,5
785,True,5,5,4,20,5
786,True,5,5,4,20,5
787,True,5,5,4,20,5
788,True,5,5,4,20,5
789,True,5,5,4,20,5
790,True,5,5,2,20,5
791,True,5,5,4,20,5
792,True,5,5,4,20,5
793,True,5,5,4,20,5
794,True,5,5,2,20,5
795,True,5,5,2,20,5
796,True,5,5,4,20,5
797,True,5,5,4,20,5
798,True,5,5,4,20,5
799,True,5,5,2,20,5
800,True,5,5,2,20,5
801,True,5,5,4,20,5
802,True,5,5,2,20,5
803,True,5,5,4,20,5
804,True,5,5,2,20,5
805,True,5,5,4,20,5
806,True,5,5,2,20,5
807,True,5,5,4,20,5
808,True,5,5,2,20,5
809,True,5,5,4,20,5
810,True,5,5,4,20,5
811,True,5,5,2,20,5
812,True,5,5,2,20,5
813,True,5,5,4,20,5
814,True,5,5,4,20,5
815,True,5,5,4,20,5
816,True,5,5,4,20,5
817,True,5,5,4,20,5
818,True,5,5,2,20,5
819,True,5,5,4,20,5
820,True,5,5,2,20,5
821,True,5,5,2,20,5
822,True,5,5,2,20,5
823,True,5,5,4,20,5
824,True,5,5,2,20,5
825,True,5,5,4,20,5
826,True,5,5,2,20,5
827,True,5,5,4,20,5
828,True,5,5,4,20,5
829,True,5,5,4,20,5
830,True,5,5,2,20,5
831,True,5,5,4,20,5
832,True,5,5,4,20,5
833,True,5,5,2,20,5
834,True,5,5,4,20,5
835,True,5,5,2,20,5
836,True,5,5,2,20,5
837,True,5,5,4,20,5
838,True,5,5,2,20,5
839,True,5,5,2,20,5
840,True,5,5,2,20,5
841,True,5,5,4,20,5
842,True,5,5,4,20,5
843,True,5,5,2,20,5
844,True,5,5,4,20,5
845,True,5,5,2,20,5
846,True,5,5,2,20,5
847,True,5,5,4,20,5
848,True,5,5,4,20,5
849,True,5,5,2,20,5
850,True,5,5,4,20,5
851,True,5,5,4,20,5
852,True,5,5,2,20,5
853,True,5,5,4,20,5
854,True,5,5,2,20,5
855,True,5,5,4,20,5
856,True,5,5,2,20,5
857,True,5,5,2,20,5
858,True,5,5,4,20,5
859,True,5,5,4,20,5
860,True,5,5,4,20,5
861,True,5,5,2,20,5
862,True,5,5,4,20,5
863,True,5,5,4,20,5
864,True,5,5,4,20,5
865,True,5,5,2,20,5
866,True,5,5,2,20,5
867,True,5,5,2,20,5
868,True,5,5,2,20,5
869,True,5,5,4,20,5
870,True,5,5,4,20,5
871,True,5,5,2,20,5
872,True,5,5,2,20,5
873,True,5,5,4,20,5
874,True,5,5,4,20,5
875,True,5,5,4,20,5
876,True,5,5,4,20,5
877,True,5,5,2,20,5
878,True,5,5,4,20,5
879,True,5,5,4,20,5
880,True,5,5,2,20,5
881,True,5,5,2,20,5
882,True,5,5,4,20,5
883,True,5,5,4,20,5
884,True,5,5,4,20,5
885,True,5,5,2,20,5
886,True,5,5,4,20,5
887,True,5,5,4,20,5
888,True,5,5,4,20,5
889,True,5,5,4,20,5
890,True,5,5,2,20,5
891,True,5,5,4,20,5
892,True,5,5,2,20,5
893,True,5,5,2,20,5
894,True,5,5,2,20,5
895,True,5,5,2,20,5
896,True,5,5,4,20,5
897,True,5,5,2,20,5
898,True,5,5,4,20,5
899,True,5,5,4,20,5
900,True,5,5,2,20,5
901,True,5,5,2,20,5
902,True,5,5,4,20,5
903,True,5,5,2,20,5
904,True,5,5,2,20,5
905,True,5,5,4,20,5
906,True,5,5,4,20,5
907,True,5,5,2,20,5
908,True,5,5,2,20,5
909,True,5,5,2,20,5
910,True,5,5,4,20,5
911,True,5,5,2,20,5
912,True,5,5,4,20,5
913,True,5,5,2,20,5
914,True,5,5,2,20,5
915,True,5,5,2,20,5
916,True,5,5,2,20,5
917,True,5,5,2,20,5
918,True,5,5,2,20,5
919,True,5,5,4,20,5
920,True,5,5,2,20,5
921,True,5,5,2,20,5
922,True,5,5,2,20,5
923,True,5,5,4,20,5
924,True,5,5,2,20,5
925,True,5,5,2,20,5
926,True,5,5,4,20,5
927,True,5,5,2,20,5
928,True,5,5,2,20,5
929,True,5,5,4,20,5
930,True,5,5,2,20,5
931,True,5,5,2,20,5
932,True,5,5,2,20,5
933,True,5,5,4,20,5
934,True,5,5,2,20,5
935,True,5,5,2,20,5
936,True,5,5,4,20,5
937,True,5,5,4,20,5
938,True,5,5,4,20,5
939,True,5,5,4,20,5
940,True,5,5,2,20,5
941,True,5,5,4,20,5
942,True,5,5,2,20,5
943,True,5,5,2,20,5
944,True,5,5,4,20,5
945,True,5,5,4,20,5
946,True,5,5,2,20,5
947,True,5,5,2,20,5
948,True,5,5,2,20,5
949,True,5,5,2,20,5
950,True,5,5,4,20,5
951,True,5,5,2,20,5
952,True,5,5,2,20,5
953,True,5,5,4,20,5
954,True,5,5,4,20,5
955,True,5,5,4,20,5
956,True,5,5,4,20,5
957,True,5,5,4,20,5
958,True,5,5,2,20,5
959,True,5,5,4,20,5
960,True,5,5,2,20,5
961,True,5,5,4,20,5
962,True,5,5,2,20,5
963,True,5,5,2,20,5
964,True,5,5,4,20,5
965,True,5,5,4,20,5
966,True,5,5,4,20,5
967,True,5,5,2,20,5
968,True,5,5,4,20,5
969,True,5,5,4,20,5
970,True,5,5,4,20,5
971,True,5,5,2,20,5
972,True,5,5,4,20,5
973,True,5,5,4,20,5
974,True,5,5,2,20,5
975,True,5,5,4,20,5
976,True,5,5,2,20,5
977,True,5,5,2,20,5
978,True,5,5,4,20,5
979,True,5,5,4,20,5
980,True,5,5,2,20,5
981,True,5,5,4,20,5
982,True,5,5,4,20,5
983,True,5,5,2,20,5
984,True,5,5,4,20,5
985,True,5,5,4,20,5
986,True,5,5,2,20,5
987,True,5,5,4,20,5
988,True,5,5,2,20,5
989,True,5,5,2,20,5
990,True,5,5,2,20,5
991,True,5,5,2,20,5
992,True,5,5,4,20,5
993,True,5,5,4,20,5
994,True,5,5,2,20,5
995,True,5,5,4,20,5
996,True,5,5,4,20,5
997,True,5,5,4,20,5
