,G,flip,p1,post,pre,x,z
122,True,0,0.57,9,9,6,9
123,True,0,0.54,19,19,11,19
124,True,0,0.28,16,16,11,16
125,True,0,0.5,8,8,10,8
126,True,0,0.33,5,5,2,5
127,True,0,0.06,20,20,6,20
128,True,0,0.09,18,18,6,18
129,True,0,0.14,17,17,12,17
130,True,0,0.91,0,0,16,0
131,True,0,0.63,5,5,20,5
132,True,0,0.68,13,13,14,13
133,True,0,0.73,6,6,13,6
134,True,0,0.06,13,13,9,13
135,True,0,0.35,16,16,6,16
136,True,0,0.77,8,8,16,8
137,True,0,0.83,4,4,4,4
138,True,0,0.24,11,11,10,11
139,True,0,0.1,16,16,10,16
140,True,0,0.48,2,2,0,2
141,True,0,0.95,1,1,0,1
142,True,0,0.54,17,17,0,17
143,True,0,0.12,13,13,6,13
144,True,0,0.56,6,6,0,6
145,True,0,0.94,10,10,5,10
146,True,0,0.16,14,14,0,14
147,True,0,0.12,7,7,4,7
148,True,0,0.22,11,11,10,11
149,True,0,0.47,13,13,9,13
150,True,0,0.39,19,19,9,19
151,True,0,0.6,1,1,16,1
152,True,0,0.9,13,13,3,13
153,True,0,0.36,20,20,0,20
154,True,0,0.65,13,13,20,13
155,True,0,0.81,15,15,9,15
156,True,0,0.07,8,8,11,8
157,True,0,0.9,20,20,14,20
158,True,0,0.67,17,17,4,17
159,True,0,0.55,15,15,1,15
160,True,0,0.58,3,3,10,3
161,True,0,0.06,8,8,20,8
162,True,0,0.28,6,6,14,6
163,True,0,0.55,19,19,18,19
164,True,0,0.65,5,5,19,5
165,True,0,0.41,7,7,3,7
166,True,0,0.26,0,0,11,0
167,True,0,0.67,13,13,7,13
168,True,0,0.8,20,20,12,20
169,True,0,0.24,1,1,6,1
170,True,0,0.94,14,14,20,14
171,True,0,0.13,15,15,19,15
172,True,0,0.35,11,11,3,11
173,True,0,0.67,20,20,9,20
174,True,0,0.18,20,20,17,20
175,True,0,0.27,18,18,20,18
176,True,0,0.64,7,7,16,7
177,True,0,0.16,14,14,19,14
178,True,0,0.26,15,15,18,15
179,True,0,0.42,1,1,13,1
180,True,0,0.1,15,15,10,15
181,True,0,0.34,1,1,17,1
182,True,0,0.89,3,3,10,3
183,True,0,0.65,0,0,6,0
184,True,0,0.24,19,19,12,19
185,True,0,0.37,19,19,14,19
186,True,0,0.79,14,14,17,14
187,True,0,0.65,9,9,4,9
188,True,0,0.78,3,3,1,3
189,True,0,0.18,20,20,10,20
190,True,0,0.75,10,10,20,10
191,True,0,0.85,12,12,12,12
192,True,0,0.47,8,8,15,8
193,True,0,0.16,8,8,5,8
194,True,0,0.89,8,8,2,8
195,True,0,0.78,4,4,13,4
196,True,0,0.66,2,2,12,2
197,True,0,0.13,16,16,19,16
198,True,0,0.89,0,0,5,0
199,True,0,0.25,3,3,11,3
200,True,0,0.65,3,3,8,3
201,True,0,0.5,15,15,12,15
202,True,0,0.88,8,8,0,8
203,True,0,0.91,5,5,11,5
204,True,0,0.32,18,18,13,18
205,True,0,0.61,18,18,3,18
206,True,0,0.6,20,20,12,20
207,True,0,0.43,6,6,14,6
208,True,0,0.09,16,16,13,16
209,True,0,0.36,11,11,18,11
210,True,0,0.42,15,15,5,15
211,True,0,0.87,11,11,1,11
212,True,0,0.06,6,6,14,6
213,True,0,0.26,4,4,9,4
214,True,0,0.56,9,9,17,9
215,True,0,0.28,8,8,12,8
216,True,0,0.14,15,15,8,15
217,True,0,0.48,10,10,4,10
218,True,0,0.94,4,4,5,4
219,True,0,0.33,3,3,10,3
220,True,0,0.13,8,8,0,8
221,True,0,0.61,2,2,4,2
222,True,0,0.62,1,1,2,1
223,True,0,0.76,20,20,9,20
224,True,0,0.16,14,14,12,14
225,True,0,0.41,20,20,4,20
226,True,0,0.76,18,18,14,18
227,True,0,0.69,9,9,0,9
228,True,0,0.43,10,10,14,10
229,True,0,0.43,6,6,7,6
230,True,0,0.68,10,10,18,10
231,True,0,0.67,8,8,7,8
