,G,flip,p1,post,pre,x,z
78,True,0,0.67,0,0,14,0
79,True,0,0.71,20,20,7,20
80,True,0,0.76,2,2,11,2
81,True,0,0.76,6,6,18,6
82,True,0,0.68,17,17,5,17
83,True,0,0.48,14,14,10,14
84,True,0,0.8,13,13,11,13
85,True,0,0.21,7,7,11,7
86,True,0,0.27,6,6,20,6
87,True,0,0.73,7,7,15,7
88,True,0,0.84,8,8,11,8
89,True,0,0.19,11,11,6,11
90,True,0,0.05,16,16,5,16
91,True,0,0.58,4,4,19,4
92,True,0,0.36,20,20,18,20
93,True,0,0.81,3,3,18,3
94,True,0,0.7,7,7,3,7
95,True,0,0.13,14,14,14,14
96,True,0,0.94,9,9,8,9
97,True,0,0.46,16,16,4,16
98,True,0,0.19,11,11,0,11
99,True,0,0.13,16,16,1,16
100,True,0,0.54,19,19,12,19
101,True,0,0.64,2,2,18,2
102,True,0,0.79,18,18,13,18
103,True,0,0.06,15,15,5,15
104,True,0,0.61,19,19,15,19
105,True,0,0.19,20,20,2,20
106,True,0,0.86,6,6,8,6
107,True,0,0.47,17,17,14,17
108,True,0,0.47,15,15,16,15
109,True,0,0.51,6,6,13,6
110,True,0,0.9,19,19,8,19
111,True,0,0.83,19,19,20,19
112,True,0,0.24,11,11,16,11
113,True,0,0.3,7,7,8,7
114,True,0,0.07,6,6,13,6
115,True,0,0.22,14,14,14,14
116,True,0,0.53,13,13,16,13
117,True,0,0.76,13,13,7,13
118,True,0,0.33,20,20,10,20
119,True,0,0.48,19,19,9,19
120,True,0,0.39,20,20,14,20
121,True,0,0.23,6,6,11,6
122,True,0,0.78,18,18,5,18
123,True,0,0.5,19,19,20,19
124,True,0,0.26,17,17,3,17
125,True,0,0.48,3,3,16,3
126,True,0,0.71,6,6,14,6
127,True,0,0.28,17,17,13,17
128,True,0,0.22,17,17,13,17
129,True,0,0.48,16,16,15,16
130,True,0,0.22,7,7,13,7
131,True,0,0.2,4,4,12,4
132,True,0,0.44,7,7,3,7
133,True,0,0.73,13,13,5,13
134,True,0,0.32,7,7,0,7
135,True,0,0.14,0,0,14,0
136,True,0,0.65,10,10,6,10
137,True,0,0.64,14,14,7,14
138,True,0,0.9,12,12,2,12
139,True,0,0.17,8,8,5,8
140,True,0,0.69,2,2,9,2
141,True,0,0.82,12,12,11,12
142,True,0,0.93,6,6,3,6
143,True,0,0.59,5,5,1,5
144,True,0,0.58,7,7,20,7
145,True,0,0.31,6,6,7,6
146,True,0,0.65,13,13,10,13
147,True,0,0.25,12,12,10,12
148,True,0,0.78,10,10,8,10
149,True,0,0.11,1,1,1,1
150,True,0,0.23,8,8,9,8
151,True,0,0.68,2,2,5,2
152,True,0,0.88,4,4,8,4
153,True,0,0.34,15,15,12,15
154,True,0,0.3,9,9,2,9
155,True,0,0.79,14,14,2,14
156,True,0,0.36,0,0,18,0
157,True,0,0.52,15,15,9,15
158,True,0,0.81,0,0,8,0
159,True,0,0.7,3,3,12,3
160,True,0,0.19,5,5,13,5
161,True,0,0.32,2,2,12,2
162,True,0,0.36,4,4,19,4
163,True,0,0.56,14,14,13,14
164,True,0,0.12,16,16,7,16
165,True,0,0.61,2,2,8,2
166,True,0,0.63,13,13,17,13
167,True,0,0.49,11,11,17,11
168,True,0,0.24,17,17,5,17
169,True,0,0.84,18,18,2,18
170,True,0,0.79,17,17,9,17
171,True,0,0.48,18,18,14,18
172,True,0,0.23,13,13,14,13
173,True,0,0.51,6,6,9,6
174,True,0,0.59,2,2,6,2
175,True,0,0.84,15,15,8,15
176,True,0,0.83,9,9,8,9
177,True,0,0.69,20,20,5,20
178,True,0,0.11,11,11,16,11
179,True,0,0.24,6,6,14,6
180,True,0,0.64,18,18,0,18
181,True,0,0.94,3,3,2,3
182,True,0,0.76,14,14,17,14
183,True,0,0.6,4,4,0,4
184,True,0,0.71,11,11,18,11
185,True,0,0.52,13,13,9,13
186,True,0,0.63,20,20,9,20
187,True,0,0.89,0,0,10,0
188,True,0,0.69,14,14,12,14
189,True,0,0.55,5,5,3,5
190,True,0,0.76,7,7,6,7
191,True,0,0.28,7,7,13,7
192,True,0,0.92,8,8,5,8
193,True,0,0.23,14,14,13,14
194,True,0,0.74,10,10,17,10
195,True,0,0.64,14,14,19,14
196,True,0,0.69,17,17,0,17
197,True,0,0.45,5,5,1,5
198,True,0,0.46,15,15,17,15
199,True,0,0.44,3,3,8,3
200,True,0,0.5,10,10,2,10
201,True,0,0.19,20,20,8,20
202,True,0,0.15,10,10,20,10
203,True,0,0.49,18,18,13,18
204,True,0,0.43,16,16,6,16
205,True,0,0.21,15,15,9,15
206,True,0,0.29,0,0,16,0
207,True,0,0.42,8,8,14,8
208,True,0,0.9,3,3,17,3
209,True,0,0.24,18,18,18,18
210,True,0,0.37,0,0,8,0
211,True,0,0.94,6,6,4,6
212,True,0,0.76,3,3,11,3
213,True,0,0.66,1,1,0,1
214,True,0,0.55,8,8,4,8
215,True,0,0.54,1,1,11,1
216,True,0,0.79,2,2,5,2
217,True,0,0.19,7,7,19,7
218,True,0,0.41,1,1,16,1
219,True,0,0.45,13,13,8,13
220,True,0,0.71,9,9,19,9
221,True,0,0.61,14,14,7,14
222,True,0,0.83,7,7,8,7
223,True,0,0.71,0,0,13,0
224,True,0,0.38,9,9,11,9
225,True,0,0.65,19,19,2,19
226,True,0,0.7,9,9,15,9
227,True,0,0.45,9,9,2,9
228,True,0,0.91,8,8,1,8
229,True,0,0.14,12,12,14,12
230,True,0,0.41,5,5,2,5
231,True,0,0.67,8,8,16,8
232,True,0,0.68,17,17,2,17
233,True,0,0.59,13,13,15,13
234,True,0,0.31,6,6,14,6
235,True,0,0.62,18,18,1,18
236,True,0,0.19,12,12,12,12
237,True,0,0.11,1,1,17,1
238,True,0,0.23,9,9,15,9
239,True,0,0.93,9,9,3,9
240,True,0,0.65,10,10,9,10
241,True,0,0.8,17,17,16,17
242,True,0,0.11,19,19,9,19
243,True,0,0.27,13,13,11,13
244,True,0,0.45,15,15,16,15
245,True,0,0.84,17,17,5,17
246,True,0,0.39,0,0,19,0
247,True,0,0.1,13,13,12,13
248,True,0,0.71,6,6,5,6
249,True,0,0.66,18,18,5,18
250,True,0,0.72,19,19,4,19
